base_specification_id	replicate_id	replicate_index	specification_id	selection_coefficient	target_allele_frequency	simulation_status	decode_status	error_type	detail	decode_error_type	decode_detail	invocation_count	cumulative_elapsed_seconds	completed_external_draws	launched_external_draws	interrupted_internal_conditioned_trajectories	last_completed_draw_sample_af	last_completed_draw_n_hom_ref	conditioning_missingness	status
intro_s0p005_af40	intro_s0p005_af40__rep008	8	intro_s0p005_af40__rep008	0.005	0.4	complete	complete					1	52.23420489998534	1	1	0	0.705	9.0	nonrandom	complete
intro_s0p005_af40	intro_s0p005_af40__rep009	9	intro_s0p005_af40__rep009	0.005	0.4	complete	complete					1	95.79528339998797	2	2	0	0.88	3.0	nonrandom	complete
intro_s0p005_af40	intro_s0p005_af40__rep010	10	intro_s0p005_af40__rep010	0.005	0.4	complete	complete					1	76.1170702999807	1	1	0	0.83	4.0	nonrandom	complete
intro_s0p005_af50	intro_s0p005_af50__rep001	1	intro_s0p005_af50__rep001	0.005	0.5	complete	complete					1	215.6928982999525	2	2	0	0.57	19.0	nonrandom	complete
intro_s0p005_af50	intro_s0p005_af50__rep002	2	intro_s0p005_af50__rep002	0.005	0.5	complete	complete					1	66.87821009999607	1	1	0	0.69	9.0	nonrandom	complete
intro_s0p005_af50	intro_s0p005_af50__rep003	3	intro_s0p005_af50__rep003	0.005	0.5	complete	complete					1	82.36602199997287	1	1	0	0.695	11.0	nonrandom	complete
intro_s0p005_af50	intro_s0p005_af50__rep004	4	intro_s0p005_af50__rep004	0.005	0.5	complete	complete					1	75.3302264000522	1	1	0	0.705	8.0	nonrandom	complete
intro_s0p005_af50	intro_s0p005_af50__rep005	5	intro_s0p005_af50__rep005	0.005	0.5	complete	complete					1	165.60508720000507	1	1	0	0.895	3.0	nonrandom	complete
intro_s0p005_af50	intro_s0p005_af50__rep006	6	intro_s0p005_af50__rep006	0.005	0.5	complete	complete					1	236.80134470004123	3	3	0	0.8	4.0	nonrandom	complete
intro_s0p005_af50	intro_s0p005_af50__rep007	7	intro_s0p005_af50__rep007	0.005	0.5	complete	complete					1	50.6765449999948	1	1	0	0.71	8.0	nonrandom	complete
intro_s0p005_af50	intro_s0p005_af50__rep008	8	intro_s0p005_af50__rep008	0.005	0.5	complete	complete					1	184.16824959998485	2	2	0	0.67	10.0	nonrandom	complete
intro_s0p005_af50	intro_s0p005_af50__rep009	9	intro_s0p005_af50__rep009	0.005	0.5	complete	complete					1	207.5691604000167	4	4	0	0.725	11.0	nonrandom	complete
intro_s0p005_af50	intro_s0p005_af50__rep010	10	intro_s0p005_af50__rep010	0.005	0.5	complete	complete					1	113.26562969997758	1	1	0	0.765	8.0	nonrandom	complete
intro_s0p005_af60	intro_s0p005_af60__rep001	1	intro_s0p005_af60__rep001	0.005	0.6	complete	complete					1	64.14581279997947	1	1	0	0.78	3.0	nonrandom	complete
intro_s0p005_af60	intro_s0p005_af60__rep002	2	intro_s0p005_af60__rep002	0.005	0.6	complete	complete					1	58.29982469999232	1	1	0	0.86	3.0	nonrandom	complete
intro_s0p005_af60	intro_s0p005_af60__rep003	3	intro_s0p005_af60__rep003	0.005	0.6	complete	complete					1	76.11738379998133	1	1	0	0.73	6.0	nonrandom	complete
intro_s0p005_af60	intro_s0p005_af60__rep004	4	intro_s0p005_af60__rep004	0.005	0.6	complete	complete					1	91.56221040000672	1	1	0	0.845	2.0	nonrandom	complete
intro_s0p005_af60	intro_s0p005_af60__rep005	5	intro_s0p005_af60__rep005	0.005	0.6	complete	complete					2	377.86219810001785	5	6	1	0.735	6.0	nonrandom	complete
intro_s0p005_af60	intro_s0p005_af60__rep006	6	intro_s0p005_af60__rep006	0.005	0.6	complete	complete					1	114.59162110002944	1	1	0	0.82	3.0	nonrandom	complete
intro_s0p005_af60	intro_s0p005_af60__rep007	7	intro_s0p005_af60__rep007	0.005	0.6	complete	complete					1	82.1352196999942	1	1	0	0.79	4.0	nonrandom	complete
intro_s0p005_af60	intro_s0p005_af60__rep008	8	intro_s0p005_af60__rep008	0.005	0.6	complete	complete					2	366.4727020000573	4	5	1	0.755	8.0	nonrandom	complete
intro_s0p005_af60	intro_s0p005_af60__rep009	9	intro_s0p005_af60__rep009	0.005	0.6	complete	complete					1	178.36084500001743	2	2	0	0.76	6.0	nonrandom	complete
intro_s0p005_af60	intro_s0p005_af60__rep010	10	intro_s0p005_af60__rep010	0.005	0.6	complete	complete					1	171.12697049998678	2	2	0	0.635	15.0	nonrandom	complete
intro_s0p005_af70	intro_s0p005_af70__rep001	1	intro_s0p005_af70__rep001	0.005	0.7	complete	complete					1	121.14135890000034	2	2	0	0.895	2.0	nonrandom	complete
intro_s0p005_af70	intro_s0p005_af70__rep002	2	intro_s0p005_af70__rep002	0.005	0.7	complete	complete					1	76.3986155000166	1	1	0	0.805	6.0	nonrandom	complete
intro_s0p005_af70	intro_s0p005_af70__rep003	3	intro_s0p005_af70__rep003	0.005	0.7	complete	complete					2	372.96958869998343	4	5	1	0.86	2.0	nonrandom	complete
intro_s0p005_af70	intro_s0p005_af70__rep004	4	intro_s0p005_af70__rep004	0.005	0.7	complete	complete					1	61.86560049996479	1	1	0	0.73	9.0	nonrandom	complete
intro_s0p005_af70	intro_s0p005_af70__rep005	5	intro_s0p005_af70__rep005	0.005	0.7	complete	complete					1	51.52881829999387	1	1	0	0.81	2.0	nonrandom	complete
intro_s0p005_af70	intro_s0p005_af70__rep006	6	intro_s0p005_af70__rep006	0.005	0.7	complete	complete					2	424.85532239993336	4	5	1	0.82	5.0	nonrandom	complete
intro_s0p005_af70	intro_s0p005_af70__rep007	7	intro_s0p005_af70__rep007	0.005	0.7	complete	complete					2	567.3461597000132	5	6	1	0.865	2.0	nonrandom	complete
intro_s0p005_af70	intro_s0p005_af70__rep008	8	intro_s0p005_af70__rep008	0.005	0.7	complete	complete					1	85.4830735999858	1	1	0	0.755	4.0	nonrandom	complete
intro_s0p005_af70	intro_s0p005_af70__rep009	9	intro_s0p005_af70__rep009	0.005	0.7	complete	complete					1	236.14913340000203	3	3	0	0.89	2.0	nonrandom	complete
intro_s0p005_af70	intro_s0p005_af70__rep010	10	intro_s0p005_af70__rep010	0.005	0.7	complete	complete					1	89.17451910005184	1	1	0	0.73	7.0	nonrandom	complete
intro_s0p005_af80	intro_s0p005_af80__rep001	1	intro_s0p005_af80__rep001	0.005	0.8	complete	complete					1	228.61330179998183	2	2	0	0.925	2.0	nonrandom	complete
intro_s0p005_af80	intro_s0p005_af80__rep002	2	intro_s0p005_af80__rep002	0.005	0.8	complete	complete					3	823.2200255000316	6	8	2	0.845	2.0	nonrandom	complete
intro_s0p005_af80	intro_s0p005_af80__rep003	3	intro_s0p005_af80__rep003	0.005	0.8	complete	complete					1	54.91292400000384	1	1	0	0.86	3.0	nonrandom	complete
intro_s0p005_af80	intro_s0p005_af80__rep004	4	intro_s0p005_af80__rep004	0.005	0.8	complete	complete					5	1322.0974654000092	6	10	4	0.82	4.0	nonrandom	complete
intro_s0p005_af80	intro_s0p005_af80__rep005	5	intro_s0p005_af80__rep005	0.005	0.8	complete	complete					1	271.0688267000369	1	1	0	0.83	3.0	nonrandom	complete
intro_s0p005_af80	intro_s0p005_af80__rep006	6	intro_s0p005_af80__rep006	0.005	0.8	complete	complete					1	76.22576980001759	1	1	0	0.91	2.0	nonrandom	complete
intro_s0p005_af80	intro_s0p005_af80__rep007	7	intro_s0p005_af80__rep007	0.005	0.8	complete	complete					1	97.6695315000252	1	1	0	0.8	6.0	nonrandom	complete
intro_s0p005_af80	intro_s0p005_af80__rep008	8	intro_s0p005_af80__rep008	0.005	0.8	complete	complete					1	237.3852575999917	2	2	0	0.845	2.0	nonrandom	complete
intro_s0p005_af80	intro_s0p005_af80__rep009	9	intro_s0p005_af80__rep009	0.005	0.8	complete	complete					1	254.5704880999984	2	2	0	0.805	5.0	nonrandom	complete
intro_s0p005_af80	intro_s0p005_af80__rep010	10	intro_s0p005_af80__rep010	0.005	0.8	complete	complete					4	956.3716466000005	7	10	3	0.8	4.0	nonrandom	complete
intro_s0p005_af90	intro_s0p005_af90__rep001	1	intro_s0p005_af90__rep001	0.005	0.9	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.1691293999393	4	10	5	0.915	0.0	nonrandom	exhausted
intro_s0p005_af90	intro_s0p005_af90__rep002	2	intro_s0p005_af90__rep002	0.005	0.9	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.181315299964	5	11	5	0.925	1.0	nonrandom	exhausted
intro_s0p005_af90	intro_s0p005_af90__rep003	3	intro_s0p005_af90__rep003	0.005	0.9	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.0886717000321	3	9	5	0.91	1.0	nonrandom	exhausted
intro_s0p005_af90	intro_s0p005_af90__rep004	4	intro_s0p005_af90__rep004	0.005	0.9	complete	complete					1	151.9018558000098	1	1	0	0.925	2.0	nonrandom	complete
intro_s0p005_af90	intro_s0p005_af90__rep005	5	intro_s0p005_af90__rep005	0.005	0.9	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.1043305000385	9	15	5	0.87	2.0	nonrandom	exhausted
intro_s0p005_af90	intro_s0p005_af90__rep006	6	intro_s0p005_af90__rep006	0.005	0.9	complete	complete					5	1318.2165424999985	5	9	4	0.91	2.0	nonrandom	complete
intro_s0p005_af90	intro_s0p005_af90__rep007	7	intro_s0p005_af90__rep007	0.005	0.9	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.1485216999972	5	11	5	0.93	0.0	nonrandom	exhausted
intro_s0p005_af90	intro_s0p005_af90__rep008	8	intro_s0p005_af90__rep008	0.005	0.9	complete	complete					2	502.6718092000229	2	3	1	0.92	2.0	nonrandom	complete
intro_s0p005_af90	intro_s0p005_af90__rep009	9	intro_s0p005_af90__rep009	0.005	0.9	complete	complete					1	293.7810322000296	1	1	0	0.945	2.0	nonrandom	complete
intro_s0p005_af90	intro_s0p005_af90__rep010	10	intro_s0p005_af90__rep010	0.005	0.9	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.2384922000056	11	17	5	0.955	0.0	nonrandom	exhausted
intro_s0p010_af10	intro_s0p010_af10__rep001	1	intro_s0p010_af10__rep001	0.01	0.1	complete	complete					5	1342.261537599934	3	7	4	0.915	2.0	nonrandom	complete
intro_s0p010_af10	intro_s0p010_af10__rep002	2	intro_s0p010_af10__rep002	0.01	0.1	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1801.014059100009	0	6	5			nonrandom	exhausted
intro_s0p010_af10	intro_s0p010_af10__rep003	3	intro_s0p010_af10__rep003	0.01	0.1	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.5380732000085	1	7	5	0.935	1.0	nonrandom	exhausted
intro_s0p010_af10	intro_s0p010_af10__rep004	4	intro_s0p010_af10__rep004	0.01	0.1	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.9083537000006	2	8	5	0.86	1.0	nonrandom	exhausted
intro_s0p010_af10	intro_s0p010_af10__rep005	5	intro_s0p010_af10__rep005	0.01	0.1	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.0526126999466	0	6	5			nonrandom	exhausted
intro_s0p010_af10	intro_s0p010_af10__rep006	6	intro_s0p010_af10__rep006	0.01	0.1	timed_out	not_simulated	SpecificationTimeout	SLiM conditioning exceeded the declared per-specification limit of 289.884 seconds			7	1800.1756295000341	1	7	5	0.945	0.0	nonrandom	timed_out
intro_s0p010_af10	intro_s0p010_af10__rep007	7	intro_s0p010_af10__rep007	0.01	0.1	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.2333843999368	0	6	5			nonrandom	exhausted
intro_s0p010_af10	intro_s0p010_af10__rep008	8	intro_s0p010_af10__rep008	0.01	0.1	complete	complete					4	1164.0646873999867	1	4	3	0.82	4.0	nonrandom	complete
intro_s0p010_af10	intro_s0p010_af10__rep009	9	intro_s0p010_af10__rep009	0.01	0.1	complete	complete					3	855.5210944999853	1	3	2	0.9	2.0	nonrandom	complete
intro_s0p010_af10	intro_s0p010_af10__rep010	10	intro_s0p010_af10__rep010	0.01	0.1	timed_out	not_simulated	SpecificationTimeout	SLiM conditioning exceeded the declared per-specification limit of 117.829 seconds			7	1800.0089947999836	1	8	6	0.945	0.0	nonrandom	timed_out
intro_s0p010_af20	intro_s0p010_af20__rep001	1	intro_s0p010_af20__rep001	0.01	0.2	complete	complete					2	454.1724055000813	1	2	1	0.47	26.0	nonrandom	complete
intro_s0p010_af20	intro_s0p010_af20__rep002	2	intro_s0p010_af20__rep002	0.01	0.2	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.5336948999902	1	7	5	0.94	1.0	nonrandom	exhausted
intro_s0p010_af20	intro_s0p010_af20__rep003	3	intro_s0p010_af20__rep003	0.01	0.2	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.081507800056	1	7	5	0.955	0.0	nonrandom	exhausted
intro_s0p010_af20	intro_s0p010_af20__rep004	4	intro_s0p010_af20__rep004	0.01	0.2	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.9298089000258	1	7	5	0.965	0.0	nonrandom	exhausted
intro_s0p010_af20	intro_s0p010_af20__rep005	5	intro_s0p010_af20__rep005	0.01	0.2	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.0552540999925	0	6	5			nonrandom	exhausted
intro_s0p010_af20	intro_s0p010_af20__rep006	6	intro_s0p010_af20__rep006	0.01	0.2	complete	complete					2	432.68107160000363	1	2	1	0.9	2.0	nonrandom	complete
intro_s0p010_af20	intro_s0p010_af20__rep007	7	intro_s0p010_af20__rep007	0.01	0.2	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.9369585999157	1	7	5	0.91	0.0	nonrandom	exhausted
intro_s0p010_af20	intro_s0p010_af20__rep008	8	intro_s0p010_af20__rep008	0.01	0.2	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.0473512000099	1	7	5	0.955	0.0	nonrandom	exhausted
intro_s0p010_af20	intro_s0p010_af20__rep009	9	intro_s0p010_af20__rep009	0.01	0.2	complete	complete					4	1113.7712427999904	1	4	3	0.865	3.0	nonrandom	complete
intro_s0p010_af20	intro_s0p010_af20__rep010	10	intro_s0p010_af20__rep010	0.01	0.2	timed_out	not_simulated	SpecificationTimeout	SLiM conditioning exceeded the declared per-specification limit of 120.235 seconds			7	1800.0909161999757	2	9	6	0.945	0.0	nonrandom	timed_out
intro_s0p010_af30	intro_s0p010_af30__rep001	1	intro_s0p010_af30__rep001	0.01	0.3	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.0134121000228	0	6	5			nonrandom	exhausted
intro_s0p010_af30	intro_s0p010_af30__rep002	2	intro_s0p010_af30__rep002	0.01	0.3	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1803.0083900000136	0	6	5			nonrandom	exhausted
intro_s0p010_af30	intro_s0p010_af30__rep003	3	intro_s0p010_af30__rep003	0.01	0.3	complete	complete					2	358.59217139997054	2	3	1	0.805	5.0	nonrandom	complete
intro_s0p010_af30	intro_s0p010_af30__rep004	4	intro_s0p010_af30__rep004	0.01	0.3	complete	complete					1	237.78215230000205	1	1	0	0.64	14.0	nonrandom	complete
intro_s0p010_af30	intro_s0p010_af30__rep005	5	intro_s0p010_af30__rep005	0.01	0.3	complete	complete					1	291.46796280000126	1	1	0	0.815	4.0	nonrandom	complete
intro_s0p010_af30	intro_s0p010_af30__rep006	6	intro_s0p010_af30__rep006	0.01	0.3	complete	complete					2	432.19496750005055	1	2	1	0.88	2.0	nonrandom	complete
intro_s0p010_af30	intro_s0p010_af30__rep007	7	intro_s0p010_af30__rep007	0.01	0.3	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.059278300021	1	7	5	0.935	1.0	nonrandom	exhausted
intro_s0p010_af30	intro_s0p010_af30__rep008	8	intro_s0p010_af30__rep008	0.01	0.3	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1801.248586800004	1	7	5	0.95	0.0	nonrandom	exhausted
intro_s0p010_af30	intro_s0p010_af30__rep009	9	intro_s0p010_af30__rep009	0.01	0.3	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.0229407999868	0	6	5			nonrandom	exhausted
intro_s0p010_af30	intro_s0p010_af30__rep010	10	intro_s0p010_af30__rep010	0.01	0.3	complete	complete					2	367.46286540006986	1	2	1	0.81	3.0	nonrandom	complete
intro_s0p010_af40	intro_s0p010_af40__rep001	1	intro_s0p010_af40__rep001	0.01	0.4	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.047317199951	0	6	5			nonrandom	exhausted
intro_s0p010_af40	intro_s0p010_af40__rep002	2	intro_s0p010_af40__rep002	0.01	0.4	complete	complete					2	527.024903499987	2	3	1	0.84	2.0	nonrandom	complete
intro_s0p010_af40	intro_s0p010_af40__rep003	3	intro_s0p010_af40__rep003	0.01	0.4	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1801.2156461000377	1	7	5	0.98	0.0	nonrandom	exhausted
intro_s0p010_af40	intro_s0p010_af40__rep004	4	intro_s0p010_af40__rep004	0.01	0.4	complete	complete					3	810.1523679000311	2	4	2	0.89	2.0	nonrandom	complete
intro_s0p010_af40	intro_s0p010_af40__rep005	5	intro_s0p010_af40__rep005	0.01	0.4	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.2418938000046	2	8	5	0.93	0.0	nonrandom	exhausted
intro_s0p010_af40	intro_s0p010_af40__rep006	6	intro_s0p010_af40__rep006	0.01	0.4	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.0340415999453	0	6	5			nonrandom	exhausted
intro_s0p010_af40	intro_s0p010_af40__rep007	7	intro_s0p010_af40__rep007	0.01	0.4	complete	complete					5	1351.7007334999798	2	6	4	0.78	7.0	nonrandom	complete
intro_s0p010_af40	intro_s0p010_af40__rep008	8	intro_s0p010_af40__rep008	0.01	0.4	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.096632699966	0	6	5			nonrandom	exhausted
intro_s0p010_af40	intro_s0p010_af40__rep009	9	intro_s0p010_af40__rep009	0.01	0.4	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.1425290000188	0	6	5			nonrandom	exhausted
intro_s0p010_af40	intro_s0p010_af40__rep010	10	intro_s0p010_af40__rep010	0.01	0.4	complete	complete					5	1277.427206699999	1	5	4	0.815	4.0	nonrandom	complete
intro_s0p010_af50	intro_s0p010_af50__rep001	1	intro_s0p010_af50__rep001	0.01	0.5	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.0660683000133	2	8	5	0.955	0.0	nonrandom	exhausted
intro_s0p010_af50	intro_s0p010_af50__rep002	2	intro_s0p010_af50__rep002	0.01	0.5	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.4012844000135	2	8	5	0.945	1.0	nonrandom	exhausted
intro_s0p010_af50	intro_s0p010_af50__rep003	3	intro_s0p010_af50__rep003	0.01	0.5	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.0245845000136	0	6	5			nonrandom	exhausted
intro_s0p010_af50	intro_s0p010_af50__rep004	4	intro_s0p010_af50__rep004	0.01	0.5	complete	complete					4	1179.8183824999687	1	4	3	0.605	17.0	nonrandom	complete
intro_s0p010_af50	intro_s0p010_af50__rep005	5	intro_s0p010_af50__rep005	0.01	0.5	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.0119636000309	1	7	5	0.935	0.0	nonrandom	exhausted
intro_s0p010_af50	intro_s0p010_af50__rep006	6	intro_s0p010_af50__rep006	0.01	0.5	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.093218399983	0	6	5			nonrandom	exhausted
intro_s0p010_af50	intro_s0p010_af50__rep007	7	intro_s0p010_af50__rep007	0.01	0.5	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.7451665999688	1	7	5	0.91	0.0	nonrandom	exhausted
intro_s0p010_af50	intro_s0p010_af50__rep008	8	intro_s0p010_af50__rep008	0.01	0.5	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.215946000022	1	7	5	0.93	0.0	nonrandom	exhausted
intro_s0p010_af50	intro_s0p010_af50__rep009	9	intro_s0p010_af50__rep009	0.01	0.5	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.247911300019	1	7	5	0.935	0.0	nonrandom	exhausted
intro_s0p010_af50	intro_s0p010_af50__rep010	10	intro_s0p010_af50__rep010	0.01	0.5	timed_out	not_simulated	SpecificationTimeout	SLiM conditioning exceeded the declared per-specification limit of 205.341 seconds			7	1800.063139299981	0	0	0			nonrandom	timed_out
intro_s0p010_af60	intro_s0p010_af60__rep001	1	intro_s0p010_af60__rep001	0.01	0.6	complete	complete					3	889.493223799971	1	3	2	0.745	5.0	nonrandom	complete
intro_s0p010_af60	intro_s0p010_af60__rep002	2	intro_s0p010_af60__rep002	0.01	0.6	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.0247913999883	1	7	5	0.945	0.0	nonrandom	exhausted
intro_s0p010_af60	intro_s0p010_af60__rep003	3	intro_s0p010_af60__rep003	0.01	0.6	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.0040316999475	2	8	5	0.94	0.0	nonrandom	exhausted
intro_s0p010_af60	intro_s0p010_af60__rep004	4	intro_s0p010_af60__rep004	0.01	0.6	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.3044465000094	1	7	5	0.875	0.0	nonrandom	exhausted
intro_s0p010_af60	intro_s0p010_af60__rep005	5	intro_s0p010_af60__rep005	0.01	0.6	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.8326785000136	2	8	5	0.9	0.0	nonrandom	exhausted
intro_s0p010_af60	intro_s0p010_af60__rep006	6	intro_s0p010_af60__rep006	0.01	0.6	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.0250973999937	1	7	5	0.93	1.0	nonrandom	exhausted
intro_s0p010_af60	intro_s0p010_af60__rep007	7	intro_s0p010_af60__rep007	0.01	0.6	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1801.8530263999746	2	8	5	0.95	0.0	nonrandom	exhausted
intro_s0p010_af60	intro_s0p010_af60__rep008	8	intro_s0p010_af60__rep008	0.01	0.6	complete	complete					1	147.9292323999689	1	1	0	0.885	2.0	nonrandom	complete
intro_s0p010_af60	intro_s0p010_af60__rep009	9	intro_s0p010_af60__rep009	0.01	0.6	complete	complete					2	550.4674185000476	1	2	1	0.895	2.0	nonrandom	complete
intro_s0p010_af60	intro_s0p010_af60__rep010	10	intro_s0p010_af60__rep010	0.01	0.6	timed_out	not_simulated	SpecificationTimeout	SLiM conditioning exceeded the declared per-specification limit of 207.385 seconds			7	1800.1081762000513	0	7	6			nonrandom	timed_out
intro_s0p010_af70	intro_s0p010_af70__rep001	1	intro_s0p010_af70__rep001	0.01	0.7	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.209995299956	0	6	5			nonrandom	exhausted
intro_s0p010_af70	intro_s0p010_af70__rep002	2	intro_s0p010_af70__rep002	0.01	0.7	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1803.3726879999958	0	6	5			nonrandom	exhausted
intro_s0p010_af70	intro_s0p010_af70__rep003	3	intro_s0p010_af70__rep003	0.01	0.7	complete	complete					1	130.83240469999146	1	1	0	0.935	3.0	nonrandom	complete
intro_s0p010_af70	intro_s0p010_af70__rep004	4	intro_s0p010_af70__rep004	0.01	0.7	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1801.7846704000112	1	7	5	0.9	1.0	nonrandom	exhausted
intro_s0p010_af70	intro_s0p010_af70__rep005	5	intro_s0p010_af70__rep005	0.01	0.7	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.1467052000262	1	7	5	0.925	0.0	nonrandom	exhausted
intro_s0p010_af70	intro_s0p010_af70__rep006	6	intro_s0p010_af70__rep006	0.01	0.7	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.088760299972	0	6	5			nonrandom	exhausted
intro_s0p010_af70	intro_s0p010_af70__rep007	7	intro_s0p010_af70__rep007	0.01	0.7	complete	complete					5	1461.3195042000007	2	6	4	0.76	7.0	nonrandom	complete
intro_s0p010_af70	intro_s0p010_af70__rep008	8	intro_s0p010_af70__rep008	0.01	0.7	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.049519199947	1	7	5	0.825	1.0	nonrandom	exhausted
