base_specification_id	selection_coefficient	target_allele_frequency	source	metric	expected_sweep_sign	target_replicates	accepted_replicates	decoded_replicates	n_observed_replicates	mean	median	sample_sd	q25	q75	iqr	bootstrap_mean_ci95_low	bootstrap_mean_ci95_high	bootstrap_draws	bootstrap_seed	expected_sign_count	expected_sign_rate	expected_sign_wilson95_low	expected_sign_wilson95_high	conditioning_missingness
intro_s0p001_af30	0.001	0.3	tree_truth	alt_minus_ref_normalized_cdf_auc	positive	10	10	10	10	0.15470105746024662	0.12390313852813856	0.12938984780993207	0.08416198475437606	0.1903024355877617	0.10614045083338564	0.08914971978323609	0.2385700773224295	5000	606901058	10	1.0	0.7224672001371107	0.9999999999999999	nonrandom
intro_s0p001_af30	0.001	0.3	tree_truth	alt_minus_ref_mean_tmrca_generations	negative	10	10	10	10	-21054.416664027092	-24177.99129114303	11995.913971884742	-27439.1744928519	-9114.392339781018	18324.782153070882	-28162.075547761015	-14442.440921915017	5000	309911325	10	1.0	0.7224672001371107	0.9999999999999999	nonrandom
intro_s0p001_af30	0.001	0.3	gamma_smc	alt_minus_ref_normalized_cdf_auc	positive	10	10	10	10	0.1163487667135588	0.12091412306660998	0.09396316894494695	0.041882048461499954	0.18079911154934875	0.1389170630878488	0.06104041361814704	0.16966869440509685	5000	2008835453	9	0.9	0.5958499732047615	0.9821237869049271	nonrandom
intro_s0p001_af30	0.001	0.3	gamma_smc	alt_minus_ref_mean_tmrca_generations	negative	10	10	10	10	-13597.4100879	-13859.8232995	4933.343880649154	-15427.106858750001	-13535.4712545	1891.635604250001	-16086.698381174998	-10307.082919875003	5000	57774068	10	1.0	0.7224672001371107	0.9999999999999999	nonrandom
intro_s0p001_af40	0.001	0.4	tree_truth	alt_minus_ref_normalized_cdf_auc	positive	10	8	8	8	0.09790300924657432	0.052122208931419466	0.14140897225613133	-0.0028382352941176137	0.20165550595238094	0.20449374124649855	0.011967310459994418	0.19501027629404646	5000	1034010460	6	0.75	0.40927543031016883	0.9285207872478909	nonrandom
intro_s0p001_af40	0.001	0.4	tree_truth	alt_minus_ref_mean_tmrca_generations	negative	10	8	8	8	-29833.836268824027	-32552.842206461944	13976.629158316831	-35204.046981952844	-21832.533270096	13371.513711856845	-38729.615780734064	-20820.425943210994	5000	1760401587	8	1.0	0.6755924351161198	1.0	nonrandom
intro_s0p001_af40	0.001	0.4	gamma_smc	alt_minus_ref_normalized_cdf_auc	positive	10	8	8	8	0.10530766993322438	0.07840461993548253	0.10973430225286478	0.03702874478359876	0.1948097584661012	0.15778101368250247	0.035781299070430116	0.17651372209057878	5000	372898455	6	0.75	0.40927543031016883	0.9285207872478909	nonrandom
intro_s0p001_af40	0.001	0.4	gamma_smc	alt_minus_ref_mean_tmrca_generations	negative	10	8	8	8	-15288.93013	-16105.570026999998	6402.686497610449	-20403.40485	-12127.386635249999	8276.01821475	-19110.224714725002	-11017.000359000001	5000	1868632969	8	1.0	0.6755924351161198	1.0	nonrandom
intro_s0p001_af50	0.001	0.5	tree_truth	alt_minus_ref_normalized_cdf_auc	positive	10	5	5	5	0.12490218119215375	0.13152702702702704	0.0899742158670093	0.06582692307692306	0.17600430416068868	0.11017738108376562	0.056856903965599594	0.1927506053305504	5000	1539509729	5	1.0	0.5655175352168251	1.0	nonrandom
intro_s0p001_af50	0.001	0.5	tree_truth	alt_minus_ref_mean_tmrca_generations	negative	10	5	5	5	-29866.105875081354	-24233.349575959903	29061.869441186842	-27481.854554085407	-16833.859428457457	10647.99512562795	-55489.683928388506	-10055.780159145937	5000	1235649896	5	1.0	0.5655175352168251	1.0	nonrandom
