source	position_0based	contrast_scope	alt_minus_ref_normalized_cdf_auc	alt_minus_ref_mean_tmrca_generations	alt_minus_ref_mean_tmrca_years	expected_sweep_sign_normalized_cdf_auc	expected_sweep_sign_mean_tmrca	base_specification_id	replicate_id	replicate_index	specification_id	selection_coefficient	target_allele_frequency
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.3721825396825398	-2187.539682539683	-54688.49206349207	positive	negative	intro_s0p005_af10	intro_s0p005_af10__rep007	7	intro_s0p005_af10__rep007	0.005	0.1
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.42588382197450003	8394.446277	209861.156925	positive	negative	intro_s0p005_af10	intro_s0p005_af10__rep007	7	intro_s0p005_af10__rep007	0.005	0.1
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.22436170212765955	-14723.234042553191	-368080.8510638298	positive	negative	intro_s0p005_af10	intro_s0p005_af10__rep008	8	intro_s0p005_af10__rep008	0.005	0.1
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.26098464130522114	-23254.060211	-581351.505275	positive	negative	intro_s0p005_af10	intro_s0p005_af10__rep008	8	intro_s0p005_af10__rep008	0.005	0.1
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.16806451612903228	-78888.39455154492	-1972209.863788623	positive	negative	intro_s0p005_af10	intro_s0p005_af10__rep009	9	intro_s0p005_af10__rep009	0.005	0.1
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.15161122661585	-16350.54398	-408763.5995	positive	negative	intro_s0p005_af10	intro_s0p005_af10__rep009	9	intro_s0p005_af10__rep009	0.005	0.1
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.1178	-113633.50064271582	-2840837.5160678956	positive	negative	intro_s0p005_af10	intro_s0p005_af10__rep010	10	intro_s0p005_af10__rep010	0.005	0.1
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.34936313381485	-36668.807183	-916720.179575	positive	negative	intro_s0p005_af10	intro_s0p005_af10__rep010	10	intro_s0p005_af10__rep010	0.005	0.1
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.12241176470588236	-16157.803921568626	-403945.09803921566	positive	negative	intro_s0p005_af20	intro_s0p005_af20__rep001	1	intro_s0p005_af20__rep001	0.005	0.2
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.09703590644928402	-6720.08684	-168002.171	positive	negative	intro_s0p005_af20	intro_s0p005_af20__rep001	1	intro_s0p005_af20__rep001	0.005	0.2
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.20824074074074073	-32083.858869477484	-802096.4717369371	positive	negative	intro_s0p005_af20	intro_s0p005_af20__rep002	2	intro_s0p005_af20__rep002	0.005	0.2
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.15264337785469997	-9564.82413	-239120.60325000001	positive	negative	intro_s0p005_af20	intro_s0p005_af20__rep002	2	intro_s0p005_af20__rep002	0.005	0.2
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.23664179104477612	-33614.2228196026	-840355.5704900649	positive	negative	intro_s0p005_af20	intro_s0p005_af20__rep003	3	intro_s0p005_af20__rep003	0.005	0.2
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.307705580558375	-26443.841272	-661096.0318	positive	negative	intro_s0p005_af20	intro_s0p005_af20__rep003	3	intro_s0p005_af20__rep003	0.005	0.2
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.18712374581939803	-13445.170813097036	-336129.2703274259	positive	negative	intro_s0p005_af20	intro_s0p005_af20__rep004	4	intro_s0p005_af20__rep004	0.005	0.2
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.31424753159138	-17072.847661	-426821.191525	positive	negative	intro_s0p005_af20	intro_s0p005_af20__rep004	4	intro_s0p005_af20__rep004	0.005	0.2
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.5740449438202248	1374.494382022472	34362.3595505618	positive	negative	intro_s0p005_af20	intro_s0p005_af20__rep005	5	intro_s0p005_af20__rep005	0.005	0.2
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.5997874422950049	6192.6436219	154816.0905475	positive	negative	intro_s0p005_af20	intro_s0p005_af20__rep005	5	intro_s0p005_af20__rep005	0.005	0.2
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.17634502923976608	-18466.578978529713	-461664.4744632428	positive	negative	intro_s0p005_af20	intro_s0p005_af20__rep006	6	intro_s0p005_af20__rep006	0.005	0.2
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.32654067574268547	-31350.142525000003	-783753.5631250001	positive	negative	intro_s0p005_af20	intro_s0p005_af20__rep006	6	intro_s0p005_af20__rep006	0.005	0.2
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.205	-71335.79569016596	-1783394.892254149	positive	negative	intro_s0p005_af20	intro_s0p005_af20__rep007	7	intro_s0p005_af20__rep007	0.005	0.2
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.30073332714142564	-34585.330938	-864633.27345	positive	negative	intro_s0p005_af20	intro_s0p005_af20__rep007	7	intro_s0p005_af20__rep007	0.005	0.2
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.005903361344537811	-24826.383036613497	-620659.5759153374	positive	negative	intro_s0p005_af20	intro_s0p005_af20__rep008	8	intro_s0p005_af20__rep008	0.005	0.2
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.00032662878368000525	-8815.853922	-220396.34805	positive	negative	intro_s0p005_af20	intro_s0p005_af20__rep008	8	intro_s0p005_af20__rep008	0.005	0.2
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.3301960784313726	-21887.24052751425	-547181.0131878562	positive	negative	intro_s0p005_af20	intro_s0p005_af20__rep009	9	intro_s0p005_af20__rep009	0.005	0.2
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.24249123594674996	-21038.953883	-525973.8470749999	positive	negative	intro_s0p005_af20	intro_s0p005_af20__rep009	9	intro_s0p005_af20__rep009	0.005	0.2
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.4023024316109423	-41832.22721978474	-1045805.6804946185	positive	negative	intro_s0p005_af20	intro_s0p005_af20__rep010	10	intro_s0p005_af20__rep010	0.005	0.2
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.3412618198128501	-18648.265564	-466206.63910000003	positive	negative	intro_s0p005_af20	intro_s0p005_af20__rep010	10	intro_s0p005_af20__rep010	0.005	0.2
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.15822784810126578	-979.1139240506329	-24477.848101265823	positive	negative	intro_s0p005_af30	intro_s0p005_af30__rep001	1	intro_s0p005_af30__rep001	0.005	0.3
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.2589721543466012	-2985.9605169999995	-74649.01292499999	positive	negative	intro_s0p005_af30	intro_s0p005_af30__rep001	1	intro_s0p005_af30__rep001	0.005	0.3
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.10847402597402597	-294.4805194805199	-7362.012987012997	positive	negative	intro_s0p005_af30	intro_s0p005_af30__rep002	2	intro_s0p005_af30__rep002	0.005	0.3
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.02364060259065004	4973.249328	124331.2332	positive	negative	intro_s0p005_af30	intro_s0p005_af30__rep002	2	intro_s0p005_af30__rep002	0.005	0.3
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.09473684210526316	-25897.52136649369	-647438.0341623422	positive	negative	intro_s0p005_af30	intro_s0p005_af30__rep003	3	intro_s0p005_af30__rep003	0.005	0.3
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.11946099804834501	-12020.014290000001	-300500.35725	positive	negative	intro_s0p005_af30	intro_s0p005_af30__rep003	3	intro_s0p005_af30__rep003	0.005	0.3
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.2144444444444444	-1406.8253968253964	-35170.63492063491	positive	negative	intro_s0p005_af30	intro_s0p005_af30__rep004	4	intro_s0p005_af30__rep004	0.005	0.3
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.3882873466118435	-4506.703792	-112667.5948	positive	negative	intro_s0p005_af30	intro_s0p005_af30__rep004	4	intro_s0p005_af30__rep004	0.005	0.3
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.5438235294117647	-2257.0	-56425.0	positive	negative	intro_s0p005_af30	intro_s0p005_af30__rep005	5	intro_s0p005_af30__rep005	0.005	0.3
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.486898622726642	-23725.845973	-593146.149325	positive	negative	intro_s0p005_af30	intro_s0p005_af30__rep005	5	intro_s0p005_af30__rep005	0.005	0.3
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.06811594202898544	-26166.945139946743	-654173.6284986685	positive	negative	intro_s0p005_af30	intro_s0p005_af30__rep006	6	intro_s0p005_af30__rep006	0.005	0.3
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.09933832667490003	-13179.47804	-329486.951	positive	negative	intro_s0p005_af30	intro_s0p005_af30__rep006	6	intro_s0p005_af30__rep006	0.005	0.3
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.3588709677419355	-13273.942364025683	-331848.55910064204	positive	negative	intro_s0p005_af30	intro_s0p005_af30__rep007	7	intro_s0p005_af30__rep007	0.005	0.3
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.2560051331533	-9556.414378000001	-238910.35945000005	positive	negative	intro_s0p005_af30	intro_s0p005_af30__rep007	7	intro_s0p005_af30__rep007	0.005	0.3
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.2815476190476191	-21828.35545747236	-545708.886436809	positive	negative	intro_s0p005_af30	intro_s0p005_af30__rep008	8	intro_s0p005_af30__rep008	0.005	0.3
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.06047361738908996	-24226.456708	-605661.4177	positive	negative	intro_s0p005_af30	intro_s0p005_af30__rep008	8	intro_s0p005_af30__rep008	0.005	0.3
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.24250000000000005	413.9655172413793	10349.137931034482	positive	negative	intro_s0p005_af30	intro_s0p005_af30__rep009	9	intro_s0p005_af30__rep009	0.005	0.3
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.15506164727795002	4326.722286	108168.05715000001	positive	negative	intro_s0p005_af30	intro_s0p005_af30__rep009	9	intro_s0p005_af30__rep009	0.005	0.3
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.17252380952380952	-61411.92130042434	-1535298.0325106087	positive	negative	intro_s0p005_af30	intro_s0p005_af30__rep010	10	intro_s0p005_af30__rep010	0.005	0.3
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.06028321558011997	-11451.83973	-286295.99325	positive	negative	intro_s0p005_af30	intro_s0p005_af30__rep010	10	intro_s0p005_af30__rep010	0.005	0.3
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.06636363636363637	-2870.4646464646466	-71761.61616161617	positive	negative	intro_s0p005_af40	intro_s0p005_af40__rep001	1	intro_s0p005_af40__rep001	0.005	0.4
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.021666294507514977	2100.4473099999996	52511.18274999999	positive	negative	intro_s0p005_af40	intro_s0p005_af40__rep001	1	intro_s0p005_af40__rep001	0.005	0.4
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.03772300469483569	-26902.356813686652	-672558.9203421663	positive	negative	intro_s0p005_af40	intro_s0p005_af40__rep002	2	intro_s0p005_af40__rep002	0.005	0.4
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.17764129988599997	-20619.839637	-515495.99092500005	positive	negative	intro_s0p005_af40	intro_s0p005_af40__rep002	2	intro_s0p005_af40__rep002	0.005	0.4
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.3468243243243243	-65997.5668219919	-1649939.1705497976	positive	negative	intro_s0p005_af40	intro_s0p005_af40__rep003	3	intro_s0p005_af40__rep003	0.005	0.4
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.32221778802275	-38316.454037999996	-957911.3509499999	positive	negative	intro_s0p005_af40	intro_s0p005_af40__rep003	3	intro_s0p005_af40__rep003	0.005	0.4
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.42	-78700.91412457082	-1967522.8531142704	positive	negative	intro_s0p005_af40	intro_s0p005_af40__rep004	4	intro_s0p005_af40__rep004	0.005	0.4
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.34337313270835	-32716.122853000004	-817903.0713250001	positive	negative	intro_s0p005_af40	intro_s0p005_af40__rep004	4	intro_s0p005_af40__rep004	0.005	0.4
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.0008487394957983063	-34635.47884824615	-865886.9712061537	positive	negative	intro_s0p005_af40	intro_s0p005_af40__rep005	5	intro_s0p005_af40__rep005	0.005	0.4
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.0534583104357	-5248.837769999998	-131220.94424999994	positive	negative	intro_s0p005_af40	intro_s0p005_af40__rep005	5	intro_s0p005_af40__rep005	0.005	0.4
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.3222222222222222	-28200.976096263093	-705024.4024065774	positive	negative	intro_s0p005_af40	intro_s0p005_af40__rep006	6	intro_s0p005_af40__rep006	0.005	0.4
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.22714673704786995	-19042.224899	-476055.62247500004	positive	negative	intro_s0p005_af40	intro_s0p005_af40__rep006	6	intro_s0p005_af40__rep006	0.005	0.4
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.08212328767123284	-438.7214611872146	-10968.036529680365	positive	negative	intro_s0p005_af40	intro_s0p005_af40__rep007	7	intro_s0p005_af40__rep007	0.005	0.4
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.16735504337725002	-1218.1799469999996	-30454.49867499999	positive	negative	intro_s0p005_af40	intro_s0p005_af40__rep007	7	intro_s0p005_af40__rep007	0.005	0.4
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.16312222222222222	-19087.461964581275	-477186.54911453184	positive	negative	intro_s0p005_af40	intro_s0p005_af40__rep008	8	intro_s0p005_af40__rep008	0.005	0.4
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.11050852960933498	-11601.039380000002	-290025.9845	positive	negative	intro_s0p005_af40	intro_s0p005_af40__rep008	8	intro_s0p005_af40__rep008	0.005	0.4
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.13594936708860755	-398.69198312236267	-9967.299578059066	positive	negative	intro_s0p005_af40	intro_s0p005_af40__rep009	9	intro_s0p005_af40__rep009	0.005	0.4
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.11098354857990003	-4590.5211469999995	-114763.02867499998	positive	negative	intro_s0p005_af40	intro_s0p005_af40__rep009	9	intro_s0p005_af40__rep009	0.005	0.4
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.2096785714285715	-61798.73889245797	-1544968.4723114492	positive	negative	intro_s0p005_af40	intro_s0p005_af40__rep010	10	intro_s0p005_af40__rep010	0.005	0.4
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.09313464882510003	-71.06803000000036	-1776.700750000009	positive	negative	intro_s0p005_af40	intro_s0p005_af40__rep010	10	intro_s0p005_af40__rep010	0.005	0.4
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.07047049441786286	-17251.64274322169	-431291.0685805423	positive	negative	intro_s0p005_af50	intro_s0p005_af50__rep001	1	intro_s0p005_af50__rep001	0.005	0.5
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.14141168763524503	-21202.603477	-530065.0869250001	positive	negative	intro_s0p005_af50	intro_s0p005_af50__rep001	1	intro_s0p005_af50__rep001	0.005	0.5
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.17871158392434988	-20602.392200240072	-515059.8050060018	positive	negative	intro_s0p005_af50	intro_s0p005_af50__rep002	2	intro_s0p005_af50__rep002	0.005	0.5
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.16025470373895	-20665.474113000004	-516636.85282500007	positive	negative	intro_s0p005_af50	intro_s0p005_af50__rep002	2	intro_s0p005_af50__rep002	0.005	0.5
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.053018181818181825	-59779.16104992678	-1494479.0262481694	positive	negative	intro_s0p005_af50	intro_s0p005_af50__rep003	3	intro_s0p005_af50__rep003	0.005	0.5
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.07459798219211501	-23853.686734999996	-596342.1683749999	positive	negative	intro_s0p005_af50	intro_s0p005_af50__rep003	3	intro_s0p005_af50__rep003	0.005	0.5
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.18700255102040814	-22336.297625811814	-558407.4406452953	positive	negative	intro_s0p005_af50	intro_s0p005_af50__rep004	4	intro_s0p005_af50__rep004	0.005	0.5
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.14182415557195	-20298.14703	-507453.67575	positive	negative	intro_s0p005_af50	intro_s0p005_af50__rep004	4	intro_s0p005_af50__rep004	0.005	0.5
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.016686991869918733	-52000.78415756725	-1300019.6039391812	positive	negative	intro_s0p005_af50	intro_s0p005_af50__rep005	5	intro_s0p005_af50__rep005	0.005	0.5
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.20915850816694997	-27205.63536	-680140.884	positive	negative	intro_s0p005_af50	intro_s0p005_af50__rep005	5	intro_s0p005_af50__rep005	0.005	0.5
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.186953125	-48088.20591374478	-1202205.1478436196	positive	negative	intro_s0p005_af50	intro_s0p005_af50__rep006	6	intro_s0p005_af50__rep006	0.005	0.5
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.2680794323531	-26110.486022	-652762.15055	positive	negative	intro_s0p005_af50	intro_s0p005_af50__rep006	6	intro_s0p005_af50__rep006	0.005	0.5
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.09332499999999999	-35733.88182325324	-893347.0455813311	positive	negative	intro_s0p005_af50	intro_s0p005_af50__rep007	7	intro_s0p005_af50__rep007	0.005	0.5
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.18227765157725	-5947.72293	-148693.07325	positive	negative	intro_s0p005_af50	intro_s0p005_af50__rep007	7	intro_s0p005_af50__rep007	0.005	0.5
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.14052272727272724	-67193.3896788495	-1679834.7419712376	positive	negative	intro_s0p005_af50	intro_s0p005_af50__rep008	8	intro_s0p005_af50__rep008	0.005	0.5
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.07707355256840001	-26846.538084999996	-671163.452125	positive	negative	intro_s0p005_af50	intro_s0p005_af50__rep008	8	intro_s0p005_af50__rep008	0.005	0.5
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.2061931818181818	-7364.188311688311	-184104.70779220777	positive	negative	intro_s0p005_af50	intro_s0p005_af50__rep009	9	intro_s0p005_af50__rep009	0.005	0.5
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.07692445665820999	-7994.733458000001	-199868.33645	positive	negative	intro_s0p005_af50	intro_s0p005_af50__rep009	9	intro_s0p005_af50__rep009	0.005	0.5
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.05800204918032781	-29742.007025453124	-743550.1756363281	positive	negative	intro_s0p005_af50	intro_s0p005_af50__rep010	10	intro_s0p005_af50__rep010	0.005	0.5
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.11380804757909999	-15976.715418	-399417.88545	positive	negative	intro_s0p005_af50	intro_s0p005_af50__rep010	10	intro_s0p005_af50__rep010	0.005	0.5
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.2174011299435028	310.90395480225993	7772.5988700564985	positive	negative	intro_s0p005_af60	intro_s0p005_af60__rep001	1	intro_s0p005_af60__rep001	0.005	0.6
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.17397718146331503	4976.530974	124413.27435	positive	negative	intro_s0p005_af60	intro_s0p005_af60__rep001	1	intro_s0p005_af60__rep001	0.005	0.6
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.24193333333333328	-55409.615503983296	-1385240.3875995823	positive	negative	intro_s0p005_af60	intro_s0p005_af60__rep002	2	intro_s0p005_af60__rep002	0.005	0.6
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.4446767326037	-37137.282391	-928432.059775	positive	negative	intro_s0p005_af60	intro_s0p005_af60__rep002	2	intro_s0p005_af60__rep002	0.005	0.6
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.04788461538461537	-937.6282051282053	-23440.705128205132	positive	negative	intro_s0p005_af60	intro_s0p005_af60__rep003	3	intro_s0p005_af60__rep003	0.005	0.6
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.092783876795205	-7420.360782	-185509.01955	positive	negative	intro_s0p005_af60	intro_s0p005_af60__rep003	3	intro_s0p005_af60__rep003	0.005	0.6
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.1542253521126761	-9314.507042253521	-232862.676056338	positive	negative	intro_s0p005_af60	intro_s0p005_af60__rep004	4	intro_s0p005_af60__rep004	0.005	0.6
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.2718670035961251	-328.61253000000033	-8215.313250000008	positive	negative	intro_s0p005_af60	intro_s0p005_af60__rep004	4	intro_s0p005_af60__rep004	0.005	0.6
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.2962264150943396	-44394.24544832069	-1109856.1362080171	positive	negative	intro_s0p005_af60	intro_s0p005_af60__rep005	5	intro_s0p005_af60__rep005	0.005	0.6
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.2840292844758	-31118.678174	-777966.95435	positive	negative	intro_s0p005_af60	intro_s0p005_af60__rep005	5	intro_s0p005_af60__rep005	0.005	0.6
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.39900497512437816	951.8407960199005	23796.01990049751	positive	negative	intro_s0p005_af60	intro_s0p005_af60__rep006	6	intro_s0p005_af60__rep006	0.005	0.6
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.2998344655623999	15851.755283999999	396293.8821	positive	negative	intro_s0p005_af60	intro_s0p005_af60__rep006	6	intro_s0p005_af60__rep006	0.005	0.6
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.025564516129032266	-3318.3064516129034	-82957.66129032259	positive	negative	intro_s0p005_af60	intro_s0p005_af60__rep007	7	intro_s0p005_af60__rep007	0.005	0.6
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.09901765409214999	-9627.740142	-240693.50355000002	positive	negative	intro_s0p005_af60	intro_s0p005_af60__rep007	7	intro_s0p005_af60__rep007	0.005	0.6
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.0581673728813559	-14026.356831476873	-350658.9207869218	positive	negative	intro_s0p005_af60	intro_s0p005_af60__rep008	8	intro_s0p005_af60__rep008	0.005	0.6
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.08123613380325001	-3008.7457909999994	-75218.64477499998	positive	negative	intro_s0p005_af60	intro_s0p005_af60__rep008	8	intro_s0p005_af60__rep008	0.005	0.6
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.08827586206896557	-23704.852430817955	-592621.3107704489	positive	negative	intro_s0p005_af60	intro_s0p005_af60__rep009	9	intro_s0p005_af60__rep009	0.005	0.6
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.07175424550204995	-6348.068429999999	-158701.71074999997	positive	negative	intro_s0p005_af60	intro_s0p005_af60__rep009	9	intro_s0p005_af60__rep009	0.005	0.6
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.36630952380952386	-5755.8928478175985	-143897.32119543996	positive	negative	intro_s0p005_af60	intro_s0p005_af60__rep010	10	intro_s0p005_af60__rep010	0.005	0.6
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.4047430586005797	-8908.626736	-222715.6684	positive	negative	intro_s0p005_af60	intro_s0p005_af60__rep010	10	intro_s0p005_af60__rep010	0.005	0.6
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.2826543209876543	-8554.135802469136	-213853.3950617284	positive	negative	intro_s0p005_af70	intro_s0p005_af70__rep001	1	intro_s0p005_af70__rep001	0.005	0.7
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.2994276358025941	-13603.527363000001	-340088.184075	positive	negative	intro_s0p005_af70	intro_s0p005_af70__rep001	1	intro_s0p005_af70__rep001	0.005	0.7
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.07437810945273626	-2504.154228855721	-62603.85572139303	positive	negative	intro_s0p005_af70	intro_s0p005_af70__rep002	2	intro_s0p005_af70__rep002	0.005	0.7
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.13064438762748407	-4892.0969000000005	-122302.42250000002	positive	negative	intro_s0p005_af70	intro_s0p005_af70__rep002	2	intro_s0p005_af70__rep002	0.005	0.7
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.48060810810810817	1083.6486486486488	27091.21621621622	positive	negative	intro_s0p005_af70	intro_s0p005_af70__rep003	3	intro_s0p005_af70__rep003	0.005	0.7
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.41109915358100013	2964.4607611	74111.5190275	positive	negative	intro_s0p005_af70	intro_s0p005_af70__rep003	3	intro_s0p005_af70__rep003	0.005	0.7
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.1737070707070707	-21309.95926475964	-532748.981618991	positive	negative	intro_s0p005_af70	intro_s0p005_af70__rep004	4	intro_s0p005_af70__rep004	0.005	0.7
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.237374119735638	-8858.053875000001	-221451.34687500005	positive	negative	intro_s0p005_af70	intro_s0p005_af70__rep004	4	intro_s0p005_af70__rep004	0.005	0.7
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.15640625	-5960.625	-149015.625	positive	negative	intro_s0p005_af70	intro_s0p005_af70__rep005	5	intro_s0p005_af70__rep005	0.005	0.7
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.30004819558025436	-14553.132966000001	-363828.32415	positive	negative	intro_s0p005_af70	intro_s0p005_af70__rep005	5	intro_s0p005_af70__rep005	0.005	0.7
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.002623188405797061	-27824.38409947703	-695609.6024869257	positive	negative	intro_s0p005_af70	intro_s0p005_af70__rep006	6	intro_s0p005_af70__rep006	0.005	0.7
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.22164417195849997	-37067.582544000004	-926689.5636000001	positive	negative	intro_s0p005_af70	intro_s0p005_af70__rep006	6	intro_s0p005_af70__rep006	0.005	0.7
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.6609	1394.7333333333331	34868.33333333333	positive	negative	intro_s0p005_af70	intro_s0p005_af70__rep007	7	intro_s0p005_af70__rep007	0.005	0.7
