source	position_0based	contrast_scope	alt_minus_ref_normalized_cdf_auc	alt_minus_ref_mean_tmrca_generations	alt_minus_ref_mean_tmrca_years	expected_sweep_sign_normalized_cdf_auc	expected_sweep_sign_mean_tmrca	base_specification_id	replicate_id	replicate_index	specification_id	selection_coefficient	target_allele_frequency
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.2515587859380501	4191.436377	104785.909425	positive	negative	intro_s0p005_af70	intro_s0p005_af70__rep007	7	intro_s0p005_af70__rep007	0.005	0.7
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.3950909090909091	-36423.7270844494	-910593.177111235	positive	negative	intro_s0p005_af70	intro_s0p005_af70__rep008	8	intro_s0p005_af70__rep008	0.005	0.7
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.19495959628050005	-19328.997443	-483224.936075	positive	negative	intro_s0p005_af70	intro_s0p005_af70__rep008	8	intro_s0p005_af70__rep008	0.005	0.7
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.2306875	-17854.812534932287	-446370.3133733072	positive	negative	intro_s0p005_af70	intro_s0p005_af70__rep009	9	intro_s0p005_af70__rep009	0.005	0.7
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.30328069550517417	-25834.234983000002	-645855.874575	positive	negative	intro_s0p005_af70	intro_s0p005_af70__rep009	9	intro_s0p005_af70__rep009	0.005	0.7
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.1585714285714286	-6591.752021563342	-164793.80053908355	positive	negative	intro_s0p005_af70	intro_s0p005_af70__rep010	10	intro_s0p005_af70__rep010	0.005	0.7
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.10257106891527995	-5306.096701999999	-132652.41754999998	positive	negative	intro_s0p005_af70	intro_s0p005_af70__rep010	10	intro_s0p005_af70__rep010	0.005	0.7
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.30511494252873567	897.183908045977	22429.597701149425	positive	negative	intro_s0p005_af80	intro_s0p005_af80__rep001	1	intro_s0p005_af80__rep001	0.005	0.8
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.3093282538217751	8083.710274000001	202092.75685000003	positive	negative	intro_s0p005_af80	intro_s0p005_af80__rep001	1	intro_s0p005_af80__rep001	0.005	0.8
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.21422535211267604	-25213.661971830985	-630341.5492957747	positive	negative	intro_s0p005_af80	intro_s0p005_af80__rep002	2	intro_s0p005_af80__rep002	0.005	0.8
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.21746626281585	-27009.55656	-675238.914	positive	negative	intro_s0p005_af80	intro_s0p005_af80__rep002	2	intro_s0p005_af80__rep002	0.005	0.8
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.4894666666666666	1082.1333333333334	27053.333333333336	positive	negative	intro_s0p005_af80	intro_s0p005_af80__rep003	3	intro_s0p005_af80__rep003	0.005	0.8
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.5957697040086551	10829.514473399999	270737.861835	positive	negative	intro_s0p005_af80	intro_s0p005_af80__rep003	3	intro_s0p005_af80__rep003	0.005	0.8
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.23022058823529407	-32555.107531466147	-813877.6882866537	positive	negative	intro_s0p005_af80	intro_s0p005_af80__rep004	4	intro_s0p005_af80__rep004	0.005	0.8
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.24897495576677428	-16582.247512	-414556.1878000001	positive	negative	intro_s0p005_af80	intro_s0p005_af80__rep004	4	intro_s0p005_af80__rep004	0.005	0.8
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.14985507246376814	-33350.528671792454	-833763.2167948113	positive	negative	intro_s0p005_af80	intro_s0p005_af80__rep005	5	intro_s0p005_af80__rep005	0.005	0.8
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.054492093886799986	-18687.71807	-467192.95174999995	positive	negative	intro_s0p005_af80	intro_s0p005_af80__rep005	5	intro_s0p005_af80__rep005	0.005	0.8
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.12404761904761903	-610.8333333333333	-15270.833333333332	positive	negative	intro_s0p005_af80	intro_s0p005_af80__rep006	6	intro_s0p005_af80__rep006	0.005	0.8
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.16409860340489688	398.785530000001	9969.638250000025	positive	negative	intro_s0p005_af80	intro_s0p005_af80__rep006	6	intro_s0p005_af80__rep006	0.005	0.8
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.20181818181818184	-6055.30303030303	-151382.57575757575	positive	negative	intro_s0p005_af80	intro_s0p005_af80__rep007	7	intro_s0p005_af80__rep007	0.005	0.8
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.25811706233299003	-11271.059545999999	-281776.48864999996	positive	negative	intro_s0p005_af80	intro_s0p005_af80__rep007	7	intro_s0p005_af80__rep007	0.005	0.8
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.3175704225352113	-65590.15898023307	-1639753.9745058268	positive	negative	intro_s0p005_af80	intro_s0p005_af80__rep008	8	intro_s0p005_af80__rep008	0.005	0.8
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.33166219989786994	-18882.93118	-472073.2795	positive	negative	intro_s0p005_af80	intro_s0p005_af80__rep008	8	intro_s0p005_af80__rep008	0.005	0.8
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.21712121212121208	-34914.089972644775	-872852.2493161194	positive	negative	intro_s0p005_af80	intro_s0p005_af80__rep009	9	intro_s0p005_af80__rep009	0.005	0.8
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.1784176006193685	-6374.781819999998	-159369.54549999995	positive	negative	intro_s0p005_af80	intro_s0p005_af80__rep009	9	intro_s0p005_af80__rep009	0.005	0.8
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.16734375	-51864.8441134688	-1296621.10283672	positive	negative	intro_s0p005_af80	intro_s0p005_af80__rep010	10	intro_s0p005_af80__rep010	0.005	0.8
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.3647696691587698	-24988.993087000003	-624724.8271750001	positive	negative	intro_s0p005_af80	intro_s0p005_af80__rep010	10	intro_s0p005_af80__rep010	0.005	0.8
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.3544540229885058	396.2643678160921	9906.609195402303	positive	negative	intro_s0p005_af90	intro_s0p005_af90__rep004	4	intro_s0p005_af90__rep004	0.005	0.9
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.33944153955709	13745.763976	343644.0994	positive	negative	intro_s0p005_af90	intro_s0p005_af90__rep004	4	intro_s0p005_af90__rep004	0.005	0.9
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.8016071428571429	1706.547619047619	42663.69047619047	positive	negative	intro_s0p005_af90	intro_s0p005_af90__rep006	6	intro_s0p005_af90__rep006	0.005	0.9
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.7008186176319998	4180.05096385	104501.27409625	positive	negative	intro_s0p005_af90	intro_s0p005_af90__rep006	6	intro_s0p005_af90__rep006	0.005	0.9
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.2506395348837209	-33719.33861042615	-842983.4652606538	positive	negative	intro_s0p005_af90	intro_s0p005_af90__rep008	8	intro_s0p005_af90__rep008	0.005	0.9
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.00017922928400004867	-15691.102612000002	-392277.5653000001	positive	negative	intro_s0p005_af90	intro_s0p005_af90__rep008	8	intro_s0p005_af90__rep008	0.005	0.9
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.32101648351648354	268.2967032967035	6707.417582417588	positive	negative	intro_s0p005_af90	intro_s0p005_af90__rep009	9	intro_s0p005_af90__rep009	0.005	0.9
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.157710264842655	-15414.729393	-385368.234825	positive	negative	intro_s0p005_af90	intro_s0p005_af90__rep009	9	intro_s0p005_af90__rep009	0.005	0.9
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.30585294117647055	-11032.764705882353	-275819.11764705885	positive	negative	intro_s0p010_af10	intro_s0p010_af10__rep001	1	intro_s0p010_af10__rep001	0.01	0.1
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.14874208510069997	-12765.887591	-319147.18977500004	positive	negative	intro_s0p010_af10	intro_s0p010_af10__rep001	1	intro_s0p010_af10__rep001	0.01	0.1
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.6947794117647059	-37499.016360377034	-937475.4090094259	positive	negative	intro_s0p010_af10	intro_s0p010_af10__rep008	8	intro_s0p010_af10__rep008	0.01	0.1
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.5783465157928779	-35898.624313	-897465.607825	positive	negative	intro_s0p010_af10	intro_s0p010_af10__rep008	8	intro_s0p010_af10__rep008	0.01	0.1
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.3818292682926829	-49296.50543363471	-1232412.6358408676	positive	negative	intro_s0p010_af10	intro_s0p010_af10__rep009	9	intro_s0p010_af10__rep009	0.01	0.1
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.6468995311357499	-33905.8325612	-847645.8140299999	positive	negative	intro_s0p010_af10	intro_s0p010_af10__rep009	9	intro_s0p010_af10__rep009	0.01	0.1
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.4406346153846154	-9863.795307988808	-246594.8826997202	positive	negative	intro_s0p010_af20	intro_s0p010_af20__rep001	1	intro_s0p010_af20__rep001	0.01	0.2
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.32175465566935	-17432.039867	-435800.996675	positive	negative	intro_s0p010_af20	intro_s0p010_af20__rep001	1	intro_s0p010_af20__rep001	0.01	0.2
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.008536585365853722	-32012.513372520207	-800312.8343130052	positive	negative	intro_s0p010_af20	intro_s0p010_af20__rep006	6	intro_s0p010_af20__rep006	0.01	0.2
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.09778027537679995	-15082.356657999999	-377058.91644999996	positive	negative	intro_s0p010_af20	intro_s0p010_af20__rep006	6	intro_s0p010_af20__rep006	0.01	0.2
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.22214912280701754	84.16666666666674	2104.166666666669	positive	negative	intro_s0p010_af20	intro_s0p010_af20__rep009	9	intro_s0p010_af20__rep009	0.01	0.2
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.07310177193434997	-257.82265400000006	-6445.566350000001	positive	negative	intro_s0p010_af20	intro_s0p010_af20__rep009	9	intro_s0p010_af20__rep009	0.01	0.2
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.1444242424242424	-2996.0	-74900.0	positive	negative	intro_s0p010_af30	intro_s0p010_af30__rep003	3	intro_s0p010_af30__rep003	0.01	0.3
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.07074557357635	-5282.333119999999	-132058.32799999998	positive	negative	intro_s0p010_af30	intro_s0p010_af30__rep003	3	intro_s0p010_af30__rep003	0.01	0.3
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.6121428571428571	-28233.14468989863	-705828.6172474658	positive	negative	intro_s0p010_af30	intro_s0p010_af30__rep004	4	intro_s0p010_af30__rep004	0.01	0.3
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.48875192695954534	-23664.998412	-591624.9603	positive	negative	intro_s0p010_af30	intro_s0p010_af30__rep004	4	intro_s0p010_af30__rep004	0.01	0.3
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.34298507462686567	-1476.4925373134329	-36912.31343283582	positive	negative	intro_s0p010_af30	intro_s0p010_af30__rep005	5	intro_s0p010_af30__rep005	0.01	0.3
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.007548859179250023	2652.535441	66313.386025	positive	negative	intro_s0p010_af30	intro_s0p010_af30__rep005	5	intro_s0p010_af30__rep005	0.01	0.3
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.113525641025641	-5112.948717948718	-127823.71794871794	positive	negative	intro_s0p010_af30	intro_s0p010_af30__rep006	6	intro_s0p010_af30__rep006	0.01	0.3
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.09476033783486507	-9441.594025	-236039.85062500002	positive	negative	intro_s0p010_af30	intro_s0p010_af30__rep006	6	intro_s0p010_af30__rep006	0.01	0.3
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.43469230769230766	-31169.62965100208	-779240.741275052	positive	negative	intro_s0p010_af30	intro_s0p010_af30__rep010	10	intro_s0p010_af30__rep010	0.01	0.3
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.37915925874095	-28263.846277	-706596.156925	positive	negative	intro_s0p010_af30	intro_s0p010_af30__rep010	10	intro_s0p010_af30__rep010	0.01	0.3
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.44507142857142856	-21964.095718886685	-549102.3929721671	positive	negative	intro_s0p010_af40	intro_s0p010_af40__rep002	2	intro_s0p010_af40__rep002	0.01	0.4
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.4025922025899048	-12090.71286	-302267.82149999996	positive	negative	intro_s0p010_af40	intro_s0p010_af40__rep002	2	intro_s0p010_af40__rep002	0.01	0.4
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.3394375	605.75	15143.75	positive	negative	intro_s0p010_af40	intro_s0p010_af40__rep004	4	intro_s0p010_af40__rep004	0.01	0.4
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.11787240750840011	-8622.670252	-215566.7563	positive	negative	intro_s0p010_af40	intro_s0p010_af40__rep004	4	intro_s0p010_af40__rep004	0.01	0.4
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.31285714285714283	-19041.58951659741	-476039.7379149353	positive	negative	intro_s0p010_af40	intro_s0p010_af40__rep007	7	intro_s0p010_af40__rep007	0.01	0.4
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.2095262610004	-14783.842879999998	-369596.072	positive	negative	intro_s0p010_af40	intro_s0p010_af40__rep007	7	intro_s0p010_af40__rep007	0.01	0.4
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.44067164179104473	-30060.12264758222	-751503.0661895555	positive	negative	intro_s0p010_af40	intro_s0p010_af40__rep010	10	intro_s0p010_af40__rep010	0.01	0.4
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.23219634803437048	-15312.876949000001	-382821.92372500006	positive	negative	intro_s0p010_af40	intro_s0p010_af40__rep010	10	intro_s0p010_af40__rep010	0.01	0.4
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.5172445820433437	-6776.0526315789475	-169401.31578947368	positive	negative	intro_s0p010_af50	intro_s0p010_af50__rep004	4	intro_s0p010_af50__rep004	0.01	0.5
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.1616096214485	-8600.622702	-215015.56755	positive	negative	intro_s0p010_af50	intro_s0p010_af50__rep004	4	intro_s0p010_af50__rep004	0.01	0.5
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.44611111111111107	-10176.056156969516	-254401.4039242379	positive	negative	intro_s0p010_af60	intro_s0p010_af60__rep001	1	intro_s0p010_af60__rep001	0.01	0.6
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.367327341001208	-11949.501476000001	-298737.5369	positive	negative	intro_s0p010_af60	intro_s0p010_af60__rep001	1	intro_s0p010_af60__rep001	0.01	0.6
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.3377848101265823	-15795.449164470303	-394886.2291117576	positive	negative	intro_s0p010_af60	intro_s0p010_af60__rep008	8	intro_s0p010_af60__rep008	0.01	0.6
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.36130344242070445	-15441.911444000001	-386047.7861	positive	negative	intro_s0p010_af60	intro_s0p010_af60__rep008	8	intro_s0p010_af60__rep008	0.01	0.6
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.4412962962962963	-2290.864197530864	-57271.60493827161	positive	negative	intro_s0p010_af60	intro_s0p010_af60__rep009	9	intro_s0p010_af60__rep009	0.01	0.6
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.3426885202368446	-8966.321038	-224158.02595	positive	negative	intro_s0p010_af60	intro_s0p010_af60__rep009	9	intro_s0p010_af60__rep009	0.01	0.6
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.6821666666666666	1470.5555555555557	36763.88888888889	positive	negative	intro_s0p010_af70	intro_s0p010_af70__rep003	3	intro_s0p010_af70__rep003	0.01	0.7
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.4340159948770949	5663.681977	141592.049425	positive	negative	intro_s0p010_af70	intro_s0p010_af70__rep003	3	intro_s0p010_af70__rep003	0.01	0.7
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.578728813559322	-73853.48959829265	-1846337.2399573163	positive	negative	intro_s0p010_af70	intro_s0p010_af70__rep007	7	intro_s0p010_af70__rep007	0.01	0.7
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.5157909361243097	-39171.068599	-979276.714975	positive	negative	intro_s0p010_af70	intro_s0p010_af70__rep007	7	intro_s0p010_af70__rep007	0.01	0.7
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	-0.07443333333333335	-19.26666666666688	-481.666666666672	positive	negative	intro_s0p010_af80	intro_s0p010_af80__rep009	9	intro_s0p010_af80__rep009	0.01	0.8
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	-0.10597246736479998	-7973.821099	-199345.52747499998	positive	negative	intro_s0p010_af80	intro_s0p010_af80__rep009	9	intro_s0p010_af80__rep009	0.01	0.8
tree_truth	5000000.0	internal_genotype_contrast_no_neutral_null	0.16249999999999998	-50672.12331732461	-1266803.082933115	positive	negative	intro_s0p010_af80	intro_s0p010_af80__rep010	10	intro_s0p010_af80__rep010	0.01	0.8
gamma_smc	5000000.0	internal_genotype_contrast_no_neutral_null	0.2107667952000135	-16698.60869	-417465.21725000005	positive	negative	intro_s0p010_af80	intro_s0p010_af80__rep010	10	intro_s0p010_af80__rep010	0.01	0.8
