base_specification_id	replicate_id	replicate_index	specification_id	selection_coefficient	target_allele_frequency	achieved_allele_frequency	achieved_allele_frequency_scope	accepted_seed	attempts_to_accept	completed_external_sample_panel_draws	interrupted_internal_conditioned_trajectories	launched_external_draws	invocation_count	cumulative_elapsed_seconds	n_hom_ref	n_heterozygous	n_hom_alt	decoded	conditioning_missingness
intro_s0p010_af10	intro_s0p010_af10__rep009	9	intro_s0p010_af10__rep009	0.01	0.1	0.9	sample_estimate	736977266	1	1	2	3	3	855.5210944999853	2	16	82	True	nonrandom
intro_s0p010_af20	intro_s0p010_af20__rep001	1	intro_s0p010_af20__rep001	0.01	0.2	0.47	sample_estimate	1626083384	1	1	1	2	2	454.1724055000813	26	54	20	True	nonrandom
intro_s0p010_af20	intro_s0p010_af20__rep006	6	intro_s0p010_af20__rep006	0.01	0.2	0.9	sample_estimate	970758590	1	1	1	2	2	432.68107160000363	2	16	82	True	nonrandom
intro_s0p010_af20	intro_s0p010_af20__rep009	9	intro_s0p010_af20__rep009	0.01	0.2	0.865	sample_estimate	474701248	1	1	3	4	4	1113.7712427999904	3	21	76	True	nonrandom
intro_s0p010_af30	intro_s0p010_af30__rep003	3	intro_s0p010_af30__rep003	0.01	0.3	0.805	sample_estimate	906462475	2	2	1	3	2	358.59217139997054	5	29	66	True	nonrandom
intro_s0p010_af30	intro_s0p010_af30__rep004	4	intro_s0p010_af30__rep004	0.01	0.3	0.64	sample_estimate	1384477094	1	1	0	1	1	237.78215230000205	14	44	42	True	nonrandom
intro_s0p010_af30	intro_s0p010_af30__rep005	5	intro_s0p010_af30__rep005	0.01	0.3	0.815	sample_estimate	1338202303	1	1	0	1	1	291.46796280000126	4	29	67	True	nonrandom
intro_s0p010_af30	intro_s0p010_af30__rep006	6	intro_s0p010_af30__rep006	0.01	0.3	0.88	sample_estimate	442752668	1	1	1	2	2	432.19496750005055	2	20	78	True	nonrandom
intro_s0p010_af30	intro_s0p010_af30__rep010	10	intro_s0p010_af30__rep010	0.01	0.3	0.81	sample_estimate	1756458039	1	1	1	2	2	367.46286540006986	3	32	65	True	nonrandom
intro_s0p010_af40	intro_s0p010_af40__rep002	2	intro_s0p010_af40__rep002	0.01	0.4	0.84	sample_estimate	102514428	2	2	1	3	2	527.024903499987	2	28	70	True	nonrandom
intro_s0p010_af40	intro_s0p010_af40__rep004	4	intro_s0p010_af40__rep004	0.01	0.4	0.89	sample_estimate	1075656338	2	2	2	4	3	810.1523679000311	2	18	80	True	nonrandom
intro_s0p010_af40	intro_s0p010_af40__rep007	7	intro_s0p010_af40__rep007	0.01	0.4	0.78	sample_estimate	1723941808	2	2	4	6	5	1351.7007334999798	7	30	63	True	nonrandom
intro_s0p010_af40	intro_s0p010_af40__rep010	10	intro_s0p010_af40__rep010	0.01	0.4	0.815	sample_estimate	1136500369	1	1	4	5	5	1277.427206699999	4	29	67	True	nonrandom
intro_s0p010_af50	intro_s0p010_af50__rep004	4	intro_s0p010_af50__rep004	0.01	0.5	0.605	sample_estimate	777205204	1	1	3	4	4	1179.8183824999687	17	45	38	True	nonrandom
intro_s0p010_af60	intro_s0p010_af60__rep001	1	intro_s0p010_af60__rep001	0.01	0.6	0.745	sample_estimate	744755827	1	1	2	3	3	889.493223799971	5	41	54	True	nonrandom
intro_s0p010_af60	intro_s0p010_af60__rep008	8	intro_s0p010_af60__rep008	0.01	0.6	0.885	sample_estimate	1478468933	1	1	0	1	1	147.9292323999689	2	19	79	True	nonrandom
intro_s0p010_af60	intro_s0p010_af60__rep009	9	intro_s0p010_af60__rep009	0.01	0.6	0.895	sample_estimate	749365896	1	1	1	2	2	550.4674185000476	2	17	81	True	nonrandom
intro_s0p010_af70	intro_s0p010_af70__rep003	3	intro_s0p010_af70__rep003	0.01	0.7	0.935	sample_estimate	139414506	1	1	0	1	1	130.83240469999146	3	7	90	True	nonrandom
intro_s0p010_af70	intro_s0p010_af70__rep007	7	intro_s0p010_af70__rep007	0.01	0.7	0.76	sample_estimate	2074372767	2	2	4	6	5	1461.3195042000007	7	34	59	True	nonrandom
intro_s0p010_af80	intro_s0p010_af80__rep009	9	intro_s0p010_af80__rep009	0.01	0.8	0.865	sample_estimate	1247766349	2	2	3	5	4	1100.7178135999638	2	23	75	True	nonrandom
intro_s0p010_af80	intro_s0p010_af80__rep010	10	intro_s0p010_af80__rep010	0.01	0.8	0.88	sample_estimate	1488283619	1	1	0	1	1	114.74910160002764	4	16	80	True	nonrandom
