invocation_index	recorded_at_utc	simulation_contract_sha256	status	elapsed_seconds	declared_timeout_seconds	effective_timeout_seconds	completed_external_sample_panel_draws	interrupted_internal_conditioned_trajectories	error_type	core_source_sha256	orchestrator_source_sha256
1	2026-08-12T10:51:37.274702+00:00	fd6987313ba26a71f2fd613861ec14207da343c50f17e34e9a5edd6333b0d0f7	timed_out	300.03927790001035	300.0	300.0	0	1	SpecificationTimeout	legacy_unknown	legacy_unknown
2	2026-08-12T20:30:57.878924+00:00	fd6987313ba26a71f2fd613861ec14207da343c50f17e34e9a5edd6333b0d0f7	failed	274.162508	300.0	300.0	0	2	ExternalProcessInterruption	bef802f46dde46318c03c70629c581475c10437122132714a518c0cd3e29a766	74d4d9cc2b8d7f1b58c80376a79f7e6d9d2396ed96c175caaf659f93068c838c
3	2026-08-12T21:11:27.599329+00:00	fd6987313ba26a71f2fd613861ec14207da343c50f17e34e9a5edd6333b0d0f7	timed_out	300.00007269999696	300.0	300.0	1	3	SpecificationTimeout	bef802f46dde46318c03c70629c581475c10437122132714a518c0cd3e29a766	74d4d9cc2b8d7f1b58c80376a79f7e6d9d2396ed96c175caaf659f93068c838c
4	2026-08-12T21:39:55.342505+00:00	fd6987313ba26a71f2fd613861ec14207da343c50f17e34e9a5edd6333b0d0f7	complete	129.7204724000003	300.0	300.0	2	3		bef802f46dde46318c03c70629c581475c10437122132714a518c0cd3e29a766	74d4d9cc2b8d7f1b58c80376a79f7e6d9d2396ed96c175caaf659f93068c838c
