# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	17
0	1
2	3
8	9
24	25
26	27
40	41
42	43
58	59
62	63
88	89
96	97
148	149
154	155
170	171
180	181
190	191
192	193
