# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	18
8	9
18	19
20	21
22	23
26	27
44	45
58	59
74	75
76	77
100	101
104	105
110	111
112	113
116	117
124	125
132	133
170	171
198	199
