# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	45
6	7
10	11
14	15
24	25
28	29
30	31
32	33
34	35
38	39
40	41
46	47
56	57
60	61
62	63
66	67
68	69
70	71
80	81
86	87
88	89
90	91
102	103
106	107
112	113
114	115
116	117
120	121
122	123
136	137
138	139
142	143
144	145
146	147
148	149
154	155
158	159
160	161
164	165
166	167
168	169
176	177
180	181
186	187
192	193
194	195
