schema	attempt_zero_based	simulation_seed	supervisor_started_unix_ns	supervisor_pid	supervisor_process_identity	timeout_seconds	term_grace_seconds	temp_directory	temp_tree_created	temp_tree_loaded	temp_tree_removed	execution_id	child_pid	child_process_identity	child_identity_observed	child_pgid	child_sid	parent_death_watchdog_armed	engine_wrapper_pid	engine_wrapper_process_identity	sigterm_sent	sigkill_sent	direct_child_reaped	adopted_children_reaped	process_group_gone	supervisor_status	supervisor_elapsed_seconds	lifecycle_phase
gamma-smc.han-direct-production-v3-process-supervisor/v1	0	1887123367	1786658033068074373	427	{'pid': 427, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312732}	300.0	5.0	.han_v3_attempt_000_seed_1887123367_a_vkk6xq	False	False	True	1bda010c336a129749a29ae4fccd488e754f0415cd6ddec73aed7721fc5d42f6	477	{'pid': 477, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313589}	True	477	477	True	480	{'pid': 480, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313601}	True	True	True	2	True	timed_out	305.01422602	engine_returned_pending_base_attempt_commit
gamma-smc.han-direct-production-v3-process-supervisor/v1	1	2030760149	1786658338276685323	427	{'pid': 427, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312732}	300.0	5.0	.han_v3_attempt_001_seed_2030760149_2qtrw6je	False	False	True	47f8c3323770d7e58660ae571895bcb8e4836e9c35ea0f2f797743c5cd9b7ca0	711	{'pid': 711, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 344106}	True	711	711	True	712	{'pid': 712, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 344109}	True	True	True	2	True	timed_out	305.0089208999998	engine_returned_pending_base_attempt_commit
gamma-smc.han-direct-production-v3-process-supervisor/v1	2	675379382	1786658643456999481	427	{'pid': 427, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312732}	300.0	5.0	.han_v3_attempt_002_seed_675379382_559ihxoh	True	True	True	b734e743f2de3be542eabc7cb5b2887cd7aa982ae3d58244d875caccabc4189a	1083	{'pid': 1083, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 374624}	True	1083	1083	True	1087	{'pid': 1087, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 374628}	False	False	True	0	True	complete	184.22713778600018	engine_returned_pending_base_attempt_commit
