attempt_zero_based	seed	status	timeout_seconds	elapsed_seconds	error	accepted	candidate_pool_alt_count	candidate_pool_af	candidate_pool_minimum_alt_count	candidate_pool_maximum_alt_count	candidate_pool_frequency_gate_passed	eligible_genotype_count_triples	sample_alt_count	sample_af	n_hom_ref	n_heterozygous	n_hom_alt	rejection_reason	planned_simulation_seed	panel_seed	panel_seed_used	supervisor_schema	supervisor_execution_id	supervisor_status	supervisor_pid	supervisor_process_identity	supervisor_started_unix_ns	child_pid	child_pgid	child_sid	child_process_identity	child_identity_observed	engine_wrapper_pid	engine_wrapper_process_identity	parent_death_watchdog_armed	supervisor_timeout_seconds	supervisor_term_grace_seconds	supervisor_sigterm_sent	supervisor_sigkill_sent	direct_child_reaped	adopted_children_reaped	process_group_gone	attempt_temp_directory	attempt_temp_tree_created	attempt_temp_tree_loaded	attempt_temp_tree_removed	supervisor_elapsed_seconds	attempt_ledger_schema	seed_plan_sha256
0	1887123367	timed_out	300.0	305.22017035199997	SLiM draw exceeded 300.000 wall-clock seconds	False												draw_timeout	1887123367	206524145	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	1bda010c336a129749a29ae4fccd488e754f0415cd6ddec73aed7721fc5d42f6	timed_out	427	{'pid': 427, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312732}	1786658033068074373	477	477	477	{'pid': 477, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313589}	True	480	{'pid': 480, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313601}	True	300.0	5.0	True	True	True	2	True	.han_v3_attempt_000_seed_1887123367_a_vkk6xq	False	False	True	305.01422602	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
1	2030760149	timed_out	300.0	305.09176291300037	SLiM draw exceeded 300.000 wall-clock seconds	False												draw_timeout	2030760149	798381700	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	47f8c3323770d7e58660ae571895bcb8e4836e9c35ea0f2f797743c5cd9b7ca0	timed_out	427	{'pid': 427, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312732}	1786658338276685323	711	711	711	{'pid': 711, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 344106}	True	712	{'pid': 712, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 344109}	True	300.0	5.0	True	True	True	2	True	.han_v3_attempt_001_seed_2030760149_2qtrw6je	False	False	True	305.0089208999998	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
2	675379382	complete	300.0	186.19005869300008		False	315.0	0.315	75.0	125.0	False	0.0						candidate_pool_af_outside_prespecified_band	675379382	817251949	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	b734e743f2de3be542eabc7cb5b2887cd7aa982ae3d58244d875caccabc4189a	complete	427	{'pid': 427, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312732}	1786658643456999481	1083	1083	1083	{'pid': 1083, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 374624}	True	1087	{'pid': 1087, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 374628}	True	300.0	5.0	False	False	True	0	True	.han_v3_attempt_002_seed_675379382_559ihxoh	True	True	True	184.22713778600018	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
