key,position_bp,decoded_all_T50000
neutral/rep0286,7810000,0.2211
neutral/rep0286,7820000,0.1663
neutral/rep0286,7830000,0.1608
neutral/rep0286,7840000,0.1452
neutral/rep0286,7850000,0.1359
neutral/rep0286,7860000,0.1302
neutral/rep0286,7870000,0.1189
neutral/rep0286,7880000,0.1335
neutral/rep0286,7890000,0.1227
neutral/rep0286,7900000,0.099
neutral/rep0286,7910000,0.1004
neutral/rep0286,7920000,0.0973
neutral/rep0286,7930000,0.1336
neutral/rep0286,7940000,0.1868
neutral/rep0286,7950000,0.2202
neutral/rep0286,7960000,0.2488
neutral/rep0286,7970000,0.241
neutral/rep0286,7980000,0.1911
neutral/rep0286,7990000,0.1771
neutral/rep0286,8000000,0.1944
neutral/rep0286,8010000,0.1934
neutral/rep0286,8020000,0.2068
neutral/rep0286,8030000,0.19
neutral/rep0286,8040000,0.1858
neutral/rep0286,8050000,0.2176
neutral/rep0286,8060000,0.1925
neutral/rep0286,8070000,0.1793
neutral/rep0286,8080000,0.1844
neutral/rep0286,8090000,0.2399
neutral/rep0286,8100000,0.2668
neutral/rep0286,8110000,0.2875
neutral/rep0286,8120000,0.3677
neutral/rep0286,8130000,0.3532
neutral/rep0286,8140000,0.1798
neutral/rep0286,8150000,0.1463
neutral/rep0286,8160000,0.1631
neutral/rep0286,8170000,0.1658
neutral/rep0286,8180000,0.1635
neutral/rep0286,8190000,0.14
neutral/rep0286,8200000,0.1281
neutral/rep0286,8210000,0.1434
neutral/rep0286,8220000,0.1444
neutral/rep0286,8230000,0.1408
neutral/rep0286,8240000,0.1143
neutral/rep0286,8250000,0.1096
neutral/rep0286,8260000,0.1113
neutral/rep0286,8270000,0.1462
neutral/rep0286,8280000,0.1708
neutral/rep0286,8290000,0.1788
neutral/rep0286,8300000,0.1526
neutral/rep0286,8310000,0.1326
neutral/rep0286,8320000,0.1835
neutral/rep0286,8330000,0.1923
neutral/rep0286,8340000,0.1985
neutral/rep0286,8350000,0.219
neutral/rep0286,8360000,0.2491
neutral/rep0286,8370000,0.261
neutral/rep0286,8380000,0.3104
neutral/rep0286,8390000,0.3631
neutral/rep0286,8400000,0.4036
neutral/rep0286,8410000,0.3999
neutral/rep0286,8420000,0.3807
neutral/rep0286,8430000,0.3881
neutral/rep0286,8440000,0.3144
neutral/rep0286,8450000,0.2735
neutral/rep0286,8460000,0.2678
neutral/rep0286,8470000,0.2283
neutral/rep0286,8480000,0.2773
neutral/rep0286,8490000,0.2973
neutral/rep0286,8500000,0.306
neutral/rep0286,8510000,0.3392
neutral/rep0286,8520000,0.3079
neutral/rep0286,8530000,0.3074
neutral/rep0286,8540000,0.2731
neutral/rep0286,8550000,0.2187
neutral/rep0286,8560000,0.1987
neutral/rep0286,8570000,0.1813
neutral/rep0286,8580000,0.1661
neutral/rep0286,8590000,0.1582
neutral/rep0286,8600000,0.1616
neutral/rep0286,8610000,0.1765
neutral/rep0286,8620000,0.1889
neutral/rep0286,8630000,0.2862
neutral/rep0286,8640000,0.2852
neutral/rep0286,8650000,0.2157
neutral/rep0286,8660000,0.2213
neutral/rep0286,8670000,0.2158
neutral/rep0286,8680000,0.3282
neutral/rep0286,8690000,0.3205
neutral/rep0286,8700000,0.2783
neutral/rep0286,8710000,0.2565
neutral/rep0286,8720000,0.2758
neutral/rep0286,8730000,0.2716
neutral/rep0286,8740000,0.2457
neutral/rep0286,8750000,0.2607
neutral/rep0286,8760000,0.2418
neutral/rep0286,8770000,0.2149
neutral/rep0286,8780000,0.2261
neutral/rep0286,8790000,0.24
neutral/rep0286,8800000,0.2418
neutral/rep0286,8810000,0.2354
neutral/rep0286,8820000,0.1858
neutral/rep0286,8830000,0.178
neutral/rep0286,8840000,0.1832
neutral/rep0286,8850000,0.1841
neutral/rep0286,8860000,0.2031
neutral/rep0286,8870000,0.22
neutral/rep0286,8880000,0.2088
neutral/rep0286,8890000,0.1732
neutral/rep0286,8900000,0.1773
neutral/rep0286,8910000,0.1842
neutral/rep0286,8920000,0.2057
neutral/rep0286,8930000,0.2088
neutral/rep0286,8940000,0.1956
neutral/rep0286,8950000,0.2664
neutral/rep0286,8960000,0.2755
neutral/rep0286,8970000,0.2468
neutral/rep0286,8980000,0.1925
neutral/rep0286,8990000,0.2068
neutral/rep0286,9000000,0.2934
neutral/rep0286,9010000,0.2985
neutral/rep0286,9020000,0.2165
neutral/rep0286,9030000,0.216
neutral/rep0286,9040000,0.1938
neutral/rep0286,9050000,0.1907
neutral/rep0286,9060000,0.205
neutral/rep0286,9070000,0.2058
neutral/rep0286,9080000,0.1956
neutral/rep0286,9090000,0.1783
neutral/rep0286,9100000,0.1979
neutral/rep0286,9110000,0.2217
neutral/rep0286,9120000,0.2097
neutral/rep0286,9130000,0.2368
neutral/rep0286,9140000,0.2192
neutral/rep0286,9150000,0.2099
neutral/rep0286,9160000,0.213
neutral/rep0286,9170000,0.1751
neutral/rep0286,9180000,0.1574
neutral/rep0286,9190000,0.1346
neutral/rep0286,9200000,0.1524
neutral/rep0286,9210000,0.1777
neutral/rep0286,9220000,0.1882
neutral/rep0286,9230000,0.1642
neutral/rep0286,9240000,0.1634
neutral/rep0286,9250000,0.146
neutral/rep0286,9260000,0.1437
neutral/rep0286,9270000,0.1444
neutral/rep0286,9280000,0.1985
neutral/rep0286,9290000,0.2248
neutral/rep0286,9300000,0.2092
neutral/rep0286,9310000,0.1868
neutral/rep0286,9320000,0.156
neutral/rep0286,9330000,0.1782
neutral/rep0286,9340000,0.1746
neutral/rep0286,9350000,0.1395
neutral/rep0286,9360000,0.1276
neutral/rep0286,9370000,0.1832
neutral/rep0286,9380000,0.2582
neutral/rep0286,9390000,0.2636
neutral/rep0286,9400000,0.2427
neutral/rep0286,9410000,0.2077
neutral/rep0286,9420000,0.1655
neutral/rep0286,9430000,0.1706
neutral/rep0286,9440000,0.2232
neutral/rep0286,9450000,0.2344
neutral/rep0286,9460000,0.2101
neutral/rep0286,9470000,0.169
neutral/rep0286,9480000,0.1375
neutral/rep0286,9490000,0.1368
neutral/rep0286,9500000,0.1563
neutral/rep0286,9510000,0.1529
neutral/rep0286,9520000,0.1619
neutral/rep0286,9530000,0.198
neutral/rep0286,9540000,0.1829
neutral/rep0286,9550000,0.1648
neutral/rep0286,9560000,0.1447
neutral/rep0286,9570000,0.22
neutral/rep0286,9580000,0.2265
neutral/rep0286,9590000,0.2506
neutral/rep0286,9600000,0.24
neutral/rep0286,9610000,0.1947
neutral/rep0286,9620000,0.1803
neutral/rep0286,9630000,0.175
neutral/rep0286,9640000,0.1923
neutral/rep0286,9650000,0.2341
neutral/rep0286,9660000,0.263
neutral/rep0286,9670000,0.2441
neutral/rep0286,9680000,0.2512
neutral/rep0286,9690000,0.2111
neutral/rep0286,9700000,0.193
neutral/rep0286,9710000,0.1796
neutral/rep0286,9720000,0.1815
neutral/rep0286,9730000,0.1386
neutral/rep0286,9740000,0.1412
neutral/rep0286,9750000,0.1586
neutral/rep0286,9760000,0.1518
neutral/rep0286,9770000,0.1482
neutral/rep0286,9780000,0.1587
neutral/rep0286,9790000,0.1687
neutral/rep0286,9800000,0.1574
neutral/rep0286,9810000,0.1712
neutral/rep0286,9820000,0.1972
neutral/rep0286,9830000,0.2251
neutral/rep0286,9840000,0.2353
neutral/rep0286,9850000,0.2265
neutral/rep0286,9860000,0.2013
neutral/rep0286,9870000,0.212
neutral/rep0286,9880000,0.2101
neutral/rep0286,9890000,0.2023
neutral/rep0286,9900000,0.1811
neutral/rep0286,9910000,0.2117
neutral/rep0286,9920000,0.1938
neutral/rep0286,9930000,0.1459
neutral/rep0286,9940000,0.1505
neutral/rep0286,9950000,0.1365
neutral/rep0286,9960000,0.1296
neutral/rep0286,9970000,0.1479
neutral/rep0286,9980000,0.1499
neutral/rep0286,9990000,0.1171
onset50000/rep0006,0,0.0671
onset50000/rep0006,10000,0.1181
onset50000/rep0006,20000,0.1654
onset50000/rep0006,30000,0.2139
onset50000/rep0006,40000,0.2
onset50000/rep0006,50000,0.2359
onset50000/rep0006,60000,0.3101
onset50000/rep0006,70000,0.3586
onset50000/rep0006,80000,0.3939
onset50000/rep0006,90000,0.2397
onset50000/rep0006,100000,0.1907
onset50000/rep0006,110000,0.1627
onset50000/rep0006,120000,0.1617
onset50000/rep0006,130000,0.1489
onset50000/rep0006,140000,0.1367
onset50000/rep0006,150000,0.1166
onset50000/rep0006,160000,0.1156
onset50000/rep0006,170000,0.115
onset50000/rep0006,180000,0.134
onset50000/rep0006,190000,0.2244
onset50000/rep0006,200000,0.2574
onset50000/rep0006,210000,0.2213
onset50000/rep0006,220000,0.1763
onset50000/rep0006,230000,0.1861
onset50000/rep0006,240000,0.1667
onset50000/rep0006,250000,0.1354
onset50000/rep0006,260000,0.1272
onset50000/rep0006,270000,0.1208
onset50000/rep0006,280000,0.136
onset50000/rep0006,290000,0.1419
onset50000/rep0006,300000,0.144
onset50000/rep0006,310000,0.1514
onset50000/rep0006,320000,0.1601
onset50000/rep0006,330000,0.1482
onset50000/rep0006,340000,0.1392
onset50000/rep0006,350000,0.1497
onset50000/rep0006,360000,0.1508
onset50000/rep0006,370000,0.1385
onset50000/rep0006,380000,0.1349
onset50000/rep0006,390000,0.1543
onset50000/rep0006,400000,0.1558
onset50000/rep0006,410000,0.1433
onset50000/rep0006,420000,0.1389
onset50000/rep0006,430000,0.131
onset50000/rep0006,440000,0.1361
onset50000/rep0006,450000,0.1322
onset50000/rep0006,460000,0.1258
onset50000/rep0006,470000,0.1279
onset50000/rep0006,480000,0.1561
onset50000/rep0006,490000,0.1459
onset50000/rep0006,500000,0.204
onset50000/rep0006,510000,0.2186
onset50000/rep0006,520000,0.2095
onset50000/rep0006,530000,0.2841
onset50000/rep0006,540000,0.2902
onset50000/rep0006,550000,0.2811
onset50000/rep0006,560000,0.3016
onset50000/rep0006,570000,0.2595
onset50000/rep0006,580000,0.2599
onset50000/rep0006,590000,0.243
onset50000/rep0006,600000,0.2117
onset50000/rep0006,610000,0.2228
onset50000/rep0006,620000,0.2239
onset50000/rep0006,630000,0.1945
onset50000/rep0006,640000,0.1964
onset50000/rep0006,650000,0.1492
onset50000/rep0006,660000,0.1713
onset50000/rep0006,670000,0.182
onset50000/rep0006,680000,0.1676
onset50000/rep0006,690000,0.174
onset50000/rep0006,700000,0.1975
onset50000/rep0006,710000,0.1875
onset50000/rep0006,720000,0.1728
onset50000/rep0006,730000,0.1672
onset50000/rep0006,740000,0.1579
onset50000/rep0006,750000,0.1565
onset50000/rep0006,760000,0.1476
onset50000/rep0006,770000,0.2195
onset50000/rep0006,780000,0.2202
onset50000/rep0006,790000,0.1818
onset50000/rep0006,800000,0.2013
onset50000/rep0006,810000,0.2143
onset50000/rep0006,820000,0.2073
onset50000/rep0006,830000,0.1852
onset50000/rep0006,840000,0.1818
onset50000/rep0006,850000,0.1704
onset50000/rep0006,860000,0.1396
onset50000/rep0006,870000,0.1467
onset50000/rep0006,880000,0.1542
onset50000/rep0006,890000,0.1726
onset50000/rep0006,900000,0.1685
onset50000/rep0006,910000,0.1584
onset50000/rep0006,920000,0.1295
onset50000/rep0006,930000,0.158
onset50000/rep0006,940000,0.1726
onset50000/rep0006,950000,0.1883
onset50000/rep0006,960000,0.1546
onset50000/rep0006,970000,0.1438
onset50000/rep0006,980000,0.1627
onset50000/rep0006,990000,0.1625
onset50000/rep0006,1000000,0.1698
onset50000/rep0006,1010000,0.1807
onset50000/rep0006,1020000,0.1782
onset50000/rep0006,1030000,0.2233
onset50000/rep0006,1040000,0.2576
onset50000/rep0006,1050000,0.2402
onset50000/rep0006,1060000,0.2334
onset50000/rep0006,1070000,0.2299
onset50000/rep0006,1080000,0.1659
onset50000/rep0006,1090000,0.1356
onset50000/rep0006,1100000,0.1746
onset50000/rep0006,1110000,0.2023
onset50000/rep0006,1120000,0.2336
onset50000/rep0006,1130000,0.1655
onset50000/rep0006,1140000,0.1473
onset50000/rep0006,1150000,0.1379
onset50000/rep0006,1160000,0.135
onset50000/rep0006,1170000,0.1551
onset50000/rep0006,1180000,0.1591
onset50000/rep0006,1190000,0.1417
onset50000/rep0006,1200000,0.1392
onset50000/rep0006,1210000,0.1404
onset50000/rep0006,1220000,0.1618
onset50000/rep0006,1230000,0.1563
onset50000/rep0006,1240000,0.146
onset50000/rep0006,1250000,0.1645
onset50000/rep0006,1260000,0.1853
onset50000/rep0006,1270000,0.1957
onset50000/rep0006,1280000,0.1941
onset50000/rep0006,1290000,0.1998
onset50000/rep0006,1300000,0.2202
onset50000/rep0006,1310000,0.217
onset50000/rep0006,1320000,0.1612
onset50000/rep0006,1330000,0.1552
onset50000/rep0006,1340000,0.1867
onset50000/rep0006,1350000,0.2116
onset50000/rep0006,1360000,0.2251
onset50000/rep0006,1370000,0.224
onset50000/rep0006,1380000,0.2737
onset50000/rep0006,1390000,0.2395
onset50000/rep0006,1400000,0.1682
onset50000/rep0006,1410000,0.1387
onset50000/rep0006,1420000,0.1394
onset50000/rep0006,1430000,0.1486
onset50000/rep0006,1440000,0.1277
onset50000/rep0006,1450000,0.1379
onset50000/rep0006,1460000,0.1545
onset50000/rep0006,1470000,0.1606
onset50000/rep0006,1480000,0.154
onset50000/rep0006,1490000,0.1839
onset50000/rep0006,1500000,0.2169
onset50000/rep0006,1510000,0.2332
onset50000/rep0006,1520000,0.2501
onset50000/rep0006,1530000,0.2314
onset50000/rep0006,1540000,0.226
onset50000/rep0006,1550000,0.2141
onset50000/rep0006,1560000,0.1978
onset50000/rep0006,1570000,0.2077
onset50000/rep0006,1580000,0.2125
onset50000/rep0006,1590000,0.2075
onset50000/rep0006,1600000,0.1759
onset50000/rep0006,1610000,0.1814
onset50000/rep0006,1620000,0.192
onset50000/rep0006,1630000,0.1969
onset50000/rep0006,1640000,0.2053
onset50000/rep0006,1650000,0.205
onset50000/rep0006,1660000,0.23
onset50000/rep0006,1670000,0.2403
onset50000/rep0006,1680000,0.2425
onset50000/rep0006,1690000,0.245
onset50000/rep0006,1700000,0.2553
onset50000/rep0006,1710000,0.2701
onset50000/rep0006,1720000,0.2358
onset50000/rep0006,1730000,0.2879
onset50000/rep0006,1740000,0.2639
onset50000/rep0006,1750000,0.2162
onset50000/rep0006,1760000,0.2031
onset50000/rep0006,1770000,0.1583
onset50000/rep0006,1780000,0.2087
onset50000/rep0006,1790000,0.2927
onset50000/rep0006,1800000,0.2867
onset50000/rep0006,1810000,0.2781
onset50000/rep0006,1820000,0.3295
onset50000/rep0006,1830000,0.3404
onset50000/rep0006,1840000,0.3074
onset50000/rep0006,1850000,0.2396
onset50000/rep0006,1860000,0.1771
onset50000/rep0006,1870000,0.1684
onset50000/rep0006,1880000,0.1847
onset50000/rep0006,1890000,0.2235
onset50000/rep0006,1900000,0.2342
onset50000/rep0006,1910000,0.2309
onset50000/rep0006,1920000,0.2114
onset50000/rep0006,1930000,0.2258
onset50000/rep0006,1940000,0.2556
onset50000/rep0006,1950000,0.2425
onset50000/rep0006,1960000,0.2674
onset50000/rep0006,1970000,0.3261
onset50000/rep0006,1980000,0.3342
onset50000/rep0006,1990000,0.342
onset50000/rep0006,2000000,0.3178
onset50000/rep0006,2010000,0.3072
onset50000/rep0006,2020000,0.3143
onset50000/rep0006,2030000,0.3171
onset50000/rep0006,2040000,0.3365
onset50000/rep0006,2050000,0.3484
onset50000/rep0006,2060000,0.309
onset50000/rep0006,2070000,0.3065
onset50000/rep0006,2080000,0.2854
onset50000/rep0006,2090000,0.289
onset50000/rep0006,2100000,0.2838
onset50000/rep0006,2110000,0.2957
onset50000/rep0006,2120000,0.2866
onset50000/rep0006,2130000,0.2245
onset50000/rep0006,2140000,0.2332
onset50000/rep0006,2150000,0.1993
onset50000/rep0006,2160000,0.2131
onset50000/rep0006,2170000,0.2052
onset50000/rep0006,2180000,0.1961
onset50000/rep0006,2190000,0.1896
onset50000/rep0006,2200000,0.1994
onset50000/rep0006,2210000,0.2343
onset50000/rep0006,2220000,0.2997
onset50000/rep0006,2230000,0.3274
onset50000/rep0006,2240000,0.3495
onset50000/rep0006,2250000,0.338
onset50000/rep0006,2260000,0.3244
onset50000/rep0006,2270000,0.2908
onset50000/rep0006,2280000,0.3503
onset50000/rep0006,2290000,0.447
onset50000/rep0006,2300000,0.4562
onset50000/rep0006,2310000,0.471
onset50000/rep0006,2320000,0.4372
onset50000/rep0006,2330000,0.419
onset50000/rep0006,2340000,0.385
onset50000/rep0006,2350000,0.3052
onset50000/rep0006,2360000,0.2825
onset50000/rep0006,2370000,0.2833
onset50000/rep0006,2380000,0.2656
onset50000/rep0006,2390000,0.2522
onset50000/rep0006,2400000,0.2431
onset50000/rep0006,2410000,0.2485
onset50000/rep0006,2420000,0.2398
onset50000/rep0006,2430000,0.2928
onset50000/rep0006,2440000,0.3385
onset50000/rep0006,2450000,0.3242
onset50000/rep0006,2460000,0.2842
onset50000/rep0006,2470000,0.2577
onset50000/rep0006,2480000,0.2413
onset50000/rep0006,2490000,0.2266
onset50000/rep0006,2500000,0.2142
onset50000/rep0006,2510000,0.2125
onset50000/rep0006,2520000,0.1978
onset50000/rep0006,2530000,0.1664
onset50000/rep0006,2540000,0.1562
onset50000/rep0006,2550000,0.188
onset50000/rep0006,2560000,0.1954
onset50000/rep0006,2570000,0.1414
onset50000/rep0006,2580000,0.1831
onset50000/rep0006,2590000,0.2215
onset50000/rep0006,2600000,0.239
onset50000/rep0006,2610000,0.2359
onset50000/rep0006,2620000,0.2078
onset50000/rep0006,2630000,0.1949
onset50000/rep0006,2640000,0.1512
onset50000/rep0006,2650000,0.1614
onset50000/rep0006,2660000,0.1955
onset50000/rep0006,2670000,0.1888
onset50000/rep0006,2680000,0.1702
onset50000/rep0006,2690000,0.1476
onset50000/rep0006,2700000,0.1641
onset50000/rep0006,2710000,0.1646
onset50000/rep0006,2720000,0.1601
onset50000/rep0006,2730000,0.1931
onset50000/rep0006,2740000,0.1911
onset50000/rep0006,2750000,0.2103
onset50000/rep0006,2760000,0.2286
onset50000/rep0006,2770000,0.2254
onset50000/rep0006,2780000,0.1924
onset50000/rep0006,2790000,0.1292
onset50000/rep0006,2800000,0.1213
onset50000/rep0006,2810000,0.1154
onset50000/rep0006,2820000,0.1276
onset50000/rep0006,2830000,0.1542
onset50000/rep0006,2840000,0.1675
onset50000/rep0006,2850000,0.1764
onset50000/rep0006,2860000,0.1847
onset50000/rep0006,2870000,0.2304
onset50000/rep0006,2880000,0.2352
onset50000/rep0006,2890000,0.1963
onset50000/rep0006,2900000,0.1974
onset50000/rep0006,2910000,0.1832
onset50000/rep0006,2920000,0.1907
onset50000/rep0006,2930000,0.155
onset50000/rep0006,2940000,0.1435
onset50000/rep0006,2950000,0.1507
onset50000/rep0006,2960000,0.1889
onset50000/rep0006,2970000,0.2466
onset50000/rep0006,2980000,0.2816
onset50000/rep0006,2990000,0.26
onset50000/rep0006,3000000,0.2442
onset50000/rep0006,3010000,0.2473
onset50000/rep0006,3020000,0.245
onset50000/rep0006,3030000,0.1879
onset50000/rep0006,3040000,0.1488
onset50000/rep0006,3050000,0.167
onset50000/rep0006,3060000,0.1703
onset50000/rep0006,3070000,0.2015
onset50000/rep0006,3080000,0.1818
onset50000/rep0006,3090000,0.1831
onset50000/rep0006,3100000,0.1793
onset50000/rep0006,3110000,0.1653
onset50000/rep0006,3120000,0.1667
onset50000/rep0006,3130000,0.1831
onset50000/rep0006,3140000,0.1839
onset50000/rep0006,3150000,0.2049
onset50000/rep0006,3160000,0.2079
onset50000/rep0006,3170000,0.1798
onset50000/rep0006,3180000,0.1611
onset50000/rep0006,3190000,0.1638
onset50000/rep0006,3200000,0.1662
onset50000/rep0006,3210000,0.1361
onset50000/rep0006,3220000,0.1456
onset50000/rep0006,3230000,0.1504
onset50000/rep0006,3240000,0.2061
onset50000/rep0006,3250000,0.195
onset50000/rep0006,3260000,0.2251
onset50000/rep0006,3270000,0.3365
onset50000/rep0006,3280000,0.351
onset50000/rep0006,3290000,0.3479
onset50000/rep0006,3300000,0.33
onset50000/rep0006,3310000,0.3142
onset50000/rep0006,3320000,0.191
onset50000/rep0006,3330000,0.1683
onset50000/rep0006,3340000,0.1698
onset50000/rep0006,3350000,0.1463
onset50000/rep0006,3360000,0.1542
onset50000/rep0006,3370000,0.1542
onset50000/rep0006,3380000,0.1503
onset50000/rep0006,3390000,0.1602
onset50000/rep0006,3400000,0.1498
onset50000/rep0006,3410000,0.1414
onset50000/rep0006,3420000,0.1327
onset50000/rep0006,3430000,0.1139
onset50000/rep0006,3440000,0.1069
onset50000/rep0006,3450000,0.0852
onset50000/rep0006,3460000,0.1037
onset50000/rep0006,3470000,0.1157
onset50000/rep0006,3480000,0.1463
onset50000/rep0006,3490000,0.202
onset50000/rep0006,3500000,0.2384
onset50000/rep0006,3510000,0.1861
onset50000/rep0006,3520000,0.1075
onset50000/rep0006,3530000,0.1089
onset50000/rep0006,3540000,0.1123
onset50000/rep0006,3550000,0.1252
onset50000/rep0006,3560000,0.1218
onset50000/rep0006,3570000,0.1165
onset50000/rep0006,3580000,0.1274
onset50000/rep0006,3590000,0.137
onset50000/rep0006,3600000,0.1469
onset50000/rep0006,3610000,0.1352
onset50000/rep0006,3620000,0.1452
onset50000/rep0006,3630000,0.1538
onset50000/rep0006,3640000,0.155
onset50000/rep0006,3650000,0.1557
onset50000/rep0006,3660000,0.1474
onset50000/rep0006,3670000,0.2204
onset50000/rep0006,3680000,0.2744
onset50000/rep0006,3690000,0.2375
onset50000/rep0006,3700000,0.2415
onset50000/rep0006,3710000,0.2109
onset50000/rep0006,3720000,0.1543
onset50000/rep0006,3730000,0.1475
onset50000/rep0006,3740000,0.1702
onset50000/rep0006,3750000,0.1643
onset50000/rep0006,3760000,0.1253
onset50000/rep0006,3770000,0.1593
onset50000/rep0006,3780000,0.1788
onset50000/rep0006,3790000,0.1698
onset50000/rep0006,3800000,0.1448
onset50000/rep0006,3810000,0.1304
onset50000/rep0006,3820000,0.1365
onset50000/rep0006,3830000,0.1238
onset50000/rep0006,3840000,0.1286
onset50000/rep0006,3850000,0.1194
onset50000/rep0006,3860000,0.1286
onset50000/rep0006,3870000,0.1732
onset50000/rep0006,3880000,0.2243
onset50000/rep0006,3890000,0.2197
onset50000/rep0006,3900000,0.1877
onset50000/rep0006,3910000,0.148
onset50000/rep0006,3920000,0.1628
onset50000/rep0006,3930000,0.2927
onset50000/rep0006,3940000,0.3363
onset50000/rep0006,3950000,0.3637
onset50000/rep0006,3960000,0.3624
onset50000/rep0006,3970000,0.3278
onset50000/rep0006,3980000,0.2941
onset50000/rep0006,3990000,0.2409
onset50000/rep0006,4000000,0.2022
onset50000/rep0006,4010000,0.1871
onset50000/rep0006,4020000,0.1661
onset50000/rep0006,4030000,0.1329
onset50000/rep0006,4040000,0.142
onset50000/rep0006,4050000,0.1254
onset50000/rep0006,4060000,0.1222
onset50000/rep0006,4070000,0.1151
onset50000/rep0006,4080000,0.1053
onset50000/rep0006,4090000,0.0859
onset50000/rep0006,4100000,0.0945
onset50000/rep0006,4110000,0.1023
onset50000/rep0006,4120000,0.1012
onset50000/rep0006,4130000,0.1243
onset50000/rep0006,4140000,0.1421
onset50000/rep0006,4150000,0.2015
onset50000/rep0006,4160000,0.3046
onset50000/rep0006,4170000,0.3038
onset50000/rep0006,4180000,0.2619
onset50000/rep0006,4190000,0.2381
onset50000/rep0006,4200000,0.143
onset50000/rep0006,4210000,0.1097
onset50000/rep0006,4220000,0.0958
onset50000/rep0006,4230000,0.0963
onset50000/rep0006,4240000,0.1059
onset50000/rep0006,4250000,0.1051
onset50000/rep0006,4260000,0.1082
onset50000/rep0006,4270000,0.1087
onset50000/rep0006,4280000,0.1107
onset50000/rep0006,4290000,0.1194
onset50000/rep0006,4300000,0.0964
onset50000/rep0006,4310000,0.0894
onset50000/rep0006,4320000,0.1133
onset50000/rep0006,4330000,0.1334
onset50000/rep0006,4340000,0.138
onset50000/rep0006,4350000,0.1208
onset50000/rep0006,4360000,0.1089
onset50000/rep0006,4370000,0.1046
onset50000/rep0006,4380000,0.1028
onset50000/rep0006,4390000,0.0969
onset50000/rep0006,4400000,0.0931
onset50000/rep0006,4410000,0.0877
onset50000/rep0006,4420000,0.0781
onset50000/rep0006,4430000,0.0965
onset50000/rep0006,4440000,0.1209
onset50000/rep0006,4450000,0.1119
onset50000/rep0006,4460000,0.1073
onset50000/rep0006,4470000,0.1214
onset50000/rep0006,4480000,0.1546
onset50000/rep0006,4490000,0.1989
onset50000/rep0006,4500000,0.2061
onset50000/rep0006,4510000,0.208
onset50000/rep0006,4520000,0.2013
onset50000/rep0006,4530000,0.1773
onset50000/rep0006,4540000,0.1731
onset50000/rep0006,4550000,0.182
onset50000/rep0006,4560000,0.1731
onset50000/rep0006,4570000,0.1737
onset50000/rep0006,4580000,0.1686
onset50000/rep0006,4590000,0.1876
onset50000/rep0006,4600000,0.2076
onset50000/rep0006,4610000,0.2574
onset50000/rep0006,4620000,0.2672
onset50000/rep0006,4630000,0.291
onset50000/rep0006,4640000,0.2644
onset50000/rep0006,4650000,0.2067
onset50000/rep0006,4660000,0.2072
onset50000/rep0006,4670000,0.2465
onset50000/rep0006,4680000,0.2462
onset50000/rep0006,4690000,0.2404
onset50000/rep0006,4700000,0.2253
onset50000/rep0006,4710000,0.1885
onset50000/rep0006,4720000,0.1886
onset50000/rep0006,4730000,0.208
onset50000/rep0006,4740000,0.2127
onset50000/rep0006,4750000,0.234
onset50000/rep0006,4760000,0.2337
onset50000/rep0006,4770000,0.2372
onset50000/rep0006,4780000,0.2318
onset50000/rep0006,4790000,0.2024
onset50000/rep0006,4800000,0.1927
onset50000/rep0006,4810000,0.2008
onset50000/rep0006,4820000,0.168
onset50000/rep0006,4830000,0.1646
onset50000/rep0006,4840000,0.1671
onset50000/rep0006,4850000,0.1245
onset50000/rep0006,4860000,0.1107
onset50000/rep0006,4870000,0.1166
onset50000/rep0006,4880000,0.1176
onset50000/rep0006,4890000,0.1043
onset50000/rep0006,4900000,0.0957
onset50000/rep0006,4910000,0.0977
onset50000/rep0006,4920000,0.0991
onset50000/rep0006,4930000,0.096
onset50000/rep0006,4940000,0.0908
onset50000/rep0006,4950000,0.11
onset50000/rep0006,4960000,0.1714
onset50000/rep0006,4970000,0.1818
onset50000/rep0006,4980000,0.1842
onset50000/rep0006,4990000,0.1585
onset50000/rep0006,5000000,0.1685
onset50000/rep0006,5010000,0.2014
onset50000/rep0006,5020000,0.2403
onset50000/rep0006,5030000,0.2766
onset50000/rep0006,5040000,0.2598
onset50000/rep0006,5050000,0.3627
onset50000/rep0006,5060000,0.4214
onset50000/rep0006,5070000,0.4459
onset50000/rep0006,5080000,0.4379
onset50000/rep0006,5090000,0.4397
onset50000/rep0006,5100000,0.431
onset50000/rep0006,5110000,0.3371
onset50000/rep0006,5120000,0.2389
onset50000/rep0006,5130000,0.1404
onset50000/rep0006,5140000,0.1347
onset50000/rep0006,5150000,0.1322
onset50000/rep0006,5160000,0.1144
onset50000/rep0006,5170000,0.1147
onset50000/rep0006,5180000,0.1093
onset50000/rep0006,5190000,0.0988
onset50000/rep0006,5200000,0.1003
onset50000/rep0006,5210000,0.1063
onset50000/rep0006,5220000,0.1399
onset50000/rep0006,5230000,0.1495
onset50000/rep0006,5240000,0.1526
onset50000/rep0006,5250000,0.1544
onset50000/rep0006,5260000,0.1541
onset50000/rep0006,5270000,0.152
onset50000/rep0006,5280000,0.137
onset50000/rep0006,5290000,0.117
onset50000/rep0006,5300000,0.1185
onset50000/rep0006,5310000,0.1278
onset50000/rep0006,5320000,0.1235
onset50000/rep0006,5330000,0.1252
onset50000/rep0006,5340000,0.1348
onset50000/rep0006,5350000,0.1271
onset50000/rep0006,5360000,0.1347
onset50000/rep0006,5370000,0.1277
