source,distance_bp,mode,cutoff_years,n,mean,sem
decoded,1280000.0,neutral,5000,1000,0.0047346,2.1503070060389565e-05
decoded,1280000.0,neutral,10000,1000,0.02144021,0.00013478429159646596
decoded,1280000.0,neutral,20000,1000,0.07642188000000001,0.0005645255421620473
decoded,1280000.0,neutral,30000,1000,0.13141186,0.001016625861112082
decoded,1280000.0,neutral,40000,1000,0.17770156,0.0013861219013823756
decoded,1280000.0,neutral,50000,1000,0.21598683,0.0016784575281265908
decoded,1280000.0,selected,5000,100,0.0047086,6.931643442076402e-05
decoded,1280000.0,selected,10000,100,0.021289399999999997,0.000377755220300986
decoded,1280000.0,selected,20000,100,0.0738908,0.0018104696007813926
decoded,1280000.0,selected,30000,100,0.12697809999999998,0.0036184884887661773
decoded,1280000.0,selected,40000,100,0.17212339999999998,0.004857079037046979
decoded,1280000.0,selected,50000,100,0.20965859999999995,0.005875182481619038
decoded,1330000.0,neutral,5000,1000,0.00474212,2.1654787817834545e-05
decoded,1330000.0,neutral,10000,1000,0.02145531,0.00013689849269148732
decoded,1330000.0,neutral,20000,1000,0.07659949999999999,0.0005679683785467541
decoded,1330000.0,neutral,30000,1000,0.13226644999999998,0.0010376198660800515
decoded,1330000.0,neutral,40000,1000,0.17912793999999999,0.0014278113772783455
decoded,1330000.0,neutral,50000,1000,0.21758713999999998,0.0017364726478920644
decoded,1330000.0,selected,5000,100,0.004751300000000001,7.097327068351262e-05
decoded,1330000.0,selected,10000,100,0.0214384,0.0003610977572666858
decoded,1330000.0,selected,20000,100,0.0731265,0.001491438532580088
decoded,1330000.0,selected,30000,100,0.1253343,0.002922513396137999
decoded,1330000.0,selected,40000,100,0.17028510000000005,0.0041351319095029974
decoded,1330000.0,selected,50000,100,0.2065686,0.005055952329680335
decoded,1380000.0,neutral,5000,1000,0.00474283,2.2138260855218364e-05
decoded,1380000.0,neutral,10000,1000,0.0213824,0.0001332601489842605
decoded,1380000.0,neutral,20000,1000,0.07612446,0.0005620985261157171
decoded,1380000.0,neutral,30000,1000,0.13089794000000002,0.001002186386611747
decoded,1380000.0,neutral,40000,1000,0.17731036,0.001373107608738505
decoded,1380000.0,neutral,50000,1000,0.21551673999999996,0.0016613034813752813
decoded,1380000.0,selected,5000,100,0.0047947,7.461787569836984e-05
decoded,1380000.0,selected,10000,100,0.0213244,0.00032445647853702423
decoded,1380000.0,selected,20000,100,0.0737482,0.001467685261859227
decoded,1380000.0,selected,30000,100,0.1253056,0.002836678934987536
decoded,1380000.0,selected,40000,100,0.1686818,0.0039919659352102175
decoded,1380000.0,selected,50000,100,0.20434420000000003,0.004800970920700743
decoded,1430000.0,neutral,5000,1000,0.004744730000000001,2.2232260355179822e-05
decoded,1430000.0,neutral,10000,1000,0.021256979999999998,0.00012493915828463417
decoded,1430000.0,neutral,20000,1000,0.07509341,0.000535236877454167
decoded,1430000.0,neutral,30000,1000,0.12861090000000003,0.000953666280920829
decoded,1430000.0,neutral,40000,1000,0.17409712000000002,0.0013068201753402326
decoded,1430000.0,neutral,50000,1000,0.21218067000000002,0.0015851278926595125
decoded,1430000.0,selected,5000,100,0.0048499,7.533152250438248e-05
decoded,1430000.0,selected,10000,100,0.0213434,0.0003405783915753916
decoded,1430000.0,selected,20000,100,0.07423940000000001,0.0014420824085784115
decoded,1430000.0,selected,30000,100,0.12441980000000001,0.002467152798042491
decoded,1430000.0,selected,40000,100,0.16619899999999999,0.003346302849052332
decoded,1430000.0,selected,50000,100,0.2017894,0.0041811605460105395
decoded,1480000.0,neutral,5000,1000,0.004750809999999999,2.2015042720967092e-05
decoded,1480000.0,neutral,10000,1000,0.0212667,0.0001231569191590011
decoded,1480000.0,neutral,20000,1000,0.07543578,0.0005293795070212428
decoded,1480000.0,neutral,30000,1000,0.12951148999999998,0.0009523775073974062
decoded,1480000.0,neutral,40000,1000,0.17560119999999999,0.0013221470306023194
decoded,1480000.0,neutral,50000,1000,0.21372553,0.0016134486437581908
decoded,1480000.0,selected,5000,100,0.0048541999999999995,7.725834661194945e-05
decoded,1480000.0,selected,10000,100,0.0211513,0.0003469798019039335
decoded,1480000.0,selected,20000,100,0.07461999999999999,0.0015011609379464153
decoded,1480000.0,selected,30000,100,0.1270097,0.002706784605039863
decoded,1480000.0,selected,40000,100,0.171189,0.003768043418276945
decoded,1480000.0,selected,50000,100,0.2072293,0.004525411401031498
decoded,1530000.0,neutral,5000,1000,0.00475817,2.199165714729302e-05
decoded,1530000.0,neutral,10000,1000,0.02135492,0.0001247488367315137
decoded,1530000.0,neutral,20000,1000,0.07607032999999999,0.00053902107222947
decoded,1530000.0,neutral,30000,1000,0.13050790999999998,0.000984495375345144
decoded,1530000.0,neutral,40000,1000,0.17684614999999998,0.0013517740872869847
decoded,1530000.0,neutral,50000,1000,0.21539403,0.001644271756574493
decoded,1530000.0,selected,5000,100,0.0048369,7.456482434970949e-05
decoded,1530000.0,selected,10000,100,0.021129499999999996,0.0003459895594559542
decoded,1530000.0,selected,20000,100,0.07380140000000002,0.0014788804803470479
decoded,1530000.0,selected,30000,100,0.126748,0.002854691884875802
decoded,1530000.0,selected,40000,100,0.17193930000000002,0.003917125889919133
decoded,1530000.0,selected,50000,100,0.2089366,0.004726850041790596
decoded,1580000.0,neutral,5000,1000,0.004741120000000001,2.215615582272432e-05
decoded,1580000.0,neutral,10000,1000,0.02128278,0.00012239203520606186
decoded,1580000.0,neutral,20000,1000,0.07620522000000002,0.0005718454556755495
decoded,1580000.0,neutral,30000,1000,0.13081034,0.0010543558795801376
