source,cutoff_years,alpha,stride_bp,max_gap_strides,min_significant_strides,mode,subset,n,power,fdr_mean,fdr_pooled,f1_mean,fp_mean,any_call,focal_significant,tp_total,fp_total,power_50000,overlap_power_50000,overlap_fdr_50000,power_100000,overlap_power_100000,overlap_fdr_100000,power_250000,overlap_power_250000,overlap_fdr_250000,power_500000,overlap_power_500000,overlap_fdr_500000
decoded,20000,0.001,20000,0,10,selected,nonfixed,100,0.02,0.0,0.0,0.02,0.0,0.02,0.14,2,0,0.01,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.0
decoded,20000,0.001,20000,0,20,neutral,all,1000,0.0,0.0,,0.0,0.0,0.0,0.001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,20000,0,20,selected,all,100,0.0,0.0,,0.0,0.0,0.0,0.14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,20000,0,20,selected,nonfixed,100,0.0,0.0,,0.0,0.0,0.0,0.14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,20000,1,1,neutral,all,1000,0.0,0.195,1.0,0.0,0.226,0.195,0.001,0,226,0.0,0.0,0.195,0.0,0.0,0.195,0.0,0.0,0.195,0.0,0.0,0.195
decoded,20000,0.001,20000,1,1,selected,all,100,0.31,0.14,0.40384615384615385,0.2816666666666667,0.21,0.41,0.14,31,21,0.27,0.31,0.14,0.31,0.32,0.13,0.34,0.34,0.11,0.34,0.34,0.11
decoded,20000,0.001,20000,1,1,selected,nonfixed,100,0.31,0.14,0.40384615384615385,0.2816666666666667,0.21,0.41,0.14,31,21,0.27,0.31,0.14,0.31,0.32,0.13,0.34,0.34,0.11,0.34,0.34,0.11
decoded,20000,0.001,20000,1,3,neutral,all,1000,0.0,0.075,1.0,0.0,0.081,0.075,0.001,0,81,0.0,0.0,0.075,0.0,0.0,0.075,0.0,0.0,0.075,0.0,0.0,0.075
decoded,20000,0.001,20000,1,3,selected,all,100,0.18,0.04666666666666666,0.28,0.16833333333333333,0.07,0.21,0.14,18,7,0.14,0.18,0.04666666666666666,0.18,0.19,0.03666666666666667,0.19,0.19,0.03666666666666667,0.19,0.19,0.03666666666666667
decoded,20000,0.001,20000,1,3,selected,nonfixed,100,0.18,0.04666666666666666,0.28,0.16833333333333333,0.07,0.21,0.14,18,7,0.14,0.18,0.04666666666666666,0.18,0.19,0.03666666666666667,0.19,0.19,0.03666666666666667,0.19,0.19,0.03666666666666667
decoded,20000,0.001,20000,1,5,neutral,all,1000,0.0,0.014,1.0,0.0,0.014,0.014,0.001,0,14,0.0,0.0,0.014,0.0,0.0,0.014,0.0,0.0,0.014,0.0,0.0,0.014
decoded,20000,0.001,20000,1,5,selected,all,100,0.09,0.02,0.18181818181818182,0.09,0.02,0.11,0.14,9,2,0.08,0.09,0.02,0.09,0.1,0.01,0.11,0.11,0.0,0.11,0.11,0.0
decoded,20000,0.001,20000,1,5,selected,nonfixed,100,0.09,0.02,0.18181818181818182,0.09,0.02,0.11,0.14,9,2,0.08,0.09,0.02,0.09,0.1,0.01,0.11,0.11,0.0,0.11,0.11,0.0
decoded,20000,0.001,20000,1,10,neutral,all,1000,0.0,0.001,1.0,0.0,0.001,0.001,0.001,0,1,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001
decoded,20000,0.001,20000,1,10,selected,all,100,0.02,0.0,0.0,0.02,0.0,0.02,0.14,2,0,0.01,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.0
decoded,20000,0.001,20000,1,10,selected,nonfixed,100,0.02,0.0,0.0,0.02,0.0,0.02,0.14,2,0,0.01,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.0
decoded,20000,0.001,20000,1,20,neutral,all,1000,0.0,0.0,,0.0,0.0,0.0,0.001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,20000,1,20,selected,all,100,0.0,0.0,,0.0,0.0,0.0,0.14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,20000,1,20,selected,nonfixed,100,0.0,0.0,,0.0,0.0,0.0,0.14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,0,1,neutral,all,1000,0.0,0.143,1.0,0.0,0.164,0.143,0.001,0,164,0.0,0.0,0.143,0.0,0.0,0.143,0.0,0.0,0.143,0.0,0.0,0.143
decoded,20000,0.001,50000,0,1,selected,all,100,0.23,0.06833333333333333,0.34285714285714286,0.21,0.12,0.27,0.14,23,12,0.2,0.22,0.07833333333333332,0.23,0.24,0.05833333333333333,0.24,0.24,0.05833333333333333,0.24,0.24,0.05833333333333333
decoded,20000,0.001,50000,0,1,selected,nonfixed,100,0.23,0.06833333333333333,0.34285714285714286,0.21,0.12,0.27,0.14,23,12,0.2,0.22,0.07833333333333332,0.23,0.24,0.05833333333333333,0.24,0.24,0.05833333333333333,0.24,0.24,0.05833333333333333
decoded,20000,0.001,50000,0,3,neutral,all,1000,0.0,0.008,1.0,0.0,0.008,0.008,0.001,0,8,0.0,0.0,0.008,0.0,0.0,0.008,0.0,0.0,0.008,0.0,0.0,0.008
decoded,20000,0.001,50000,0,3,selected,all,100,0.04,0.0,0.0,0.04,0.0,0.04,0.14,4,0,0.02,0.04,0.0,0.04,0.04,0.0,0.04,0.04,0.0,0.04,0.04,0.0
decoded,20000,0.001,50000,0,3,selected,nonfixed,100,0.04,0.0,0.0,0.04,0.0,0.04,0.14,4,0,0.02,0.04,0.0,0.04,0.04,0.0,0.04,0.04,0.0,0.04,0.04,0.0
decoded,20000,0.001,50000,0,5,neutral,all,1000,0.0,0.0,,0.0,0.0,0.0,0.001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,0,5,selected,all,100,0.0,0.0,,0.0,0.0,0.0,0.14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,0,5,selected,nonfixed,100,0.0,0.0,,0.0,0.0,0.0,0.14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,0,10,neutral,all,1000,0.0,0.0,,0.0,0.0,0.0,0.001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,0,10,selected,all,100,0.0,0.0,,0.0,0.0,0.0,0.14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,0,10,selected,nonfixed,100,0.0,0.0,,0.0,0.0,0.0,0.14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,0,20,neutral,all,1000,0.0,0.0,,0.0,0.0,0.0,0.001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,0,20,selected,all,100,0.0,0.0,,0.0,0.0,0.0,0.14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,0,20,selected,nonfixed,100,0.0,0.0,,0.0,0.0,0.0,0.14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,1,1,neutral,all,1000,0.0,0.143,1.0,0.0,0.158,0.143,0.001,0,158,0.0,0.0,0.143,0.0,0.0,0.143,0.0,0.0,0.143,0.0,0.0,0.143
decoded,20000,0.001,50000,1,1,selected,all,100,0.23,0.06166666666666666,0.28125,0.215,0.09,0.27,0.14,23,9,0.2,0.22,0.07166666666666666,0.23,0.24,0.05166666666666666,0.24,0.24,0.05166666666666666,0.24,0.24,0.05166666666666666
decoded,20000,0.001,50000,1,1,selected,nonfixed,100,0.23,0.06166666666666666,0.28125,0.215,0.09,0.27,0.14,23,9,0.2,0.22,0.07166666666666666,0.23,0.24,0.05166666666666666,0.24,0.24,0.05166666666666666,0.24,0.24,0.05166666666666666
decoded,20000,0.001,50000,1,3,neutral,all,1000,0.0,0.009,1.0,0.0,0.009,0.009,0.001,0,9,0.0,0.0,0.009,0.0,0.0,0.009,0.0,0.0,0.009,0.0,0.0,0.009
decoded,20000,0.001,50000,1,3,selected,all,100,0.05,0.01,0.16666666666666666,0.05,0.01,0.06,0.14,5,1,0.03,0.05,0.01,0.05,0.05,0.01,0.05,0.05,0.01,0.05,0.05,0.01
decoded,20000,0.001,50000,1,3,selected,nonfixed,100,0.05,0.01,0.16666666666666666,0.05,0.01,0.06,0.14,5,1,0.03,0.05,0.01,0.05,0.05,0.01,0.05,0.05,0.01,0.05,0.05,0.01
decoded,20000,0.001,50000,1,5,neutral,all,1000,0.0,0.0,,0.0,0.0,0.0,0.001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,1,5,selected,all,100,0.0,0.0,,0.0,0.0,0.0,0.14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,1,5,selected,nonfixed,100,0.0,0.0,,0.0,0.0,0.0,0.14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,1,10,neutral,all,1000,0.0,0.0,,0.0,0.0,0.0,0.001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,1,10,selected,all,100,0.0,0.0,,0.0,0.0,0.0,0.14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,1,10,selected,nonfixed,100,0.0,0.0,,0.0,0.0,0.0,0.14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,1,20,neutral,all,1000,0.0,0.0,,0.0,0.0,0.0,0.001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,1,20,selected,all,100,0.0,0.0,,0.0,0.0,0.0,0.14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,1,20,selected,nonfixed,100,0.0,0.0,,0.0,0.0,0.0,0.14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.01,10000,0,1,neutral,all,1000,0.0,0.821,1.0,0.0,2.063,0.821,0.01,0,2063,0.0,0.0,0.821,0.0,0.0,0.821,0.0,0.0,0.821,0.0,0.0,0.821
decoded,20000,0.01,10000,0,1,selected,all,100,0.47,0.6720512265512266,0.8112449799196787,0.2518333333333333,2.02,0.86,0.33,47,202,0.41,0.48,0.6665512265512266,0.47,0.52,0.6462178932178932,0.56,0.56,0.6328845598845599,0.57,0.58,0.6178845598845598
decoded,20000,0.01,10000,0,1,selected,nonfixed,100,0.47,0.6720512265512266,0.8112449799196787,0.2518333333333333,2.02,0.86,0.33,47,202,0.41,0.48,0.6665512265512266,0.47,0.52,0.6462178932178932,0.56,0.56,0.6328845598845599,0.57,0.58,0.6178845598845598
decoded,20000,0.01,10000,0,3,neutral,all,1000,0.0,0.702,1.0,0.0,1.335,0.702,0.01,0,1335,0.0,0.0,0.702,0.0,0.0,0.702,0.0,0.0,0.702,0.0,0.0,0.702
decoded,20000,0.01,10000,0,3,selected,all,100,0.4,0.5578214285714285,0.7687861271676301,0.26005555555555554,1.33,0.77,0.33,40,133,0.35,0.42,0.5494880952380953,0.4,0.45,0.531154761904762,0.5,0.5,0.5053214285714286,0.51,0.52,0.4903214285714286
decoded,20000,0.01,10000,0,3,selected,nonfixed,100,0.4,0.5578214285714285,0.7687861271676301,0.26005555555555554,1.33,0.77,0.33,40,133,0.35,0.42,0.5494880952380953,0.4,0.45,0.531154761904762,0.5,0.5,0.5053214285714286,0.51,0.52,0.4903214285714286
decoded,20000,0.01,10000,0,5,neutral,all,1000,0.0,0.56,1.0,0.0,0.911,0.56,0.01,0,911,0.0,0.0,0.56,0.0,0.0,0.56,0.0,0.0,0.56,0.0,0.0,0.56
decoded,20000,0.01,10000,0,5,selected,all,100,0.36,0.4613095238095238,0.7251908396946565,0.2623333333333333,0.95,0.69,0.33,36,95,0.33,0.38,0.45130952380952377,0.36,0.4,0.4313095238095238,0.44,0.44,0.4038095238095238,0.44,0.44,0.4038095238095238
decoded,20000,0.01,10000,0,5,selected,nonfixed,100,0.36,0.4613095238095238,0.7251908396946565,0.2623333333333333,0.95,0.69,0.33,36,95,0.33,0.38,0.45130952380952377,0.36,0.4,0.4313095238095238,0.44,0.44,0.4038095238095238,0.44,0.44,0.4038095238095238
decoded,20000,0.01,10000,0,10,neutral,all,1000,0.0,0.201,1.0,0.0,0.227,0.201,0.01,0,227,0.0,0.0,0.201,0.0,0.0,0.201,0.0,0.0,0.201,0.0,0.0,0.201
decoded,20000,0.01,10000,0,10,selected,all,100,0.23,0.1575,0.46511627906976744,0.21066666666666667,0.2,0.36,0.33,23,20,0.2,0.25,0.1375,0.23,0.27,0.1175,0.29,0.29,0.0975,0.29,0.29,0.0975
decoded,20000,0.01,10000,0,10,selected,nonfixed,100,0.23,0.1575,0.46511627906976744,0.21066666666666667,0.2,0.36,0.33,23,20,0.2,0.25,0.1375,0.23,0.27,0.1175,0.29,0.29,0.0975,0.29,0.29,0.0975
decoded,20000,0.01,10000,0,20,neutral,all,1000,0.0,0.019,1.0,0.0,0.019,0.019,0.01,0,19,0.0,0.0,0.019,0.0,0.0,0.019,0.0,0.0,0.019,0.0,0.0,0.019
decoded,20000,0.01,10000,0,20,selected,all,100,0.1,0.02,0.16666666666666666,0.1,0.02,0.12,0.33,10,2,0.09,0.11,0.01,0.1,0.11,0.01,0.12,0.12,0.0,0.12,0.12,0.0
decoded,20000,0.01,10000,0,20,selected,nonfixed,100,0.1,0.02,0.16666666666666666,0.1,0.02,0.12,0.33,10,2,0.09,0.11,0.01,0.1,0.11,0.01,0.12,0.12,0.0,0.12,0.12,0.0
decoded,20000,0.01,10000,1,1,neutral,all,1000,0.0,0.821,1.0,0.0,1.889,0.821,0.01,0,1889,0.0,0.0,0.821,0.0,0.0,0.821,0.0,0.0,0.821,0.0,0.0,0.821
decoded,20000,0.01,10000,1,1,selected,all,100,0.45,0.6711666666666666,0.8034934497816594,0.2512380952380952,1.84,0.86,0.33,45,184,0.4,0.48,0.6536666666666666,0.45,0.52,0.6311666666666667,0.56,0.56,0.6178333333333333,0.57,0.58,0.6028333333333333
decoded,20000,0.01,10000,1,1,selected,nonfixed,100,0.45,0.6711666666666666,0.8034934497816594,0.2512380952380952,1.84,0.86,0.33,45,184,0.4,0.48,0.6536666666666666,0.45,0.52,0.6311666666666667,0.56,0.56,0.6178333333333333,0.57,0.58,0.6028333333333333
decoded,20000,0.01,10000,1,3,neutral,all,1000,0.0,0.713,1.0,0.0,1.315,0.713,0.01,0,1315,0.0,0.0,0.713,0.0,0.0,0.713,0.0,0.0,0.713,0.0,0.0,0.713
decoded,20000,0.01,10000,1,3,selected,all,100,0.39,0.5581666666666666,0.7678571428571429,0.25699999999999995,1.29,0.77,0.33,39,129,0.34,0.42,0.5398333333333334,0.39,0.46,0.5173333333333333,0.5,0.5,0.494,0.51,0.52,0.479
decoded,20000,0.01,10000,1,3,selected,nonfixed,100,0.39,0.5581666666666666,0.7678571428571429,0.25699999999999995,1.29,0.77,0.33,39,129,0.34,0.42,0.5398333333333334,0.39,0.46,0.5173333333333333,0.5,0.5,0.494,0.51,0.52,0.479
decoded,20000,0.01,10000,1,5,neutral,all,1000,0.0,0.568,1.0,0.0,0.91,0.568,0.01,0,910,0.0,0.0,0.568,0.0,0.0,0.568,0.0,0.0,0.568,0.0,0.0,0.568
decoded,20000,0.01,10000,1,5,selected,all,100,0.35,0.4651666666666667,0.7222222222222222,0.2573333333333333,0.91,0.69,0.33,35,91,0.32,0.38,0.44516666666666665,0.35,0.42,0.4126666666666667,0.44,0.44,0.39766666666666667,0.44,0.44,0.39766666666666667
decoded,20000,0.01,10000,1,5,selected,nonfixed,100,0.35,0.4651666666666667,0.7222222222222222,0.2573333333333333,0.91,0.69,0.33,35,91,0.32,0.38,0.44516666666666665,0.35,0.42,0.4126666666666667,0.44,0.44,0.39766666666666667,0.44,0.44,0.39766666666666667
decoded,20000,0.01,10000,1,10,neutral,all,1000,0.0,0.219,1.0,0.0,0.248,0.219,0.01,0,248,0.0,0.0,0.219,0.0,0.0,0.219,0.0,0.0,0.219,0.0,0.0,0.219
decoded,20000,0.01,10000,1,10,selected,all,100,0.22,0.16833333333333333,0.4883720930232558,0.2,0.21,0.36,0.33,22,21,0.19,0.25,0.1383333333333333,0.22,0.28,0.10833333333333332,0.29,0.29,0.09833333333333333,0.29,0.29,0.09833333333333333
decoded,20000,0.01,10000,1,10,selected,nonfixed,100,0.22,0.16833333333333333,0.4883720930232558,0.2,0.21,0.36,0.33,22,21,0.19,0.25,0.1383333333333333,0.22,0.28,0.10833333333333332,0.29,0.29,0.09833333333333333,0.29,0.29,0.09833333333333333
decoded,20000,0.01,10000,1,20,neutral,all,1000,0.0,0.029,1.0,0.0,0.029,0.029,0.01,0,29,0.0,0.0,0.029,0.0,0.0,0.029,0.0,0.0,0.029,0.0,0.0,0.029
decoded,20000,0.01,10000,1,20,selected,all,100,0.09,0.035,0.3076923076923077,0.08666666666666666,0.04,0.12,0.33,9,4,0.08,0.11,0.015,0.09,0.11,0.015,0.12,0.12,0.005,0.12,0.12,0.005
decoded,20000,0.01,10000,1,20,selected,nonfixed,100,0.09,0.035,0.3076923076923077,0.08666666666666666,0.04,0.12,0.33,9,4,0.08,0.11,0.015,0.09,0.11,0.015,0.12,0.12,0.005,0.12,0.12,0.005
decoded,20000,0.01,20000,0,1,neutral,all,1000,0.0,0.79,1.0,0.0,1.746,0.79,0.01,0,1746,0.0,0.0,0.79,0.0,0.0,0.79,0.0,0.0,0.79,0.0,0.0,0.79
decoded,20000,0.01,20000,0,1,selected,all,100,0.42,0.6308888888888888,0.8009478672985783,0.24152380952380953,1.69,0.82,0.33,42,169,0.35,0.41,0.6237222222222222,0.42,0.48,0.5950555555555556,0.52,0.52,0.5725555555555555,0.54,0.54,0.5575555555555556
decoded,20000,0.01,20000,0,1,selected,nonfixed,100,0.42,0.6308888888888888,0.8009478672985783,0.24152380952380953,1.69,0.82,0.33,42,169,0.35,0.41,0.6237222222222222,0.42,0.48,0.5950555555555556,0.52,0.52,0.5725555555555555,0.54,0.54,0.5575555555555556
decoded,20000,0.01,20000,0,3,neutral,all,1000,0.0,0.537,1.0,0.0,0.82,0.537,0.01,0,820,0.0,0.0,0.537,0.0,0.0,0.537,0.0,0.0,0.537,0.0,0.0,0.537
decoded,20000,0.01,20000,0,3,selected,all,100,0.35,0.43799999999999994,0.6956521739130435,0.26466666666666666,0.8,0.67,0.33,35,80,0.3,0.36,0.428,0.35,0.4,0.39799999999999996,0.44,0.44,0.3696666666666667,0.44,0.44,0.3696666666666667
decoded,20000,0.01,20000,0,3,selected,nonfixed,100,0.35,0.43799999999999994,0.6956521739130435,0.26466666666666666,0.8,0.67,0.33,35,80,0.3,0.36,0.428,0.35,0.4,0.39799999999999996,0.44,0.44,0.3696666666666667,0.44,0.44,0.3696666666666667
decoded,20000,0.01,20000,0,5,neutral,all,1000,0.0,0.239,1.0,0.0,0.28,0.239,0.01,0,280,0.0,0.0,0.239,0.0,0.0,0.239,0.0,0.0,0.239,0.0,0.0,0.239
decoded,20000,0.01,20000,0,5,selected,all,100,0.24,0.20666666666666664,0.5,0.22166666666666665,0.24,0.42,0.33,24,24,0.2,0.26,0.18666666666666665,0.24,0.29,0.15666666666666665,0.31,0.31,0.13666666666666666,0.31,0.31,0.13666666666666666
decoded,20000,0.01,20000,0,5,selected,nonfixed,100,0.24,0.20666666666666664,0.5,0.22166666666666665,0.24,0.42,0.33,24,24,0.2,0.26,0.18666666666666665,0.24,0.29,0.15666666666666665,0.31,0.31,0.13666666666666666,0.31,0.31,0.13666666666666666
decoded,20000,0.01,20000,0,10,neutral,all,1000,0.0,0.029,1.0,0.0,0.029,0.029,0.01,0,29,0.0,0.0,0.029,0.0,0.0,0.029,0.0,0.0,0.029,0.0,0.0,0.029
decoded,20000,0.01,20000,0,10,selected,all,100,0.09,0.035,0.3076923076923077,0.08666666666666666,0.04,0.12,0.33,9,4,0.08,0.11,0.015,0.09,0.11,0.015,0.12,0.12,0.005,0.12,0.12,0.005
decoded,20000,0.01,20000,0,10,selected,nonfixed,100,0.09,0.035,0.3076923076923077,0.08666666666666666,0.04,0.12,0.33,9,4,0.08,0.11,0.015,0.09,0.11,0.015,0.12,0.12,0.005,0.12,0.12,0.005
decoded,20000,0.01,20000,0,20,neutral,all,1000,0.0,0.001,1.0,0.0,0.001,0.001,0.01,0,1,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001
decoded,20000,0.01,20000,0,20,selected,all,100,0.01,0.01,0.5,0.01,0.01,0.02,0.33,1,1,0.01,0.02,0.0,0.01,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.0
decoded,20000,0.01,20000,0,20,selected,nonfixed,100,0.01,0.01,0.5,0.01,0.01,0.02,0.33,1,1,0.01,0.02,0.0,0.01,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.0
decoded,20000,0.01,20000,1,1,neutral,all,1000,0.0,0.79,1.0,0.0,1.63,0.79,0.01,0,1630,0.0,0.0,0.79,0.0,0.0,0.79,0.0,0.0,0.79,0.0,0.0,0.79
decoded,20000,0.01,20000,1,1,selected,all,100,0.41,0.6256666666666666,0.795,0.24638095238095237,1.59,0.82,0.33,41,159,0.34,0.41,0.619,0.41,0.48,0.5856666666666666,0.52,0.52,0.5631666666666666,0.54,0.54,0.5481666666666666
decoded,20000,0.01,20000,1,1,selected,nonfixed,100,0.41,0.6256666666666666,0.795,0.24638095238095237,1.59,0.82,0.33,41,159,0.34,0.41,0.619,0.41,0.48,0.5856666666666666,0.52,0.52,0.5631666666666666,0.54,0.54,0.5481666666666666
decoded,20000,0.01,20000,1,3,neutral,all,1000,0.0,0.544,1.0,0.0,0.816,0.544,0.01,0,816,0.0,0.0,0.544,0.0,0.0,0.544,0.0,0.0,0.544,0.0,0.0,0.544
decoded,20000,0.01,20000,1,3,selected,all,100,0.35,0.44516666666666665,0.6956521739130435,0.2673333333333333,0.8,0.68,0.33,35,80,0.3,0.37,0.43016666666666664,0.35,0.42,0.3918333333333333,0.44,0.44,0.3768333333333333,0.44,0.44,0.3768333333333333
decoded,20000,0.01,20000,1,3,selected,nonfixed,100,0.35,0.44516666666666665,0.6956521739130435,0.2673333333333333,0.8,0.68,0.33,35,80,0.3,0.37,0.43016666666666664,0.35,0.42,0.3918333333333333,0.44,0.44,0.3768333333333333,0.44,0.44,0.3768333333333333
decoded,20000,0.01,20000,1,5,neutral,all,1000,0.0,0.254,1.0,0.0,0.296,0.254,0.01,0,296,0.0,0.0,0.254,0.0,0.0,0.254,0.0,0.0,0.254,0.0,0.0,0.254
decoded,20000,0.01,20000,1,5,selected,all,100,0.25,0.2033333333333333,0.4897959183673469,0.2333333333333333,0.24,0.43,0.33,25,24,0.21,0.28,0.1733333333333333,0.25,0.31,0.1433333333333333,0.32,0.32,0.13333333333333333,0.32,0.32,0.13333333333333333
decoded,20000,0.01,20000,1,5,selected,nonfixed,100,0.25,0.2033333333333333,0.4897959183673469,0.2333333333333333,0.24,0.43,0.33,25,24,0.21,0.28,0.1733333333333333,0.25,0.31,0.1433333333333333,0.32,0.32,0.13333333333333333,0.32,0.32,0.13333333333333333
decoded,20000,0.01,20000,1,10,neutral,all,1000,0.0,0.035,1.0,0.0,0.035,0.035,0.01,0,35,0.0,0.0,0.035,0.0,0.0,0.035,0.0,0.0,0.035,0.0,0.0,0.035
decoded,20000,0.01,20000,1,10,selected,all,100,0.1,0.035,0.2857142857142857,0.09666666666666666,0.04,0.13,0.33,10,4,0.08,0.12,0.015,0.1,0.12,0.015,0.13,0.13,0.005,0.13,0.13,0.005
decoded,20000,0.01,20000,1,10,selected,nonfixed,100,0.1,0.035,0.2857142857142857,0.09666666666666666,0.04,0.13,0.33,10,4,0.08,0.12,0.015,0.1,0.12,0.015,0.13,0.13,0.005,0.13,0.13,0.005
decoded,20000,0.01,20000,1,20,neutral,all,1000,0.0,0.001,1.0,0.0,0.001,0.001,0.01,0,1,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001
decoded,20000,0.01,20000,1,20,selected,all,100,0.01,0.01,0.5,0.01,0.01,0.02,0.33,1,1,0.01,0.02,0.0,0.01,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.0
decoded,20000,0.01,20000,1,20,selected,nonfixed,100,0.01,0.01,0.5,0.01,0.01,0.02,0.33,1,1,0.01,0.02,0.0,0.01,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.0
decoded,20000,0.01,50000,0,1,neutral,all,1000,0.0,0.714,1.0,0.0,1.322,0.714,0.01,0,1322,0.0,0.0,0.714,0.0,0.0,0.714,0.0,0.0,0.714,0.0,0.0,0.714
decoded,20000,0.01,50000,0,1,selected,all,100,0.41,0.5371666666666666,0.7559523809523809,0.2623809523809524,1.27,0.75,0.33,41,127,0.36,0.41,0.5371666666666666,0.41,0.44,0.5171666666666667,0.48,0.48,0.48966666666666664,0.5,0.5,0.4696666666666666
decoded,20000,0.01,50000,0,1,selected,nonfixed,100,0.41,0.5371666666666666,0.7559523809523809,0.2623809523809524,1.27,0.75,0.33,41,127,0.36,0.41,0.5371666666666666,0.41,0.44,0.5171666666666667,0.48,0.48,0.48966666666666664,0.5,0.5,0.4696666666666666
decoded,20000,0.01,50000,0,3,neutral,all,1000,0.0,0.133,1.0,0.0,0.144,0.133,0.01,0,144,0.0,0.0,0.133,0.0,0.0,0.133,0.0,0.0,0.133,0.0,0.0,0.133
decoded,20000,0.01,50000,0,3,selected,all,100,0.21,0.06166666666666666,0.27586206896551724,0.20166666666666663,0.08,0.26,0.33,21,8,0.16,0.21,0.06166666666666666,0.21,0.22,0.05166666666666666,0.23,0.23,0.04166666666666666,0.23,0.23,0.04166666666666666
decoded,20000,0.01,50000,0,3,selected,nonfixed,100,0.21,0.06166666666666666,0.27586206896551724,0.20166666666666663,0.08,0.26,0.33,21,8,0.16,0.21,0.06166666666666666,0.21,0.22,0.05166666666666666,0.23,0.23,0.04166666666666666,0.23,0.23,0.04166666666666666
decoded,20000,0.01,50000,0,5,neutral,all,1000,0.0,0.02,1.0,0.0,0.02,0.02,0.01,0,20,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.02
decoded,20000,0.01,50000,0,5,selected,all,100,0.06,0.0,0.0,0.06,0.0,0.06,0.33,6,0,0.04,0.06,0.0,0.06,0.06,0.0,0.06,0.06,0.0,0.06,0.06,0.0
