source,cutoff_years,alpha,stride_bp,max_gap_strides,min_significant_strides,mode,subset,n,power,fdr_mean,fdr_pooled,f1_mean,fp_mean,any_call,focal_significant,tp_total,fp_total,power_50000,overlap_power_50000,overlap_fdr_50000,power_100000,overlap_power_100000,overlap_fdr_100000,power_250000,overlap_power_250000,overlap_fdr_250000,power_500000,overlap_power_500000,overlap_fdr_500000
decoded,40000,0.01,50000,0,3,neutral,all,1000,0.0,0.064,1.0,0.0,0.07,0.064,0.01,0,70,0.0,0.0,0.064,0.0,0.0,0.064,0.0,0.0,0.064,0.0,0.0,0.064
decoded,40000,0.01,50000,0,3,selected,all,100,0.13,0.07666666666666666,0.4090909090909091,0.125,0.09,0.2,0.43,13,9,0.11,0.13,0.07666666666666666,0.13,0.14,0.06666666666666667,0.15,0.15,0.056666666666666664,0.15,0.15,0.056666666666666664
decoded,40000,0.01,50000,0,3,selected,nonfixed,100,0.13,0.07666666666666666,0.4090909090909091,0.125,0.09,0.2,0.43,13,9,0.11,0.13,0.07666666666666666,0.13,0.14,0.06666666666666667,0.15,0.15,0.056666666666666664,0.15,0.15,0.056666666666666664
decoded,40000,0.01,50000,0,5,neutral,all,1000,0.0,0.004,1.0,0.0,0.004,0.004,0.01,0,4,0.0,0.0,0.004,0.0,0.0,0.004,0.0,0.0,0.004,0.0,0.0,0.004
decoded,40000,0.01,50000,0,5,selected,all,100,0.03,0.0,0.0,0.03,0.0,0.03,0.43,3,0,0.03,0.03,0.0,0.03,0.03,0.0,0.03,0.03,0.0,0.03,0.03,0.0
decoded,40000,0.01,50000,0,5,selected,nonfixed,100,0.03,0.0,0.0,0.03,0.0,0.03,0.43,3,0,0.03,0.03,0.0,0.03,0.03,0.0,0.03,0.03,0.0,0.03,0.03,0.0
decoded,40000,0.01,50000,0,10,neutral,all,1000,0.0,0.0,,0.0,0.0,0.0,0.01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.01,50000,0,10,selected,all,100,0.0,0.0,,0.0,0.0,0.0,0.43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.01,50000,0,10,selected,nonfixed,100,0.0,0.0,,0.0,0.0,0.0,0.43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.01,50000,0,20,neutral,all,1000,0.0,0.0,,0.0,0.0,0.0,0.01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.01,50000,0,20,selected,all,100,0.0,0.0,,0.0,0.0,0.0,0.43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.01,50000,0,20,selected,nonfixed,100,0.0,0.0,,0.0,0.0,0.0,0.43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.01,50000,1,1,neutral,all,1000,0.0,0.794,1.0,0.0,1.525,0.794,0.01,0,1525,0.0,0.0,0.794,0.0,0.0,0.794,0.0,0.0,0.794,0.0,0.0,0.794
decoded,40000,0.01,50000,1,1,selected,all,100,0.48,0.6056666666666666,0.7433155080213903,0.30566666666666664,1.39,0.85,0.43,48,139,0.46,0.48,0.6056666666666666,0.48,0.5,0.5906666666666667,0.52,0.52,0.5786666666666667,0.56,0.56,0.5569999999999999
decoded,40000,0.01,50000,1,1,selected,nonfixed,100,0.48,0.6056666666666666,0.7433155080213903,0.30566666666666664,1.39,0.85,0.43,48,139,0.46,0.48,0.6056666666666666,0.48,0.5,0.5906666666666667,0.52,0.52,0.5786666666666667,0.56,0.56,0.5569999999999999
decoded,40000,0.01,50000,1,3,neutral,all,1000,0.0,0.075,1.0,0.0,0.081,0.075,0.01,0,81,0.0,0.0,0.075,0.0,0.0,0.075,0.0,0.0,0.075,0.0,0.0,0.075
decoded,40000,0.01,50000,1,3,selected,all,100,0.15,0.08666666666666666,0.4,0.145,0.1,0.23,0.43,15,10,0.13,0.15,0.08666666666666666,0.15,0.16,0.07666666666666666,0.17,0.17,0.06666666666666667,0.17,0.17,0.06666666666666667
decoded,40000,0.01,50000,1,3,selected,nonfixed,100,0.15,0.08666666666666666,0.4,0.145,0.1,0.23,0.43,15,10,0.13,0.15,0.08666666666666666,0.15,0.16,0.07666666666666666,0.17,0.17,0.06666666666666667,0.17,0.17,0.06666666666666667
decoded,40000,0.01,50000,1,5,neutral,all,1000,0.0,0.007,1.0,0.0,0.007,0.007,0.01,0,7,0.0,0.0,0.007,0.0,0.0,0.007,0.0,0.0,0.007,0.0,0.0,0.007
decoded,40000,0.01,50000,1,5,selected,all,100,0.03,0.0,0.0,0.03,0.0,0.03,0.43,3,0,0.03,0.03,0.0,0.03,0.03,0.0,0.03,0.03,0.0,0.03,0.03,0.0
decoded,40000,0.01,50000,1,5,selected,nonfixed,100,0.03,0.0,0.0,0.03,0.0,0.03,0.43,3,0,0.03,0.03,0.0,0.03,0.03,0.0,0.03,0.03,0.0,0.03,0.03,0.0
decoded,40000,0.01,50000,1,10,neutral,all,1000,0.0,0.0,,0.0,0.0,0.0,0.01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.01,50000,1,10,selected,all,100,0.0,0.0,,0.0,0.0,0.0,0.43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.01,50000,1,10,selected,nonfixed,100,0.0,0.0,,0.0,0.0,0.0,0.43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.01,50000,1,20,neutral,all,1000,0.0,0.0,,0.0,0.0,0.0,0.01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.01,50000,1,20,selected,all,100,0.0,0.0,,0.0,0.0,0.0,0.43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.01,50000,1,20,selected,nonfixed,100,0.0,0.0,,0.0,0.0,0.0,0.43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.05,10000,0,1,neutral,all,1000,0.0,1.0,1.0,0.0,12.223,1.0,0.05,0,12223,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
decoded,40000,0.05,10000,0,1,selected,all,100,0.72,0.9365871936537965,0.9424460431654677,0.11505111752712371,11.79,1.0,0.64,72,1179,0.68,0.7,0.9387300507966537,0.72,0.74,0.9353322916930124,0.81,0.81,0.9289321085428291,0.85,0.85,0.9256851430899813
decoded,40000,0.05,10000,0,1,selected,nonfixed,100,0.72,0.9365871936537965,0.9424460431654677,0.11505111752712371,11.79,1.0,0.64,72,1179,0.68,0.7,0.9387300507966537,0.72,0.74,0.9353322916930124,0.81,0.81,0.9289321085428291,0.85,0.85,0.9256851430899813
decoded,40000,0.05,10000,0,3,neutral,all,1000,0.0,0.999,1.0,0.0,7.256,0.999,0.05,0,7256,0.0,0.0,0.999,0.0,0.0,0.999,0.0,0.0,0.999,0.0,0.0,0.999
decoded,40000,0.05,10000,0,3,selected,all,100,0.62,0.9116337273837273,0.9173333333333333,0.15160667110667111,6.88,1.0,0.64,62,688,0.6,0.62,0.9118837273837274,0.62,0.66,0.9080226162726164,0.7,0.72,0.8978559496059497,0.76,0.76,0.8823559496059498
decoded,40000,0.05,10000,0,3,selected,nonfixed,100,0.62,0.9116337273837273,0.9173333333333333,0.15160667110667111,6.88,1.0,0.64,62,688,0.6,0.62,0.9118837273837274,0.62,0.66,0.9080226162726164,0.7,0.72,0.8978559496059497,0.76,0.76,0.8823559496059498
decoded,40000,0.05,10000,0,5,neutral,all,1000,0.0,0.974,1.0,0.0,3.722,0.974,0.05,0,3722,0.0,0.0,0.974,0.0,0.0,0.974,0.0,0.0,0.974,0.0,0.0,0.974
decoded,40000,0.05,10000,0,5,selected,all,100,0.56,0.8036990231990232,0.8596491228070176,0.2313095238095238,3.43,0.96,0.64,56,343,0.55,0.57,0.8011990231990233,0.56,0.6,0.7950879120879122,0.63,0.64,0.7860879120879122,0.67,0.67,0.7770879120879122
decoded,40000,0.05,10000,0,5,selected,nonfixed,100,0.56,0.8036990231990232,0.8596491228070176,0.2313095238095238,3.43,0.96,0.64,56,343,0.55,0.57,0.8011990231990233,0.56,0.6,0.7950879120879122,0.63,0.64,0.7860879120879122,0.67,0.67,0.7770879120879122
decoded,40000,0.05,10000,0,10,neutral,all,1000,0.0,0.6,1.0,0.0,0.911,0.6,0.05,0,911,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.6
decoded,40000,0.05,10000,0,10,selected,all,100,0.4,0.39049999999999996,0.6460176991150443,0.32066666666666666,0.73,0.68,0.64,40,73,0.38,0.41,0.38549999999999995,0.4,0.45,0.36383333333333323,0.44,0.45,0.36383333333333323,0.45,0.45,0.36383333333333323
decoded,40000,0.05,10000,0,10,selected,nonfixed,100,0.4,0.39049999999999996,0.6460176991150443,0.32066666666666666,0.73,0.68,0.64,40,73,0.38,0.41,0.38549999999999995,0.4,0.45,0.36383333333333323,0.44,0.45,0.36383333333333323,0.45,0.45,0.36383333333333323
decoded,40000,0.05,10000,0,20,neutral,all,1000,0.0,0.082,1.0,0.0,0.086,0.082,0.05,0,86,0.0,0.0,0.082,0.0,0.0,0.082,0.0,0.0,0.082,0.0,0.0,0.082
decoded,40000,0.05,10000,0,20,selected,all,100,0.16,0.08,0.38461538461538464,0.15333333333333332,0.1,0.23,0.64,16,10,0.16,0.17,0.07,0.16,0.19,0.05,0.18,0.19,0.05,0.19,0.19,0.05
decoded,40000,0.05,10000,0,20,selected,nonfixed,100,0.16,0.08,0.38461538461538464,0.15333333333333332,0.1,0.23,0.64,16,10,0.16,0.17,0.07,0.16,0.19,0.05,0.18,0.19,0.05,0.19,0.19,0.05
decoded,40000,0.05,10000,1,1,neutral,all,1000,0.0,1.0,1.0,0.0,11.119,1.0,0.05,0,11119,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
decoded,40000,0.05,10000,1,1,selected,all,100,0.7,0.9317854538971446,0.9381625441696113,0.12281092528491237,10.62,1.0,0.64,70,1062,0.66,0.7,0.9324997396114303,0.7,0.74,0.9289626516993423,0.81,0.81,0.9220966386274471,0.85,0.85,0.9187306255555515
decoded,40000,0.05,10000,1,1,selected,nonfixed,100,0.7,0.9317854538971446,0.9381625441696113,0.12281092528491237,10.62,1.0,0.64,70,1062,0.66,0.7,0.9324997396114303,0.7,0.74,0.9289626516993423,0.81,0.81,0.9220966386274471,0.85,0.85,0.9187306255555515
decoded,40000,0.05,10000,1,3,neutral,all,1000,0.0,0.999,1.0,0.0,7.103,0.999,0.05,0,7103,0.0,0.0,0.999,0.0,0.0,0.999,0.0,0.0,0.999,0.0,0.0,0.999
decoded,40000,0.05,10000,1,3,selected,all,100,0.62,0.9093489843489845,0.915068493150685,0.1548890553890554,6.68,1.0,0.64,62,668,0.58,0.62,0.9091866466866467,0.62,0.67,0.903468031968032,0.7,0.72,0.8949680319680321,0.76,0.76,0.879468031968032
decoded,40000,0.05,10000,1,3,selected,nonfixed,100,0.62,0.9093489843489845,0.915068493150685,0.1548890553890554,6.68,1.0,0.64,62,668,0.58,0.62,0.9091866466866467,0.62,0.67,0.903468031968032,0.7,0.72,0.8949680319680321,0.76,0.76,0.879468031968032
decoded,40000,0.05,10000,1,5,neutral,all,1000,0.0,0.977,1.0,0.0,3.863,0.977,0.05,0,3863,0.0,0.0,0.977,0.0,0.0,0.977,0.0,0.0,0.977,0.0,0.0,0.977
decoded,40000,0.05,10000,1,5,selected,all,100,0.55,0.8245918803418804,0.8677884615384616,0.21734126984126984,3.61,0.97,0.64,55,361,0.53,0.57,0.8200918803418804,0.55,0.61,0.8113418803418804,0.63,0.64,0.8048418803418804,0.67,0.67,0.7961752136752138
decoded,40000,0.05,10000,1,5,selected,nonfixed,100,0.55,0.8245918803418804,0.8677884615384616,0.21734126984126984,3.61,0.97,0.64,55,361,0.53,0.57,0.8200918803418804,0.55,0.61,0.8113418803418804,0.63,0.64,0.8048418803418804,0.67,0.67,0.7961752136752138
decoded,40000,0.05,10000,1,10,neutral,all,1000,0.0,0.648,1.0,0.0,1.037,0.648,0.05,0,1037,0.0,0.0,0.648,0.0,0.0,0.648,0.0,0.0,0.648,0.0,0.0,0.648
decoded,40000,0.05,10000,1,10,selected,all,100,0.4,0.45216666666666666,0.6825396825396826,0.3123333333333333,0.86,0.73,0.64,40,86,0.38,0.42,0.4421666666666667,0.4,0.47,0.4113333333333333,0.47,0.48,0.40633333333333327,0.48,0.48,0.40633333333333327
decoded,40000,0.05,10000,1,10,selected,nonfixed,100,0.4,0.45216666666666666,0.6825396825396826,0.3123333333333333,0.86,0.73,0.64,40,86,0.38,0.42,0.4421666666666667,0.4,0.47,0.4113333333333333,0.47,0.48,0.40633333333333327,0.48,0.48,0.40633333333333327
decoded,40000,0.05,10000,1,20,neutral,all,1000,0.0,0.102,1.0,0.0,0.108,0.102,0.05,0,108,0.0,0.0,0.102,0.0,0.0,0.102,0.0,0.0,0.102,0.0,0.0,0.102
decoded,40000,0.05,10000,1,20,selected,all,100,0.18,0.1,0.4,0.1733333333333333,0.12,0.27,0.64,18,12,0.17,0.2,0.08,0.18,0.22,0.06,0.21,0.22,0.06,0.22,0.22,0.06
decoded,40000,0.05,10000,1,20,selected,nonfixed,100,0.18,0.1,0.4,0.1733333333333333,0.12,0.27,0.64,18,12,0.17,0.2,0.08,0.18,0.22,0.06,0.21,0.22,0.06,0.22,0.22,0.06
decoded,40000,0.05,20000,0,1,neutral,all,1000,0.0,1.0,1.0,0.0,10.35,1.0,0.05,0,10350,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
decoded,40000,0.05,20000,0,1,selected,all,100,0.69,0.9276572388310004,0.9340974212034384,0.12923167029049382,9.78,1.0,0.64,69,978,0.62,0.68,0.9290217076954693,0.69,0.72,0.9254846197833814,0.78,0.79,0.9181876112363728,0.85,0.85,0.9122606631844249
decoded,40000,0.05,20000,0,1,selected,nonfixed,100,0.69,0.9276572388310004,0.9340974212034384,0.12923167029049382,9.78,1.0,0.64,69,978,0.62,0.68,0.9290217076954693,0.69,0.72,0.9254846197833814,0.78,0.79,0.9181876112363728,0.85,0.85,0.9122606631844249
decoded,40000,0.05,20000,0,3,neutral,all,1000,0.0,0.954,1.0,0.0,3.375,0.954,0.05,0,3375,0.0,0.0,0.954,0.0,0.0,0.954,0.0,0.0,0.954,0.0,0.0,0.954
decoded,40000,0.05,20000,0,3,selected,all,100,0.54,0.8107499999999999,0.850828729281768,0.2312130647130647,3.08,0.97,0.64,54,308,0.49,0.55,0.8074166666666666,0.54,0.58,0.8009880952380952,0.61,0.62,0.7903214285714284,0.66,0.66,0.7724880952380951
decoded,40000,0.05,20000,0,3,selected,nonfixed,100,0.54,0.8107499999999999,0.850828729281768,0.2312130647130647,3.08,0.97,0.64,54,308,0.49,0.55,0.8074166666666666,0.54,0.58,0.8009880952380952,0.61,0.62,0.7903214285714284,0.66,0.66,0.7724880952380951
decoded,40000,0.05,20000,0,5,neutral,all,1000,0.0,0.68,1.0,0.0,1.144,0.68,0.05,0,1144,0.0,0.0,0.68,0.0,0.0,0.68,0.0,0.0,0.68,0.0,0.0,0.68
decoded,40000,0.05,20000,0,5,selected,all,100,0.4,0.46016666666666667,0.696969696969697,0.29900000000000004,0.92,0.72,0.64,40,92,0.36,0.41,0.45516666666666666,0.4,0.45,0.43433333333333335,0.45,0.46,0.42933333333333334,0.46,0.46,0.42933333333333334
decoded,40000,0.05,20000,0,5,selected,nonfixed,100,0.4,0.46016666666666667,0.696969696969697,0.29900000000000004,0.92,0.72,0.64,40,92,0.36,0.41,0.45516666666666666,0.4,0.45,0.43433333333333335,0.45,0.46,0.42933333333333334,0.46,0.46,0.42933333333333334
decoded,40000,0.05,20000,0,10,neutral,all,1000,0.0,0.107,1.0,0.0,0.116,0.107,0.05,0,116,0.0,0.0,0.107,0.0,0.0,0.107,0.0,0.0,0.107,0.0,0.0,0.107
decoded,40000,0.05,20000,0,10,selected,all,100,0.17,0.1,0.41379310344827586,0.16333333333333333,0.12,0.26,0.64,17,12,0.17,0.18,0.09,0.17,0.2,0.07,0.19,0.2,0.07,0.2,0.2,0.07
decoded,40000,0.05,20000,0,10,selected,nonfixed,100,0.17,0.1,0.41379310344827586,0.16333333333333333,0.12,0.26,0.64,17,12,0.17,0.18,0.09,0.17,0.2,0.07,0.19,0.2,0.07,0.2,0.2,0.07
decoded,40000,0.05,20000,0,20,neutral,all,1000,0.0,0.002,1.0,0.0,0.002,0.002,0.05,0,2,0.0,0.0,0.002,0.0,0.0,0.002,0.0,0.0,0.002,0.0,0.0,0.002
decoded,40000,0.05,20000,0,20,selected,all,100,0.0,0.0,,0.0,0.0,0.0,0.64,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.05,20000,0,20,selected,nonfixed,100,0.0,0.0,,0.0,0.0,0.0,0.64,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.05,20000,1,1,neutral,all,1000,0.0,1.0,1.0,0.0,9.482,1.0,0.05,0,9482,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
decoded,40000,0.05,20000,1,1,selected,all,100,0.68,0.9206112555744909,0.9295336787564766,0.1399574848955654,8.97,1.0,0.64,68,897,0.61,0.68,0.9215636365268719,0.68,0.72,0.9176694057576411,0.78,0.79,0.9097325370707723,0.85,0.85,0.9030321402453757
decoded,40000,0.05,20000,1,1,selected,nonfixed,100,0.68,0.9206112555744909,0.9295336787564766,0.1399574848955654,8.97,1.0,0.64,68,897,0.61,0.68,0.9215636365268719,0.68,0.72,0.9176694057576411,0.78,0.79,0.9097325370707723,0.85,0.85,0.9030321402453757
decoded,40000,0.05,20000,1,3,neutral,all,1000,0.0,0.965,1.0,0.0,3.508,0.965,0.05,0,3508,0.0,0.0,0.965,0.0,0.0,0.965,0.0,0.0,0.965,0.0,0.0,0.965
decoded,40000,0.05,20000,1,3,selected,all,100,0.54,0.8094880952380953,0.852054794520548,0.23266544566544567,3.11,0.97,0.64,54,311,0.49,0.56,0.804154761904762,0.54,0.59,0.7977261904761904,0.62,0.63,0.7873928571428572,0.67,0.67,0.7698928571428572
decoded,40000,0.05,20000,1,3,selected,nonfixed,100,0.54,0.8094880952380953,0.852054794520548,0.23266544566544567,3.11,0.97,0.64,54,311,0.49,0.56,0.804154761904762,0.54,0.59,0.7977261904761904,0.62,0.63,0.7873928571428572,0.67,0.67,0.7698928571428572
decoded,40000,0.05,20000,1,5,neutral,all,1000,0.0,0.743,1.0,0.0,1.311,0.743,0.05,0,1311,0.0,0.0,0.743,0.0,0.0,0.743,0.0,0.0,0.743,0.0,0.0,0.743
decoded,40000,0.05,20000,1,5,selected,all,100,0.41,0.49516666666666664,0.7152777777777778,0.297,1.03,0.75,0.64,41,103,0.37,0.43,0.48516666666666663,0.41,0.47,0.4651666666666667,0.47,0.48,0.46016666666666667,0.48,0.48,0.46016666666666667
decoded,40000,0.05,20000,1,5,selected,nonfixed,100,0.41,0.49516666666666664,0.7152777777777778,0.297,1.03,0.75,0.64,41,103,0.37,0.43,0.48516666666666663,0.41,0.47,0.4651666666666667,0.47,0.48,0.46016666666666667,0.48,0.48,0.46016666666666667
decoded,40000,0.05,20000,1,10,neutral,all,1000,0.0,0.137,1.0,0.0,0.152,0.137,0.05,0,152,0.0,0.0,0.137,0.0,0.0,0.137,0.0,0.0,0.137,0.0,0.0,0.137
decoded,40000,0.05,20000,1,10,selected,all,100,0.17,0.145,0.48484848484848486,0.15999999999999998,0.16,0.3,0.64,17,16,0.17,0.19,0.125,0.17,0.21,0.105,0.2,0.21,0.105,0.21,0.21,0.105
decoded,40000,0.05,20000,1,10,selected,nonfixed,100,0.17,0.145,0.48484848484848486,0.15999999999999998,0.16,0.3,0.64,17,16,0.17,0.19,0.125,0.17,0.21,0.105,0.2,0.21,0.105,0.21,0.21,0.105
decoded,40000,0.05,20000,1,20,neutral,all,1000,0.0,0.004,1.0,0.0,0.004,0.004,0.05,0,4,0.0,0.0,0.004,0.0,0.0,0.004,0.0,0.0,0.004,0.0,0.0,0.004
decoded,40000,0.05,20000,1,20,selected,all,100,0.0,0.02,1.0,0.0,0.02,0.02,0.64,0,2,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
decoded,40000,0.05,20000,1,20,selected,nonfixed,100,0.0,0.02,1.0,0.0,0.02,0.02,0.64,0,2,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
decoded,40000,0.05,50000,0,1,neutral,all,1000,0.0,1.0,1.0,0.0,6.938,1.0,0.05,0,6938,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
decoded,40000,0.05,50000,0,1,selected,all,100,0.66,0.9004355644355644,0.9097127222982216,0.16926631701631703,6.65,1.0,0.64,66,665,0.64,0.67,0.8993244533244532,0.66,0.68,0.8982133422133421,0.74,0.74,0.8894355644355645,0.79,0.79,0.8822173104673106
decoded,40000,0.05,50000,0,1,selected,nonfixed,100,0.66,0.9004355644355644,0.9097127222982216,0.16926631701631703,6.65,1.0,0.64,66,665,0.64,0.67,0.8993244533244532,0.66,0.68,0.8982133422133421,0.74,0.74,0.8894355644355645,0.79,0.79,0.8822173104673106
decoded,40000,0.05,50000,0,3,neutral,all,1000,0.0,0.487,1.0,0.0,0.678,0.487,0.05,0,678,0.0,0.0,0.487,0.0,0.0,0.487,0.0,0.0,0.487,0.0,0.0,0.487
decoded,40000,0.05,50000,0,3,selected,all,100,0.35,0.2791666666666666,0.5833333333333334,0.28733333333333333,0.49,0.54,0.64,35,49,0.32,0.36,0.27416666666666667,0.35,0.39,0.25416666666666665,0.38,0.39,0.25416666666666665,0.39,0.39,0.25416666666666665
decoded,40000,0.05,50000,0,3,selected,nonfixed,100,0.35,0.2791666666666666,0.5833333333333334,0.28733333333333333,0.49,0.54,0.64,35,49,0.32,0.36,0.27416666666666667,0.35,0.39,0.25416666666666665,0.38,0.39,0.25416666666666665,0.39,0.39,0.25416666666666665
decoded,40000,0.05,50000,0,5,neutral,all,1000,0.0,0.073,1.0,0.0,0.078,0.073,0.05,0,78,0.0,0.0,0.073,0.0,0.0,0.073,0.0,0.0,0.073,0.0,0.0,0.073
decoded,40000,0.05,50000,0,5,selected,all,100,0.13,0.035,0.23529411764705882,0.12666666666666665,0.04,0.16,0.64,13,4,0.12,0.14,0.025,0.13,0.15,0.015,0.14,0.15,0.015,0.15,0.15,0.015
decoded,40000,0.05,50000,0,5,selected,nonfixed,100,0.13,0.035,0.23529411764705882,0.12666666666666665,0.04,0.16,0.64,13,4,0.12,0.14,0.025,0.13,0.15,0.015,0.14,0.15,0.015,0.15,0.15,0.015
decoded,40000,0.05,50000,0,10,neutral,all,1000,0.0,0.002,1.0,0.0,0.002,0.002,0.05,0,2,0.0,0.0,0.002,0.0,0.0,0.002,0.0,0.0,0.002,0.0,0.0,0.002
decoded,40000,0.05,50000,0,10,selected,all,100,0.0,0.0,,0.0,0.0,0.0,0.64,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.05,50000,0,10,selected,nonfixed,100,0.0,0.0,,0.0,0.0,0.0,0.64,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.05,50000,0,20,neutral,all,1000,0.0,0.0,,0.0,0.0,0.0,0.05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.05,50000,0,20,selected,all,100,0.0,0.0,,0.0,0.0,0.0,0.64,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.05,50000,0,20,selected,nonfixed,100,0.0,0.0,,0.0,0.0,0.0,0.64,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.05,50000,1,1,neutral,all,1000,0.0,1.0,1.0,0.0,6.415,1.0,0.05,0,6415,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
decoded,40000,0.05,50000,1,1,selected,all,100,0.63,0.896101370851371,0.905688622754491,0.17478016428016427,6.05,1.0,0.64,63,605,0.6,0.67,0.8911720779220778,0.63,0.68,0.8897435064935064,0.74,0.74,0.8803585858585857,0.79,0.79,0.8727633477633477
decoded,40000,0.05,50000,1,1,selected,nonfixed,100,0.63,0.896101370851371,0.905688622754491,0.17478016428016427,6.05,1.0,0.64,63,605,0.6,0.67,0.8911720779220778,0.63,0.68,0.8897435064935064,0.74,0.74,0.8803585858585857,0.79,0.79,0.8727633477633477
decoded,40000,0.05,50000,1,3,neutral,all,1000,0.0,0.563,1.0,0.0,0.82,0.563,0.05,0,820,0.0,0.0,0.563,0.0,0.0,0.563,0.0,0.0,0.563,0.0,0.0,0.563
decoded,40000,0.05,50000,1,3,selected,all,100,0.36,0.33666666666666667,0.6326530612244898,0.29133333333333333,0.62,0.6,0.64,36,62,0.33,0.4,0.30833333333333335,0.36,0.41,0.30333333333333334,0.4,0.41,0.30333333333333334,0.41,0.41,0.30333333333333334
decoded,40000,0.05,50000,1,3,selected,nonfixed,100,0.36,0.33666666666666667,0.6326530612244898,0.29133333333333333,0.62,0.6,0.64,36,62,0.33,0.4,0.30833333333333335,0.36,0.41,0.30333333333333334,0.4,0.41,0.30333333333333334,0.41,0.41,0.30333333333333334
decoded,40000,0.05,50000,1,5,neutral,all,1000,0.0,0.117,1.0,0.0,0.13,0.117,0.05,0,130,0.0,0.0,0.117,0.0,0.0,0.117,0.0,0.0,0.117,0.0,0.0,0.117
decoded,40000,0.05,50000,1,5,selected,all,100,0.16,0.105,0.4074074074074074,0.15666666666666665,0.11,0.26,0.64,16,11,0.14,0.19,0.075,0.16,0.2,0.065,0.19,0.2,0.065,0.2,0.2,0.065
decoded,40000,0.05,50000,1,5,selected,nonfixed,100,0.16,0.105,0.4074074074074074,0.15666666666666665,0.11,0.26,0.64,16,11,0.14,0.19,0.075,0.16,0.2,0.065,0.19,0.2,0.065,0.2,0.2,0.065
decoded,40000,0.05,50000,1,10,neutral,all,1000,0.0,0.004,1.0,0.0,0.004,0.004,0.05,0,4,0.0,0.0,0.004,0.0,0.0,0.004,0.0,0.0,0.004,0.0,0.0,0.004
decoded,40000,0.05,50000,1,10,selected,all,100,0.0,0.02,1.0,0.0,0.02,0.02,0.64,0,2,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
decoded,40000,0.05,50000,1,10,selected,nonfixed,100,0.0,0.02,1.0,0.0,0.02,0.02,0.64,0,2,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
decoded,40000,0.05,50000,1,20,neutral,all,1000,0.0,0.0,,0.0,0.0,0.0,0.05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
