# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	36
0	1
4	5
6	7
10	11
16	17
18	19
26	27
30	31
40	41
44	45
50	51
52	53
58	59
62	63
68	69
70	71
74	75
90	91
92	93
106	107
118	119
130	131
140	141
144	145
146	147
150	151
154	155
168	169
170	171
176	177
180	181
182	183
186	187
190	191
192	193
198	199
