# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	30
0	1
2	3
6	7
16	17
38	39
40	41
46	47
50	51
60	61
66	67
70	71
92	93
104	105
108	109
112	113
114	115
116	117
120	121
136	137
150	151
154	155
162	163
168	169
170	171
172	173
176	177
178	179
180	181
182	183
188	189
