# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	26
12	13
18	19
22	23
24	25
38	39
46	47
48	49
52	53
72	73
88	89
90	91
92	93
100	101
108	109
124	125
126	127
134	135
138	139
162	163
168	169
172	173
174	175
182	183
184	185
194	195
196	197
