# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	40
0	1
14	15
18	19
30	31
36	37
42	43
48	49
50	51
54	55
60	61
62	63
66	67
68	69
72	73
76	77
78	79
80	81
86	87
88	89
90	91
94	95
98	99
100	101
112	113
116	117
120	121
122	123
126	127
128	129
138	139
140	141
146	147
168	169
170	171
180	181
188	189
190	191
192	193
194	195
196	197
