attempt_zero_based	seed	status	timeout_seconds	candidate_pool_alt_count	candidate_pool_af	candidate_pool_minimum_alt_count	candidate_pool_maximum_alt_count	candidate_pool_frequency_gate_passed	eligible_genotype_count_triples	sample_alt_count	sample_af	n_hom_ref	n_heterozygous	n_hom_alt	elapsed_seconds	accepted	rejection_reason	error	planned_simulation_seed	panel_seed	panel_seed_used	supervisor_schema	supervisor_execution_id	supervisor_status	supervisor_pid	supervisor_process_identity	supervisor_started_unix_ns	child_pid	child_pgid	child_sid	child_process_identity	child_identity_observed	engine_wrapper_pid	engine_wrapper_process_identity	parent_death_watchdog_armed	supervisor_timeout_seconds	supervisor_term_grace_seconds	supervisor_sigterm_sent	supervisor_sigkill_sent	direct_child_reaped	adopted_children_reaped	process_group_gone	attempt_temp_directory	attempt_temp_tree_created	attempt_temp_tree_loaded	attempt_temp_tree_removed	supervisor_elapsed_seconds	attempt_ledger_schema	seed_plan_sha256
0	1547105502	complete	300.0	669.0	0.669	275.0	325.0	False	0.0						234.32692975700002	False	candidate_pool_af_outside_prespecified_band		1547105502	1773784185	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	f2303e45fc48b6d4ee4a6b1f37ef7c8a80b2ba63f4e5bdac373834eb45567f30	complete	447	{'pid': 447, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312745}	1786658034005540500	565	565	565	{'pid': 565, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313680}	True	568	{'pid': 568, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313684}	True	300.0	5.0	False	False	True	0	True	.han_v3_attempt_000_seed_1547105502_l5wmyr43	True	True	True	232.72844291299998	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
1	332135095	timed_out	300.0												305.231210035	False	draw_timeout	SLiM draw exceeded 300.000 wall-clock seconds	332135095	1197896758	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	f883a52c9808bef06d9d544b13257badde5d169087c68eace0a36b809dde2dae	timed_out	447	{'pid': 447, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312745}	1786658268509206887	677	677	677	{'pid': 677, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 337131}	True	678	{'pid': 678, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 337136}	True	300.0	5.0	True	True	True	2	True	.han_v3_attempt_001_seed_332135095_944wvkab	False	False	True	305.0118327369996	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
2	890076470	complete	300.0	643.0	0.643	275.0	325.0	False	0.0						240.62380253999982	False	candidate_pool_af_outside_prespecified_band		890076470	1204802924	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	3e57b79b2a84c3d680d89cb31a0718db963aa7966068369ff8dce40520246618	complete	447	{'pid': 447, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312745}	1786658574342893634	936	936	936	{'pid': 936, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 367716}	True	937	{'pid': 937, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 367724}	True	300.0	5.0	False	False	True	0	True	.han_v3_attempt_002_seed_890076470_d4900cry	True	True	True	238.79331908599988	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
