# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	28
12	13
22	23
26	27
34	35
36	37
38	39
44	45
58	59
60	61
72	73
74	75
78	79
86	87
92	93
96	97
108	109
114	115
116	117
124	125
130	131
134	135
138	139
156	157
158	159
162	163
192	193
194	195
196	197
