# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_ref
# n_pairs	17
4	5
14	15
18	19
28	29
30	31
42	43
44	45
60	61
70	71
74	75
84	85
108	109
112	113
126	127
140	141
158	159
196	197
