arm_id	estimator	threshold_years	replicate_index	observed	percentile	p_value	census_af	n_null
chb_from_introgression	gamma_smc_frac	1000.0	0	0.0	0.47	1.0	0.6305087366630586	100
chb_from_introgression	gamma_smc_frac	1000.0	1	0.0	0.47	1.0	0.7457862996752744	100
chb_from_introgression	gamma_smc_frac	1000.0	2	0.0	0.47	1.0	0.5720967991340653	100
chb_from_introgression	gamma_smc_frac	1000.0	3	0.0	0.47	1.0	0.5108628421215401	100
chb_from_introgression	gamma_smc_frac	1000.0	4	0.0	0.47	1.0	0.4792021029843822	100
chb_from_introgression	gamma_smc_frac	1000.0	5	0.0	0.47	1.0	0.9889438688727386	100
chb_from_introgression	gamma_smc_frac	1000.0	6	0.01	0.97	0.06930693069306931	0.6567960414411629	100
chb_from_introgression	gamma_smc_frac	1000.0	7	0.0	0.47	1.0	0.6987010978815525	100
chb_from_introgression	gamma_smc_frac	1000.0	8	0.0	0.47	1.0	0.5709370650997371	100
chb_from_introgression	gamma_smc_frac	1000.0	9	0.0	0.47	1.0	0.9344363692593164	100
chb_from_introgression	gamma_smc_frac	1000.0	10	0.0	0.47	1.0	0.9527215092005566	100
chb_from_introgression	gamma_smc_frac	1000.0	11	0.0	0.47	1.0	0.6778258852636462	100
chb_from_introgression	gamma_smc_frac	1000.0	12	0.0	0.47	1.0	0.2763646203803928	100
chb_from_introgression	gamma_smc_frac	1000.0	13	0.0	0.47	1.0	0.4974485851244781	100
chb_from_introgression	gamma_smc_frac	1000.0	14	0.0	0.47	1.0	0.8605999690737591	100
chb_from_introgression	gamma_smc_frac	1000.0	15	0.0	0.47	1.0	0.952334931189114	100
chb_from_introgression	gamma_smc_frac	1000.0	16	0.0	0.47	1.0	0.9068733570434514	100
chb_from_introgression	gamma_smc_frac	1000.0	17	0.0	0.47	1.0	0.0	100
chb_from_introgression	gamma_smc_frac	1000.0	18	0.0	0.47	1.0	0.8775320859749497	100
chb_from_introgression	gamma_smc_frac	1000.0	19	0.0	0.47	1.0	0.6810344827586207	100
chb_from_introgression	gamma_smc_frac	1000.0	20	0.0	0.47	1.0	0.6482140095871347	100
chb_from_introgression	gamma_smc_frac	1000.0	21	0.0	0.47	1.0	0.9575923921447348	100
chb_from_introgression	gamma_smc_frac	1000.0	22	0.0	0.47	1.0	0.4728235657955775	100
chb_from_introgression	gamma_smc_frac	1000.0	23	0.0	0.47	1.0	0.8889361373125096	100
chb_from_introgression	gamma_smc_frac	1000.0	24	0.0	0.47	1.0	0.644116282665842	100
chb_from_introgression	gamma_smc_frac	1000.0	25	0.0	0.47	1.0	0.9447580021648369	100
chb_from_introgression	gamma_smc_frac	1000.0	26	0.0	0.47	1.0	0.5882557600123705	100
chb_from_introgression	gamma_smc_frac	1000.0	27	0.0	0.47	1.0	0.5456548631513839	100
chb_from_introgression	gamma_smc_frac	1000.0	28	0.0	0.47	1.0	0.6961883408071748	100
chb_from_introgression	gamma_smc_frac	1000.0	29	0.0	0.47	1.0	0.4914566259471161	100
chb_from_introgression	gamma_smc_frac	1000.0	30	0.0	0.47	1.0	0.6042214318849544	100
chb_from_introgression	gamma_smc_frac	1000.0	31	0.0	0.47	1.0	0.6789469614968301	100
chb_from_introgression	gamma_smc_frac	1000.0	32	0.01	0.97	0.06930693069306931	0.4093474563166847	100
chb_from_introgression	gamma_smc_frac	1000.0	33	0.0	0.47	1.0	0.573913715787846	100
chb_from_introgression	gamma_smc_frac	1000.0	34	0.0	0.47	1.0	0.5273310654089995	100
chb_from_introgression	gamma_smc_frac	1000.0	35	0.0	0.47	1.0	0.7453997216638317	100
chb_from_introgression	gamma_smc_frac	1000.0	36	0.0	0.47	1.0	0.8253053966290398	100
chb_from_introgression	gamma_smc_frac	1000.0	37	0.0	0.47	1.0	0.5152311736508427	100
chb_from_introgression	gamma_smc_frac	1000.0	38	0.0	0.47	1.0	0.931227771764342	100
