arm_id	mode	replicate_index	seed	placement_frequency	placement_carrier_genomes	census_af	census_state	sample_af	sample_carrier_diploids	sample_hom_carrier_diploids	allele_present	focal_mean_tmrca_generations	focal_median_tmrca_generations
chb_from_introgression	neutral	0	31260822					0.0	0	0	False	9424.4	9395.0
chb_from_introgression	neutral	1	31260823					0.0	0	0	False	14484.755858175073	21991.078507876697
chb_from_introgression	neutral	2	31260824					0.0	0	0	False	6990.6	6947.5
chb_from_introgression	neutral	3	31260825					0.0	0	0	False	9205.568178068495	1945.0
chb_from_introgression	neutral	4	31260826					0.0	0	0	False	7244.95	10735.0
chb_from_introgression	neutral	5	31260827					0.0	0	0	False	13585.573570066725	4400.0
chb_from_introgression	neutral	6	31260828					0.0	0	0	False	13679.757277409273	21000.013995017835
chb_from_introgression	neutral	7	31260829					0.0	0	0	False	18134.59012521079	19185.0
chb_from_introgression	neutral	8	31260830					0.0	0	0	False	11312.128333039293	15122.5
chb_from_introgression	neutral	9	31260831					0.0	0	0	False	8621.043874862686	2740.0
chb_from_introgression	neutral	10	31260832					0.0	0	0	False	16484.180128236363	22741.24387182254
chb_from_introgression	neutral	11	31260833					0.0	0	0	False	4215.75	1995.0
chb_from_introgression	neutral	12	31260834					0.0	0	0	False	18663.90173011364	29794.199518060068
chb_from_introgression	neutral	13	31260835					0.0	0	0	False	4696.65	1665.0
chb_from_introgression	neutral	14	31260836					0.0	0	0	False	11339.45	17450.0
chb_from_introgression	neutral	15	31260837					0.0	0	0	False	5750.115763414062	1935.0
chb_from_introgression	neutral	16	31260838					0.0	0	0	False	10377.75	13740.0
chb_from_introgression	neutral	17	31260839					0.0	0	0	False	22299.37938453841	35936.27398329522
chb_from_introgression	neutral	18	31260840					0.0	0	0	False	6762.632240413946	6480.0
chb_from_introgression	neutral	19	31260841					0.0	0	0	False	11175.16358790236	13995.0
chb_from_introgression	neutral	20	31260842					0.0	0	0	False	8718.527161278927	10515.0
chb_from_introgression	neutral	21	31260843					0.0	0	0	False	12322.65	18695.0
chb_from_introgression	neutral	22	31260844					0.0	0	0	False	16892.643645661363	6780.0
chb_from_introgression	neutral	23	31260845					0.0	0	0	False	9765.811594985948	1600.0
chb_from_introgression	neutral	24	31260846					0.0	0	0	False	12519.784704647514	8200.0
chb_from_introgression	neutral	25	31260847					0.0	0	0	False	8446.4	12295.0
chb_from_introgression	neutral	26	31260848					0.0	0	0	False	10330.290319756385	5935.0
chb_from_introgression	neutral	27	31260849					0.0	0	0	False	8439.6	12925.0
chb_from_introgression	neutral	28	31260850					0.0	0	0	False	11335.85	13460.0
chb_from_introgression	neutral	29	31260851					0.0	0	0	False	7656.05	8050.0
chb_from_introgression	neutral	30	31260852					0.0	0	0	False	8980.8	12150.0
chb_from_introgression	neutral	31	31260853					0.0	0	0	False	10652.637381327097	8625.0
chb_from_introgression	neutral	32	31260854					0.0	0	0	False	12659.644094909017	10000.0
chb_from_introgression	neutral	33	31260855					0.0	0	0	False	16298.00053572563	8680.0
chb_from_introgression	neutral	34	31260856					0.0	0	0	False	9177.5499975	11795.0
chb_from_introgression	neutral	35	31260857					0.0	0	0	False	13125.286316796308	12985.0
chb_from_introgression	neutral	36	31260858					0.0	0	0	False	9026.6	6840.0
chb_from_introgression	neutral	37	31260859					0.0	0	0	False	7991.396450048379	6255.0
chb_from_introgression	neutral	38	31260860					0.0	0	0	False	11095.801889893566	12740.0
chb_from_introgression	neutral	39	31260861					0.0	0	0	False	9416.4	14035.0
chb_from_introgression	neutral	40	31260862					0.0	0	0	False	11970.260308683757	1850.0
chb_from_introgression	neutral	41	31260863					0.0	0	0	False	7912.8	5605.0
chb_from_introgression	neutral	42	31260864					0.0	0	0	False	6233.3	5040.0
chb_from_introgression	neutral	43	31260865					0.0	0	0	False	8555.872541336048	1870.0
chb_from_introgression	neutral	44	31260866					0.0	0	0	False	8739.432242783862	1885.0
chb_from_introgression	neutral	45	31260867					0.0	0	0	False	13445.05	18460.0
chb_from_introgression	neutral	46	31260868					0.0	0	0	False	12203.023969200165	17310.0
chb_from_introgression	neutral	47	31260869					0.0	0	0	False	7831.24655914051	1470.0
chb_from_introgression	neutral	48	31260870					0.0	0	0	False	3317.35	2427.5
chb_from_introgression	neutral	49	31260871					0.0	0	0	False	9546.1	13575.0
chb_from_introgression	neutral	50	31260872					0.0	0	0	False	5098.0	1785.0
chb_from_introgression	neutral	51	31260873					0.0	0	0	False	10094.4	14505.0
chb_from_introgression	neutral	52	31260874					0.0	0	0	False	11049.056413519571	6620.0
chb_from_introgression	neutral	53	31260875					0.0	0	0	False	16172.142019389283	12730.0
chb_from_introgression	neutral	54	31260876					0.0	0	0	False	9178.515751688781	4030.0
chb_from_introgression	neutral	55	31260877					0.0	0	0	False	9650.643972770898	2085.0
chb_from_introgression	neutral	56	31260878					0.0	0	0	False	10666.9	15075.0
