# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_ref
# n_pairs	22
14	15
22	23
28	29
40	41
54	55
60	61
64	65
70	71
72	73
74	75
96	97
104	105
112	113
126	127
128	129
142	143
158	159
166	167
178	179
180	181
182	183
196	197
