# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	34
2	3
4	5
6	7
8	9
12	13
18	19
20	21
24	25
34	35
38	39
46	47
50	51
62	63
66	67
68	69
80	81
88	89
98	99
108	109
114	115
118	119
130	131
132	133
134	135
140	141
148	149
162	163
164	165
170	171
172	173
174	175
176	177
188	189
198	199
