# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	60
6	7
10	11
12	13
14	15
16	17
18	19
22	23
24	25
26	27
28	29
32	33
38	39
42	43
44	45
46	47
48	49
50	51
54	55
56	57
60	61
64	65
66	67
70	71
72	73
78	79
80	81
82	83
86	87
90	91
92	93
94	95
96	97
102	103
106	107
116	117
122	123
124	125
126	127
128	129
134	135
138	139
142	143
144	145
150	151
152	153
154	155
156	157
158	159
162	163
164	165
168	169
170	171
172	173
174	175
176	177
180	181
190	191
194	195
196	197
198	199
