# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	34
0	1
2	3
4	5
8	9
20	21
30	31
34	35
52	53
58	59
62	63
68	69
74	75
76	77
84	85
88	89
98	99
100	101
104	105
108	109
110	111
112	113
114	115
120	121
130	131
132	133
140	141
148	149
160	161
178	179
182	183
184	185
186	187
188	189
192	193
