# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	18
18	19
20	21
28	29
38	39
44	45
50	51
62	63
74	75
84	85
106	107
122	123
140	141
144	145
146	147
154	155
164	165
196	197
198	199
