# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	29
16	17
22	23
32	33
36	37
38	39
42	43
46	47
50	51
56	57
62	63
66	67
82	83
88	89
90	91
96	97
98	99
102	103
104	105
110	111
126	127
128	129
138	139
154	155
156	157
164	165
174	175
192	193
194	195
198	199
