# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	38
4	5
10	11
12	13
14	15
20	21
26	27
28	29
30	31
32	33
38	39
46	47
48	49
52	53
56	57
60	61
66	67
86	87
94	95
96	97
102	103
112	113
120	121
122	123
126	127
130	131
134	135
138	139
144	145
150	151
154	155
164	165
166	167
170	171
174	175
176	177
184	185
186	187
190	191
