# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_ref
# n_pairs	19
2	3
6	7
36	37
40	41
58	59
70	71
84	85
108	109
110	111
128	129
146	147
152	153
158	159
160	161
162	163
168	169
182	183
194	195
198	199
