# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	27
2	3
16	17
18	19
20	21
22	23
26	27
32	33
52	53
56	57
64	65
86	87
88	89
90	91
92	93
94	95
102	103
104	105
112	113
122	123
126	127
148	149
160	161
166	167
170	171
174	175
188	189
198	199
