# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_ref
# n_pairs	15
2	3
8	9
26	27
28	29
40	41
52	53
54	55
60	61
66	67
84	85
120	121
130	131
166	167
192	193
198	199
