arm_id	estimator	genotype_class	conditioned_on_presence	threshold_years	n_selected	n_significant	power	median_p_value	median_observed	n_null
chb_denovo	tree_truth	hom_noncarrier	False	30000.0	100	5	0.05	0.36633663366336633	0.08063392546151167	100
chb_denovo	tree_truth	hom_noncarrier	False	40000.0	100	4	0.04	0.5544554455445545	0.18875	100
chb_denovo	tree_truth	hom_noncarrier	False	50000.0	100	8	0.08	0.43564356435643564	0.2961779448621554	100
chb_denovo	tree_truth	hom_noncarrier	True	1000.0	0	0				0
chb_denovo	tree_truth	hom_noncarrier	True	4500.0	0	0				0
chb_denovo	tree_truth	hom_noncarrier	True	10000.0	0	0				0
chb_denovo	tree_truth	hom_noncarrier	True	20000.0	0	0				0
chb_denovo	tree_truth	hom_noncarrier	True	30000.0	0	0				0
chb_denovo	tree_truth	hom_noncarrier	True	40000.0	0	0				0
chb_denovo	tree_truth	hom_noncarrier	True	50000.0	0	0				0
chb_denovo	tree_truth	overall	False	1000.0	100	5	0.05	1.0	0.0	100
chb_denovo	tree_truth	overall	False	4500.0	100	2	0.02	1.0	0.0	100
chb_denovo	tree_truth	overall	False	10000.0	100	4	0.04	1.0	0.0	100
chb_denovo	tree_truth	overall	False	20000.0	100	8	0.08	0.7029702970297029	0.02	100
chb_denovo	tree_truth	overall	False	30000.0	100	3	0.03	0.46534653465346537	0.08	100
chb_denovo	tree_truth	overall	False	40000.0	100	7	0.07	0.5544554455445545	0.19	100
chb_denovo	tree_truth	overall	False	50000.0	100	11	0.11	0.43564356435643564	0.3	100
chb_denovo	tree_truth	overall	True	1000.0	0	0				0
chb_denovo	tree_truth	overall	True	4500.0	0	0				0
chb_denovo	tree_truth	overall	True	10000.0	0	0				0
chb_denovo	tree_truth	overall	True	20000.0	0	0				0
chb_denovo	tree_truth	overall	True	30000.0	0	0				0
chb_denovo	tree_truth	overall	True	40000.0	0	0				0
chb_denovo	tree_truth	overall	True	50000.0	0	0				0
