arm_id	mode	replicate_index	unit_id	seed	allele_present	estimator	genotype_class	n_pairs	threshold_years	value
chb_denovo	neutral	0	chb_denovo__neutral__rep000	41260821	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	1	chb_denovo__neutral__rep001	41260822	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	2	chb_denovo__neutral__rep002	41260823	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	3	chb_denovo__neutral__rep003	41260824	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	4	chb_denovo__neutral__rep004	41260825	False	gamma_smc_frac	overall	100	1000.0	0.01
chb_denovo	neutral	5	chb_denovo__neutral__rep005	41260826	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	6	chb_denovo__neutral__rep006	41260827	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	7	chb_denovo__neutral__rep007	41260828	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	8	chb_denovo__neutral__rep008	41260829	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	9	chb_denovo__neutral__rep009	41260830	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	10	chb_denovo__neutral__rep010	41260831	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	11	chb_denovo__neutral__rep011	41260832	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	12	chb_denovo__neutral__rep012	41260833	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	13	chb_denovo__neutral__rep013	41260834	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	14	chb_denovo__neutral__rep014	41260835	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	15	chb_denovo__neutral__rep015	41260836	False	gamma_smc_frac	overall	100	1000.0	0.01
chb_denovo	neutral	16	chb_denovo__neutral__rep016	41260837	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	17	chb_denovo__neutral__rep017	41260838	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	18	chb_denovo__neutral__rep018	41260839	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	19	chb_denovo__neutral__rep019	41260840	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	20	chb_denovo__neutral__rep020	41260841	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	21	chb_denovo__neutral__rep021	41260842	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	22	chb_denovo__neutral__rep022	41260843	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	23	chb_denovo__neutral__rep023	41260844	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	24	chb_denovo__neutral__rep024	41260845	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	25	chb_denovo__neutral__rep025	41260846	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	26	chb_denovo__neutral__rep026	41260847	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	27	chb_denovo__neutral__rep027	41260848	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	28	chb_denovo__neutral__rep028	41260849	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	29	chb_denovo__neutral__rep029	41260850	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	30	chb_denovo__neutral__rep030	41260851	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	31	chb_denovo__neutral__rep031	41260852	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	32	chb_denovo__neutral__rep032	41260853	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	33	chb_denovo__neutral__rep033	41260854	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	34	chb_denovo__neutral__rep034	41260855	False	gamma_smc_frac	overall	100	1000.0	0.01
chb_denovo	neutral	35	chb_denovo__neutral__rep035	41260856	False	gamma_smc_frac	overall	100	1000.0	0.01
chb_denovo	neutral	36	chb_denovo__neutral__rep036	41260857	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	37	chb_denovo__neutral__rep037	41260858	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	38	chb_denovo__neutral__rep038	41260859	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	39	chb_denovo__neutral__rep039	41260860	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	40	chb_denovo__neutral__rep040	41260861	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	41	chb_denovo__neutral__rep041	41260862	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	42	chb_denovo__neutral__rep042	41260863	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	43	chb_denovo__neutral__rep043	41260864	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	44	chb_denovo__neutral__rep044	41260865	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_denovo	neutral	45	chb_denovo__neutral__rep045	41260866	False	gamma_smc_frac	overall	100	1000.0	0.0
