arm_id	estimator	genotype_class	threshold_years	n_null	mean	sd	q500	q900	q950	q975	q990
chb_denovo	gamma_smc_frac	overall	1000.0	100	0.0005	0.002190429135575903	0.0	0.0	0.0004999999999999716	0.01	0.01
chb_denovo	gamma_smc_frac	overall	4500.0	100	0.0053	0.007713951678941896	0.0	0.02	0.02	0.02	0.03
chb_denovo	gamma_smc_frac	overall	10000.0	100	0.05219999999999999	0.03356224429957333	0.04	0.10100000000000009	0.11	0.12	0.1306000000000003
chb_denovo	gamma_smc_frac	overall	20000.0	100	0.1931	0.0923398969333222	0.165	0.31200000000000017	0.3819999999999999	0.4252499999999999	0.48020000000000007
chb_denovo	gamma_smc_frac	overall	30000.0	100	0.2943	0.12077406069754275	0.275	0.44	0.5615	0.6362499999999995	0.6601000000000001
chb_denovo	gamma_smc_frac	overall	40000.0	100	0.3601	0.13782945837504984	0.33	0.5620000000000002	0.6114999999999999	0.6872499999999993	0.7410000000000005
chb_denovo	gamma_smc_frac	overall	50000.0	100	0.40589999999999987	0.14766256236173178	0.38	0.6140000000000003	0.7204999999999999	0.7404999999999998	0.7911000000000006
chb_denovo	gamma_smc_meanp	overall	1000.0	100	0.013057637522089998	0.005352838774636783	0.0112864152	0.021696087156	0.023421005388999997	0.025669104746999984	0.027182160062500002
chb_denovo	gamma_smc_meanp	overall	4500.0	100	0.061157734897299997	0.022009430533695872	0.056736620665	0.09563941830700003	0.103156870125	0.11079168209249994	0.119183134121
chb_denovo	gamma_smc_meanp	overall	10000.0	100	0.1313788431148	0.04462407737780495	0.1227563244	0.20144678565	0.21887206889000002	0.22702665206999992	0.254903801874
chb_denovo	gamma_smc_meanp	overall	20000.0	100	0.23510298395699997	0.07500447560481689	0.2252417514	0.34686716866000006	0.38118325320999996	0.4090816456124996	0.44263381674600016
chb_denovo	gamma_smc_meanp	overall	30000.0	100	0.31357613019099995	0.09477511391629975	0.3027126464	0.44451030563000005	0.49185845353499996	0.5390140203574995	0.579709858895
chb_denovo	gamma_smc_meanp	overall	40000.0	100	0.3746155524000001	0.10763353108121568	0.3681407112	0.50710314818	0.57854446344	0.6245283917199994	0.6826280387120001
chb_denovo	gamma_smc_meanp	overall	50000.0	100	0.423717524451	0.11610846990639986	0.4154017675	0.56173460636	0.654003139105	0.6855373574549996	0.7376417036060002
chb_denovo	tree_truth	overall	1000.0	100	0.0002	0.0014070529413628971	0.0	0.0	0.0	0.0	0.01
chb_denovo	tree_truth	overall	4500.0	100	0.0013	0.003379976689896311	0.0	0.01	0.01	0.01	0.01
chb_denovo	tree_truth	overall	10000.0	100	0.0041	0.006830561152391922	0.0	0.01	0.02	0.02	0.03
chb_denovo	tree_truth	overall	20000.0	100	0.022600000000000002	0.014328046946214595	0.02	0.04	0.05	0.05	0.07
chb_denovo	tree_truth	overall	30000.0	100	0.07890000000000001	0.033901074146445984	0.07	0.12100000000000008	0.13	0.1452499999999999	0.20010000000000006
chb_denovo	tree_truth	overall	40000.0	100	0.20650000000000004	0.06853996843249398	0.2	0.3	0.34	0.35574999999999973	0.3804000000000002
chb_denovo	tree_truth	overall	50000.0	100	0.28900000000000003	0.09700046860242949	0.275	0.41	0.4414999999999999	0.5319999999999993	0.5903000000000002
chb_denovo	tree_truth	any_carrier	1000.0	0							
chb_denovo	tree_truth	any_carrier	4500.0	0							
chb_denovo	tree_truth	any_carrier	10000.0	0							
chb_denovo	tree_truth	any_carrier	20000.0	0							
chb_denovo	tree_truth	any_carrier	30000.0	0							
chb_denovo	tree_truth	any_carrier	40000.0	0							
chb_denovo	tree_truth	any_carrier	50000.0	0							
chb_denovo	tree_truth	het	1000.0	0							
chb_denovo	tree_truth	het	4500.0	0							
chb_denovo	tree_truth	het	10000.0	0							
chb_denovo	tree_truth	het	20000.0	0							
chb_denovo	tree_truth	het	30000.0	0							
chb_denovo	tree_truth	het	40000.0	0							
chb_denovo	tree_truth	het	50000.0	0							
chb_denovo	tree_truth	hom_carrier	1000.0	0							
chb_denovo	tree_truth	hom_carrier	4500.0	0							
chb_denovo	tree_truth	hom_carrier	10000.0	0							
chb_denovo	tree_truth	hom_carrier	20000.0	0							
chb_denovo	tree_truth	hom_carrier	30000.0	0							
chb_denovo	tree_truth	hom_carrier	40000.0	0							
chb_denovo	tree_truth	hom_carrier	50000.0	0							
chb_denovo	tree_truth	hom_noncarrier	1000.0	100	0.0002	0.0014070529413628971	0.0	0.0	0.0	0.0	0.01
chb_denovo	tree_truth	hom_noncarrier	4500.0	100	0.0013	0.003379976689896311	0.0	0.01	0.01	0.01	0.01
chb_denovo	tree_truth	hom_noncarrier	10000.0	100	0.0041	0.006830561152391922	0.0	0.01	0.02	0.02	0.03
chb_denovo	tree_truth	hom_noncarrier	20000.0	100	0.022600000000000002	0.014328046946214595	0.02	0.04	0.05	0.05	0.07
chb_denovo	tree_truth	hom_noncarrier	30000.0	100	0.07890000000000001	0.033901074146445984	0.07	0.12100000000000008	0.13	0.1452499999999999	0.20010000000000006
chb_denovo	tree_truth	hom_noncarrier	40000.0	100	0.20650000000000004	0.06853996843249398	0.2	0.3	0.34	0.35574999999999973	0.3804000000000002
chb_denovo	tree_truth	hom_noncarrier	50000.0	100	0.28900000000000003	0.09700046860242949	0.275	0.41	0.4414999999999999	0.5319999999999993	0.5903000000000002
