# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	29
20	21
22	23
26	27
28	29
32	33
70	71
72	73
76	77
90	91
104	105
114	115
118	119
120	121
130	131
132	133
136	137
138	139
142	143
144	145
146	147
160	161
162	163
164	165
168	169
170	171
172	173
188	189
190	191
194	195
