operating_point,scheme,source,cohort,key,fold,mass_called,contrast_called
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0526,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0527,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0528,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0529,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0530,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0531,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0532,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0533,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0534,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0535,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0536,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0537,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0538,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0539,1,True,True
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0540,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0541,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0542,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0543,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0544,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0545,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0546,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0547,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0548,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0549,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0550,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0551,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0552,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0553,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0554,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0555,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0556,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0557,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0558,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0559,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0560,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0561,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0562,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0563,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0564,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0565,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0566,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0567,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0568,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0569,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0570,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0571,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0572,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0573,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0574,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0575,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0576,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0577,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0578,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0579,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0580,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0581,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0582,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0583,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0584,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0585,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0586,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0587,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0588,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0589,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0590,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0591,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0592,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0593,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0594,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0595,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0596,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0597,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0598,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0599,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0600,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0601,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0602,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0603,0,True,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0604,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0605,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0606,0,True,True
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0607,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0608,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0609,1,True,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0610,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0611,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0612,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0613,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0614,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0615,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0616,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0617,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0618,3,True,True
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0619,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0620,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0621,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0622,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0623,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0624,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0625,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0626,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0627,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0628,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0629,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0630,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0631,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0632,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0633,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0634,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0635,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0636,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0637,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0638,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0639,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0640,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0641,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0642,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0643,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0644,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0645,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0646,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0647,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0648,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0649,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0650,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0651,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0652,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0653,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0654,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0655,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0656,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0657,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0658,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0659,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0660,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0661,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0662,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0663,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0664,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0665,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0666,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0667,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0668,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0669,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0670,4,True,True
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0671,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0672,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0673,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0674,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0675,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0676,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0677,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0678,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0679,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0680,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0681,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0682,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0683,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0684,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0685,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0686,1,True,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0687,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0688,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0689,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0690,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0691,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0692,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0693,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0694,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0695,0,True,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0696,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0697,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0698,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0699,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0700,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0701,4,False,True
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0702,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0703,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0704,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0705,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0706,0,True,True
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0707,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0708,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0709,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0710,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0711,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0712,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0713,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0714,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0715,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0716,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0717,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0718,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0719,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0720,4,False,True
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0721,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0722,0,True,True
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0723,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0724,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0725,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0726,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0727,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0728,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0729,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0730,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0731,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0732,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0733,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0734,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0735,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0736,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0737,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0738,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0739,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0740,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0741,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0742,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0743,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0744,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0745,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0746,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0747,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0748,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0749,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0750,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0751,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0752,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0753,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0754,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0755,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0756,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0757,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0758,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0759,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0760,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0761,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0762,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0763,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0764,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0765,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0766,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0767,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0768,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0769,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0770,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0771,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0772,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0773,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0774,1,True,True
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0775,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0776,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0777,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0778,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0779,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0780,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0781,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0782,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0783,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0784,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0785,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0786,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0787,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0788,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0789,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0790,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0791,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0792,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0793,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0794,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0795,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0796,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0797,0,False,True
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0798,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0799,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0800,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0801,1,True,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0802,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0803,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0804,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0805,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0806,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0807,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0808,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0809,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0810,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0811,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0812,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0813,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0814,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0815,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0816,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0817,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0818,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0819,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0820,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0821,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0822,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0823,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0824,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0825,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0826,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0827,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0828,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0829,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0830,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0831,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0832,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0833,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0834,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0835,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0836,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0837,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0838,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0839,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0840,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0841,2,True,True
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0842,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0843,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0844,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0845,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0846,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0847,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0848,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0849,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0850,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0851,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0852,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0853,1,True,True
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0854,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0855,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0856,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0857,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0858,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0859,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0860,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0861,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0862,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0863,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0864,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0865,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0866,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0867,0,True,True
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0868,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0869,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0870,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0871,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0872,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0873,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0874,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0875,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0876,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0877,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0878,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0879,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0880,0,True,True
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0881,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0882,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0883,1,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0884,0,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0885,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0886,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0887,2,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0888,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0889,0,True,True
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0890,3,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0891,4,False,False
regional_p_0.05,archaic_sites,truth,neutral,neutral/rep0892,2,False,False
