# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_ref
# n_pairs	32
4	5
10	11
16	17
18	19
22	23
26	27
32	33
36	37
38	39
40	41
44	45
48	49
50	51
54	55
58	59
82	83
90	91
98	99
108	109
112	113
122	123
130	131
134	135
150	151
154	155
160	161
162	163
164	165
168	169
170	171
176	177
194	195
