# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	21
2	3
24	25
28	29
34	35
62	63
68	69
86	87
88	89
96	97
110	111
120	121
124	125
126	127
128	129
138	139
140	141
158	159
172	173
184	185
188	189
198	199
