# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_ref
# n_pairs	47
0	1
2	3
4	5
10	11
14	15
16	17
18	19
24	25
26	27
32	33
34	35
40	41
42	43
44	45
48	49
50	51
52	53
54	55
64	65
66	67
78	79
80	81
82	83
90	91
94	95
96	97
104	105
112	113
116	117
118	119
120	121
126	127
128	129
132	133
134	135
144	145
152	153
158	159
162	163
164	165
166	167
172	173
174	175
176	177
184	185
190	191
194	195
