# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	39
6	7
8	9
12	13
20	21
22	23
28	29
30	31
36	37
38	39
46	47
56	57
58	59
62	63
68	69
70	71
72	73
74	75
76	77
84	85
86	87
92	93
98	99
114	115
122	123
136	137
138	139
140	141
142	143
146	147
148	149
154	155
156	157
168	169
170	171
178	179
180	181
182	183
196	197
198	199
