# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	20
2	3
4	5
8	9
14	15
16	17
24	25
28	29
32	33
60	61
66	67
70	71
72	73
78	79
98	99
108	109
112	113
114	115
130	131
166	167
178	179
