demography_id	target_allele_frequency	selection_coefficient	statistic_scope	metric	statistic	threshold_years	n_selected	mean_within_selection_score	median_within_selection_score	sd_within_selection_score	mean_ci95_low	mean_ci95_high	n_nonzero	n_positive	sign_test_p_upper	bootstrap_draws	bootstrap_seed	sign_test_bh_q_upper
ancient_eurasia_han_introgression	0.2	0.005	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	10000	10	0.0201464275162	-0.0033671497584	0.0674494362912	-0.010885386435	0.0643287356303	10	4	0.828125	2000	4097046436	0.984375
ancient_eurasia_han_introgression	0.2	0.005	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	20000	10	0.0205538043146	-0.00121256038645	0.0649969779282	-0.0109521958388	0.0661929667682	10	4	0.828125	2000	3787200879	0.984375
ancient_eurasia_han_introgression	0.2	0.005	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	30000	10	0.0214882501083	0.00845647321445	0.0609473131772	-0.0090304862552	0.0629725868041	10	6	0.376953125	2000	1353886015	0.984375
ancient_eurasia_han_introgression	0.2	0.005	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	40000	10	0.021641643408	0.011971394231	0.0578559824827	-0.0074793202016	0.0604287199902	10	6	0.376953125	2000	1896268264	0.984375
ancient_eurasia_han_introgression	0.2	0.005	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	50000	10	0.0224079105026	0.0049259672615	0.0569297165234	-0.00785689757388	0.0596694559876	10	5	0.623046875	2000	3339131775	0.984375
ancient_eurasia_han_introgression	0.2	0.01	focal_nearest	mean_tmrca_generations	tmrca_hom_ref_minus_hom_alt	0	10	18948.6615854	15834.9152318	13548.7082563	11462.0768376	27110.4931685	10	10	0.0009765625	2000	4263051367	0.0009765625
ancient_eurasia_han_introgression	0.2	0.01	focal_nearest	normalized_cdf_area	cdf_area_hom_alt_minus_hom_ref	0	10	0.336260246871	0.359405649038	0.266514469084	0.179770875496	0.484057933408	10	10	0.0009765625	2000	3420479753	0.0009765625
ancient_eurasia_han_introgression	0.2	0.01	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	1000	10	0.0287172202797	0	0.107276754825	-0.00782218822844	0.0984615384614	4	1	0.9375	2000	1710863000	0.9375
ancient_eurasia_han_introgression	0.2	0.01	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	4500	10	0.107906433844	-0.0155048076923	0.231720399752	-0.00789324824481	0.254285402098	9	3	0.91015625	2000	517599835	0.9375
ancient_eurasia_han_introgression	0.2	0.01	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	10000	10	0.179942973693	-0.0235653235653	0.315380176133	-0.00127380432069	0.372151104104	10	4	0.828125	2000	3385044365	0.9375
ancient_eurasia_han_introgression	0.2	0.01	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	20000	10	0.28168293512	0.186177884615	0.360263346645	0.0788483261529	0.512065949675	10	7	0.171875	2000	2230054416	0.30078125
ancient_eurasia_han_introgression	0.2	0.01	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	30000	10	0.423110396548	0.515506715507	0.373921400783	0.202294254357	0.635966715576	10	8	0.0546875	2000	3357114569	0.127604166667
ancient_eurasia_han_introgression	0.2	0.01	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	40000	10	0.506458992396	0.519593253968	0.305806046823	0.327984639492	0.6830091419	10	10	0.0009765625	2000	1625705025	0.00341796875
ancient_eurasia_han_introgression	0.2	0.01	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	50000	10	0.551147671773	0.5546875	0.252357796154	0.406742356602	0.697793382832	10	10	0.0009765625	2000	3342741991	0.00341796875
ancient_eurasia_han_introgression	0.2	0.01	region_mean	mean_tmrca_generations	tmrca_hom_ref_minus_hom_alt	0	10	1871.75225499	988.6969371	2935.22180537	246.971484747	3732.88616096	10	7	0.171875	2000	3287980531	0.171875
ancient_eurasia_han_introgression	0.2	0.01	region_mean	normalized_cdf_area	cdf_area_hom_alt_minus_hom_ref	0	10	0.0478591390533	0.014828186384	0.0811607981797	0.00579268490257	0.0995555140183	10	6	0.376953125	2000	2003432517	0.376953125
ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	1000	10	0.0179994772241	-0.00160850694445	0.0698021431951	-0.00597488874928	0.0628243434342	7	1	0.9921875	2000	6804306	0.9921875
