# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	16
6	7
8	9
12	13
18	19
44	45
70	71
96	97
100	101
106	107
116	117
140	141
150	151
164	165
180	181
182	183
188	189
