# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_ref
# n_pairs	31
0	1
2	3
20	21
26	27
40	41
42	43
46	47
58	59
64	65
76	77
80	81
84	85
88	89
92	93
108	109
112	113
118	119
122	123
130	131
142	143
144	145
152	153
154	155
156	157
160	161
168	169
172	173
184	185
186	187
190	191
192	193
