# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	16
8	9
30	31
52	53
60	61
64	65
78	79
86	87
102	103
106	107
108	109
154	155
162	163
164	165
170	171
176	177
198	199
