# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	40
4	5
6	7
14	15
16	17
18	19
24	25
26	27
28	29
34	35
36	37
40	41
42	43
46	47
48	49
62	63
66	67
68	69
72	73
74	75
90	91
92	93
94	95
110	111
116	117
118	119
120	121
124	125
126	127
128	129
132	133
142	143
148	149
152	153
158	159
166	167
178	179
180	181
184	185
188	189
192	193
