# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	38
2	3
6	7
10	11
14	15
20	21
24	25
26	27
32	33
38	39
40	41
44	45
52	53
58	59
60	61
62	63
64	65
70	71
74	75
76	77
80	81
82	83
90	91
98	99
102	103
104	105
112	113
118	119
120	121
126	127
130	131
138	139
140	141
148	149
162	163
184	185
190	191
192	193
198	199
