schema	attempt_zero_based	simulation_seed	supervisor_started_unix_ns	supervisor_pid	supervisor_process_identity	timeout_seconds	term_grace_seconds	temp_directory	temp_tree_created	temp_tree_loaded	temp_tree_removed	execution_id	child_pid	child_process_identity	child_identity_observed	child_pgid	child_sid	parent_death_watchdog_armed	engine_wrapper_pid	engine_wrapper_process_identity	sigterm_sent	sigkill_sent	direct_child_reaped	adopted_children_reaped	process_group_gone	supervisor_status	supervisor_elapsed_seconds	lifecycle_phase
gamma-smc.han-direct-production-v3-process-supervisor/v1	0	242742124	1786658290701775696	430	{'pid': 430, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312733}	300.0	5.0	.han_v3_attempt_000_seed_242742124_ym7br7fz	True	True	True	3c828ca1b459011c2971b0b3f6587dea69b7c2f3a94d066a11a49bb4200eed07	689	{'pid': 689, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 339352}	True	689	689	True	690	{'pid': 690, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 339361}	False	False	True	0	True	complete	283.52606472000025	engine_returned_pending_base_attempt_commit
gamma-smc.han-direct-production-v3-process-supervisor/v1	1	389693048	1786658576352045535	430	{'pid': 430, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312733}	300.0	5.0	.han_v3_attempt_001_seed_389693048_cjcveybf	True	True	True	2368382000867e0127da1487ef2e30d9652ec20d07e8c5ca845f91af8788fc91	940	{'pid': 940, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 367917}	True	940	940	True	941	{'pid': 941, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 367926}	False	False	True	0	True	complete	243.13272757000004	engine_returned_pending_base_attempt_commit
