attempt_zero_based	seed	status	timeout_seconds	candidate_pool_alt_count	candidate_pool_af	candidate_pool_minimum_alt_count	candidate_pool_maximum_alt_count	candidate_pool_frequency_gate_passed	eligible_genotype_count_triples	sample_alt_count	sample_af	n_hom_ref	n_heterozygous	n_hom_alt	elapsed_seconds	accepted	rejection_reason	planned_simulation_seed	panel_seed	panel_seed_used	supervisor_schema	supervisor_execution_id	supervisor_status	supervisor_pid	supervisor_process_identity	supervisor_started_unix_ns	child_pid	child_pgid	child_sid	child_process_identity	child_identity_observed	engine_wrapper_pid	engine_wrapper_process_identity	parent_death_watchdog_armed	supervisor_timeout_seconds	supervisor_term_grace_seconds	supervisor_sigterm_sent	supervisor_sigkill_sent	direct_child_reaped	adopted_children_reaped	process_group_gone	attempt_temp_directory	attempt_temp_tree_created	attempt_temp_tree_loaded	attempt_temp_tree_removed	supervisor_elapsed_seconds	attempt_ledger_schema	seed_plan_sha256
0	242742124	complete	300.0	152	0.152	75	125	False	0						285.4475039199997	False	candidate_pool_af_outside_prespecified_band	242742124	1175403385	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	3c828ca1b459011c2971b0b3f6587dea69b7c2f3a94d066a11a49bb4200eed07	complete	430	{'pid': 430, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312733}	1786658290701775696	689	689	689	{'pid': 689, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 339352}	True	690	{'pid': 690, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 339361}	True	300.0	5.0	False	False	True	0	True	.han_v3_attempt_000_seed_242742124_ym7br7fz	True	True	True	283.52606472000025	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
1	389693048	complete	300.0	28	0.028	75	125	False	0						244.8128617250004	False	candidate_pool_af_outside_prespecified_band	389693048	468887179	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	2368382000867e0127da1487ef2e30d9652ec20d07e8c5ca845f91af8788fc91	complete	430	{'pid': 430, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312733}	1786658576352045535	940	940	940	{'pid': 940, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 367917}	True	941	{'pid': 941, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 367926}	True	300.0	5.0	False	False	True	0	True	.han_v3_attempt_001_seed_389693048_cjcveybf	True	True	True	243.13272757000004	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
