metric,min_strides,alpha,cutoff_years,half_width_bp,s,n,detected,detection,fdr_mean,f1_mean,recall_mean,fp_mean,calls_mean,no_calls,tp_total,fp_total,fn_total,fdp_pooled,f1_pooled,fdp_ci_low,fdp_ci_high,f1_ci_low,f1_ci_high
peak,1,0.05,5000,500000,0.009,100,57,0.57,0.8916910629938013,0.16653261705614647,0.57,7.47,8.04,0,57,747,43,0.9291044776119403,0.1261061946902655,0.857493418774149,0.9209167124267719,0.1288708765091118,0.206723614310526
peak,1,0.05,5000,500000,0.01,100,54,0.54,0.877230429956517,0.15769057576410517,0.54,6.57,7.11,2,54,657,46,0.9240506329113924,0.13316892725030827,0.8355984511322011,0.9149992486951455,0.11946934523809523,0.2005779610503875
peak,1,0.05,10000,50000,0.001,100,4,0.04,0.9930714285714286,0.01165151515151515,0.04,6.57,6.61,0,4,657,96,0.9939485627836612,0.010512483574244415,0.9855714285714285,0.9990000000000001,0.0018181818181818182,0.024121590909090905
peak,1,0.05,10000,50000,0.002,100,14,0.14,0.983738344988345,0.028896547896547897,0.14,6.68,6.82,0,14,668,86,0.9794721407624634,0.03580562659846547,0.9750361111111112,0.9917883061383062,0.014658477633477636,0.044196414696414686
peak,1,0.05,10000,50000,0.003,100,28,0.28,0.9520693334443334,0.065812657500738,0.28,7.31,7.59,1,28,731,72,0.9631093544137023,0.06519208381839348,0.9268413933288933,0.9714986624486623,0.043454107186672974,0.08814697564432471
peak,1,0.05,10000,50000,0.004,100,42,0.42,0.946154428904429,0.09329091084354242,0.42,7.02,7.44,0,42,702,58,0.9435483870967742,0.0995260663507109,0.9306166826229327,0.9601863192363193,0.07002251162580111,0.11873608927622081
peak,1,0.05,10000,50000,0.005,100,66,0.66,0.8999559745809746,0.16627512193688665,0.66,7.25,7.91,0,66,725,34,0.9165613147914032,0.14814814814814814,0.8780698117854366,0.9198368790931292,0.13646253701363995,0.19749471390537565
peak,1,0.05,10000,50000,0.006,100,74,0.74,0.895479464979465,0.18030355755355756,0.74,6.96,7.7,0,74,696,26,0.9038961038961039,0.17011494252873563,0.8804469128094129,0.9111685377122877,0.15409464355089353,0.20441250485625484
peak,1,0.05,10000,50000,0.007,100,78,0.78,0.8659629969703498,0.19326027567204038,0.78,7.05,7.83,2,78,705,22,0.9003831417624522,0.17667044167610418,0.8337226758127496,0.8944478694508107,0.165328690386411,0.22081966522040053
peak,1,0.05,10000,50000,0.008,100,81,0.81,0.889669229463347,0.18955104862457803,0.81,7.64,8.45,0,81,764,19,0.9041420118343195,0.17142857142857143,0.8725526294987692,0.9054247368848473,0.16516939367821723,0.21517843569828862
peak,1,0.05,10000,50000,0.009,100,76,0.76,0.8967596251787429,0.17719233338041387,0.76,8.08,8.84,0,76,808,24,0.9140271493212669,0.15447154471544716,0.8812731633766562,0.912535184096949,0.1518460524339781,0.20188942138228125
peak,1,0.05,10000,50000,0.01,100,81,0.81,0.8675101287601288,0.21608237960869536,0.81,7.09,7.9,0,81,709,19,0.8974683544303798,0.18202247191011237,0.8389207556332556,0.8903325820013319,0.18588103216228216,0.25006282693914267
peak,1,0.05,10000,100000,0.001,100,5,0.05,0.9910714285714286,0.014984848484848485,0.05,6.56,6.61,0,5,656,95,0.9924357034795764,0.013140604467805518,0.9825,0.998,0.003333333333333333,0.029303030303030303
peak,1,0.05,10000,100000,0.002,100,18,0.18,0.9725716783216783,0.045753690753690755,0.18,6.64,6.82,0,18,664,82,0.9736070381231672,0.04603580562659847,0.9577221202408702,0.9850441919191919,0.02558030303030303,0.06834611499611498
peak,1,0.05,10000,100000,0.003,100,36,0.36,0.9361129842379842,0.09111821305629356,0.36,7.23,7.59,1,36,723,64,0.9525691699604744,0.08381839348079162,0.9076790945165946,0.9587347447691199,0.06444797884863673,0.11906048386812704
peak,1,0.05,10000,100000,0.004,100,49,0.49,0.9348717491658668,0.11233852989116146,0.49,6.95,7.44,0,49,695,51,0.9341397849462365,0.11611374407582939,0.918011465250436,0.9503123078310578,0.08685407903500007,0.13997857223186172
peak,1,0.05,10000,100000,0.005,100,75,0.75,0.8863686729936731,0.18982274098450566,0.75,7.16,7.91,0,75,716,25,0.9051833122629582,0.16835016835016836,0.8654207483488734,0.9064091366966367,0.1595247205817059,0.22010643645570113
peak,1,0.05,10000,100000,0.006,100,78,0.78,0.8890350205350205,0.19135117660117662,0.78,6.92,7.7,0,78,692,22,0.8987012987012987,0.1793103448275862,0.8737568514818513,0.9041907141469641,0.16634763569763572,0.2155400079087578
peak,1,0.05,10000,100000,0.007,100,80,0.8,0.8626296636370165,0.19897456138632605,0.8,7.03,7.83,2,80,703,20,0.8978288633461047,0.1812004530011325,0.8297494373885919,0.8890082626727847,0.17142810865604977,0.22632793044373925
peak,1,0.05,10000,100000,0.008,100,85,0.85,0.885591085385203,0.1969081914817209,0.85,7.6,8.45,0,85,760,15,0.8994082840236687,0.17989417989417988,0.8693765592046843,0.900740241723146,0.17397404327698449,0.22168416975181668
peak,1,0.05,10000,100000,0.009,100,84,0.84,0.8879176338367516,0.19299392068200116,0.84,8.0,8.84,0,84,800,16,0.9049773755656109,0.17073170731707318,0.8717885325458856,0.9022675076149342,0.17044361679986683,0.21825763277615057
peak,1,0.05,10000,100000,0.01,100,84,0.84,0.8645934620934621,0.2213815249078407,0.84,7.06,7.9,0,84,706,16,0.8936708860759494,0.18876404494382024,0.8370459360084361,0.8866714570152071,0.19193485604307967,0.2513558980128059
peak,1,0.05,10000,250000,0.001,100,18,0.18,0.9719282106782107,0.04787590187590188,0.18,6.43,6.61,0,18,643,82,0.972768532526475,0.04730617608409987,0.9590392496392497,0.9838300955988456,0.027986453823953823,0.06987236652236652
peak,1,0.05,10000,250000,0.002,100,31,0.31,0.9490062021312022,0.08421367315175365,0.31,6.51,6.82,0,31,651,69,0.9545454545454546,0.0792838874680307,0.930349243117993,0.9664499160561661,0.05683963999536755,0.11306577753172176
peak,1,0.05,10000,250000,0.003,100,51,0.51,0.9165418054168053,0.12482234226042277,0.51,7.08,7.59,1,51,708,49,0.932806324110672,0.11874272409778813,0.8889681374181375,0.9390343136030636,0.09791086819527224,0.152114228407901
peak,1,0.05,10000,250000,0.004,100,54,0.54,0.928962658256776,0.12284524539787696,0.54,6.9,7.44,0,54,690,46,0.9274193548387096,0.12796208530805686,0.912904701711687,0.9448107683982684,0.0964516251292567,0.1484150080182975
peak,1,0.05,10000,250000,0.005,100,80,0.8,0.880253232878233,0.20057274098450567,0.8,7.11,7.91,0,80,711,20,0.8988621997471555,0.17957351290684623,0.8593016996891998,0.8990518079143078,0.17284774237200706,0.2310993675034116
peak,1,0.05,10000,250000,0.006,100,82,0.82,0.8815425962925962,0.20357339882339887,0.82,6.88,7.7,0,82,688,18,0.8935064935064935,0.18850574712643678,0.865355366855367,0.8958415286102785,0.1801977258852259,0.22858034673659666
peak,1,0.05,10000,250000,0.007,100,83,0.83,0.8574709334782864,0.20730789471965938,0.83,7.0,7.83,2,83,700,17,0.8939974457215837,0.18799546998867497,0.825376401355997,0.8844853011571763,0.18122300481381362,0.2345972897200838
peak,1,0.05,10000,250000,0.008,100,91,0.91,0.8740196568137745,0.215059706633236,0.91,7.54,8.45,0,91,754,9,0.8923076923076924,0.1925925925925926,0.8570944574624721,0.8909413041003115,0.19072527652086474,0.23903898307574778
peak,1,0.05,10000,250000,0.009,100,87,0.87,0.8841514000705178,0.19966058734866782,0.87,7.97,8.84,0,87,797,13,0.9015837104072398,0.17682926829268292,0.8686949687567335,0.8986308476450021,0.17718446765652648,0.2232191597703981
peak,1,0.05,10000,250000,0.01,100,84,0.84,0.8645934620934621,0.2213815249078407,0.84,7.06,7.9,0,84,706,16,0.8936708860759494,0.18876404494382024,0.8375808719058719,0.8870830634643133,0.19227902273165431,0.25325290188612554
peak,1,0.05,10000,500000,0.001,100,34,0.34,0.9516286075036077,0.08367538833715304,0.34,6.27,6.61,0,34,627,66,0.9485627836611196,0.08935611038107753,0.9364793064574313,0.9661545003607505,0.059026667939903237,0.10908791698497577
peak,1,0.05,10000,500000,0.002,100,54,0.54,0.9002464618714617,0.1569572628953434,0.54,6.28,6.82,0,54,628,46,0.9208211143695014,0.13810741687979539,0.8692980852480852,0.9249222780691528,0.12354758888772047,0.19631201571905896
peak,1,0.05,10000,500000,0.003,100,62,0.62,0.9007477938727938,0.15179681223489275,0.62,6.97,7.59,1,62,697,38,0.9183135704874835,0.14435389988358557,0.8739934586247086,0.923829161116661,0.12430633138146682,0.1795955136259509
peak,1,0.05,10000,500000,0.004,100,64,0.64,0.9104944042885221,0.15316148471411628,0.64,6.8,7.44,0,64,680,36,0.9139784946236559,0.15165876777251186,0.8927236861994216,0.9278819941904501,0.1251991132405606,0.18040693831022778
peak,1,0.05,10000,500000,0.005,100,87,0.87,0.8647968836718838,0.22467591558768024,0.87,7.04,7.91,0,87,704,13,0.8900126422250316,0.19528619528619529,0.8415709817959819,0.8851560189810189,0.19626678305354775,0.25626689662461716
peak,1,0.05,10000,500000,0.006,100,87,0.87,0.8753289210789211,0.21435861360861364,0.87,6.83,7.7,0,87,683,13,0.887012987012987,0.2,0.8603490835553337,0.8890130667943168,0.1928325695138195,0.2380678377178377
peak,1,0.05,10000,500000,0.007,100,84,0.84,0.8563598223671752,0.20930789471965938,0.84,6.99,7.83,2,84,699,16,0.89272030651341,0.19026047565118911,0.8260581060075545,0.8827638024149054,0.18300015976670386,0.23535524773429178
peak,1,0.05,10000,500000,0.008,100,93,0.93,0.8706863234804411,0.22077399234752174,0.93,7.52,8.45,0,93,752,7,0.8899408284023669,0.19682539682539682,0.8543738254596709,0.8855202478077477,0.19956415051451817,0.24299242607882307
peak,1,0.05,10000,500000,0.009,100,90,0.9,0.8804152889594067,0.20617039127023645,0.9,7.94,8.84,0,90,794,10,0.8981900452488688,0.18292682926829268,0.8653034356370753,0.894825930299276,0.18399915675569697,0.22893953076077692
peak,1,0.05,10000,500000,0.01,100,89,0.89,0.8558037795537795,0.23596088998720574,0.89,7.01,7.9,0,89,701,11,0.8873417721518987,0.2,0.8264402396214896,0.8775702387889888,0.2077741452261189,0.2682527861027861
peak,1,0.05,20000,50000,0.001,100,11,0.11,0.9867103174603175,0.023660173160173156,0.11,8.1,8.21,0,11,810,89,0.9866017052375152,0.023887079261672096,0.9783762896825398,0.9938492063492064,0.010944282106782109,0.03846534992784992
peak,1,0.05,20000,50000,0.002,100,17,0.17,0.9824889971139971,0.0313808217925865,0.17,8.7,8.87,0,17,870,83,0.9808342728297632,0.034447821681864235,0.9735793695887448,0.990094651875902,0.017783139083139082,0.04717970428264545
peak,1,0.05,20000,50000,0.003,100,30,0.3,0.970156543018385,0.053780124816031394,0.3,9.11,9.41,0,30,911,70,0.9681190223166843,0.05763688760806916,0.9600256054252765,0.9791483894942776,0.03782225656367533,0.07145526914288355
peak,1,0.05,20000,50000,0.004,100,45,0.45,0.9533339547425754,0.0834587912087912,0.45,9.21,9.66,0,45,921,55,0.953416149068323,0.08442776735459662,0.9415262104035811,0.9648977343872603,0.06329018481518482,0.10417898490398488
peak,1,0.05,20000,50000,0.005,100,72,0.72,0.9150075270017222,0.14766978893139884,0.72,9.02,9.74,0,72,902,28,0.9260780287474333,0.1340782122905028,0.8988054309822014,0.9306123392291833,0.12256212552712166,0.17242407290421993
peak,1,0.05,20000,50000,0.006,100,76,0.76,0.9185106662343504,0.14573338993308033,0.76,9.13,9.89,0,76,913,24,0.923154701718908,0.13957759412304868,0.9068776920447974,0.9297633032720205,0.12654640924520955,0.16560793769139354
peak,1,0.05,20000,50000,0.007,100,87,0.87,0.8980953311394488,0.17887453267406828,0.87,9.19,10.06,0,87,919,13,0.9135188866799204,0.15732368896925858,0.8849194458523505,0.9105045681850827,0.15892980237212045,0.19999562233002632
peak,1,0.05,20000,50000,0.008,100,96,0.96,0.8954662894295247,0.1839050513171189,0.96,9.79,10.75,0,96,979,4,0.9106976744186046,0.16340425531914893,0.8813406364672908,0.9066642014031719,0.16752602922337154,0.20402850217873011
peak,1,0.05,20000,50000,0.009,100,95,0.95,0.905257944283099,0.17070411691851323,0.95,10.0,10.95,0,95,1000,5,0.91324200913242,0.1589958158995816,0.8972387115550429,0.9132393790860414,0.15738897458320833,0.18389794549705538
peak,1,0.05,20000,50000,0.01,100,94,0.94,0.8899269596222417,0.1928392942626689,0.94,9.02,9.96,0,94,902,6,0.9056224899598394,0.17153284671532848,0.8777726094274662,0.9024552705146031,0.1733901873131169,0.21125556021635744
peak,1,0.05,20000,100000,0.001,100,12,0.12,0.9842103174603174,0.02766017316017316,0.12,8.09,8.21,0,12,809,88,0.9853836784409257,0.026058631921824105,0.9748371031746033,0.9923059523809524,0.013676767676767678,0.04360959595959593
peak,1,0.05,20000,100000,0.002,100,21,0.21,0.9757628066378067,0.042436377348142054,0.21,8.66,8.87,0,21,866,79,0.9763246899661782,0.0425531914893617,0.9641384514790764,0.986175202922078,0.02480448889345948,0.0611578008592714
peak,1,0.05,20000,100000,0.003,100,35,0.35,0.9644577695696118,0.06398719552310211,0.35,9.06,9.41,0,35,906,65,0.9628055260361318,0.06724303554274735,0.9539384869881581,0.9748024863112035,0.045484478715728714,0.08272489125651646
peak,1,0.05,20000,100000,0.004,100,53,0.53,0.9445104310440516,0.09917494433670905,0.53,9.13,9.66,0,53,913,47,0.9451345755693582,0.09943714821763602,0.9320365090369401,0.9562001304945054,0.0790126659288424,0.12106365056512113
peak,1,0.05,20000,100000,0.005,100,80,0.8,0.9046774404216354,0.16531643760436332,0.8,8.94,9.74,0,80,894,20,0.917864476386037,0.148975791433892,0.8880729238694312,0.9193293838417773,0.14288124525543255,0.19031075883610712
peak,1,0.05,20000,100000,0.006,100,77,0.77,0.9178439995676838,0.14698338993308033,0.77,9.12,9.89,0,77,912,23,0.9221435793731041,0.1414141414141414,0.9067167501723422,0.928613374947421,0.1283494165535187,0.1662943861865688
peak,1,0.05,20000,100000,0.007,100,87,0.87,0.8980953311394488,0.17887453267406828,0.87,9.19,10.06,0,87,919,13,0.9135188866799204,0.15732368896925858,0.8855554596547246,0.9110333604712281,0.15820051633952562,0.1985719757646035
peak,1,0.05,20000,100000,0.008,100,96,0.96,0.8954662894295247,0.1839050513171189,0.96,9.79,10.75,0,96,979,4,0.9106976744186046,0.16340425531914893,0.8828080748907953,0.9073916672787996,0.16621209985797245,0.20180939361962802
peak,1,0.05,20000,100000,0.009,100,96,0.96,0.9047023887275436,0.1717567484974606,0.96,9.99,10.95,0,96,999,4,0.9123287671232877,0.1606694560669456,0.8969023060434149,0.9120276442372128,0.15943437760639773,0.1845748211025301
peak,1,0.05,20000,100000,0.01,100,94,0.94,0.8899269596222417,0.1928392942626689,0.94,9.02,9.96,0,94,902,6,0.9056224899598394,0.17153284671532848,0.878102512862646,0.9015303621933977,0.17456710237217202,0.21087628932385125
peak,1,0.05,20000,250000,0.001,100,29,0.29,0.9610140276390277,0.06661911128087598,0.29,7.92,8.21,0,29,792,71,0.9646772228989038,0.06297502714440825,0.9458525953213452,0.9744133935508935,0.044948718805704106,0.08977583927510395
peak,1,0.05,20000,250000,0.002,100,36,0.36,0.959669191919192,0.07117065734403197,0.36,8.51,8.87,0,36,851,64,0.9594137542277339,0.0729483282674772,0.9469347132034632,0.9717088474025973,0.05045492565999533,0.0931486916678093
peak,1,0.05,20000,250000,0.003,100,46,0.46,0.9510314320182742,0.08748387368154496,0.46,8.95,9.41,0,46,895,54,0.9511158342189161,0.08837656099903939,0.9388972835278756,0.9620394391609851,0.06799757562147773,0.10848652498023205
peak,1,0.05,20000,250000,0.004,100,63,0.63,0.9310616575952784,0.12257726423902895,0.63,9.03,9.66,0,63,903,37,0.9347826086956522,0.11819887429643527,0.9187794469419471,0.9433802950641313,0.10145615132416601,0.1438632128900511
peak,1,0.05,20000,250000,0.005,100,82,0.82,0.9026572384014335,0.16898310427103,0.82,8.92,9.74,0,82,892,18,0.9158110882956879,0.1527001862197393,0.8863479970246902,0.9168416699013062,0.1467031963006034,0.19245180501687853
peak,1,0.05,20000,250000,0.006,100,83,0.83,0.904574768798453,0.16752307247276285,0.83,9.06,9.89,0,83,906,17,0.916076845298281,0.15243342516069788,0.8900725397409608,0.9179714141304602,0.14651612879509548,0.1891539577145421
peak,1,0.05,20000,250000,0.007,100,89,0.89,0.8957342200283377,0.18309675489629051,0.89,9.17,10.06,0,89,917,11,0.911530815109344,0.1609403254972875,0.8833212505223536,0.9076735034777315,0.16344985505335735,0.20265435752757732
peak,1,0.05,20000,250000,0.008,100,98,0.98,0.8937238651871005,0.18711017952224712,0.98,9.77,10.75,0,98,977,2,0.9088372093023256,0.16680851063829788,0.8804647653816771,0.9051570823171927,0.17040223294666101,0.20481569849895917
peak,1,0.05,20000,250000,0.009,100,97,0.97,0.9038690553942103,0.17329521003592216,0.97,9.98,10.95,0,97,998,3,0.9114155251141552,0.16234309623430962,0.8963288752623797,0.9111525685206606,0.16128683787402825,0.18545140615962985
peak,1,0.05,20000,250000,0.01,100,96,0.96,0.8864269596222417,0.19865747608085071,0.96,9.0,9.96,0,96,900,4,0.9036144578313253,0.17518248175182483,0.874127636782451,0.898319047426723,0.18043146695925333,0.21747725443416233
peak,1,0.05,20000,500000,0.001,100,45,0.45,0.9398320984570985,0.10368282534459006,0.45,7.76,8.21,0,45,776,55,0.9451887941534713,0.09771986970684039,0.9237721632534133,0.9556867486679986,0.07806254403276462,0.12905716538363599
peak,1,0.05,20000,500000,0.002,100,52,0.52,0.9287276334776334,0.11739756932094393,0.52,8.35,8.87,0,52,835,48,0.9413754227733935,0.10536980749746708,0.9022675910894663,0.9475806637806637,0.0912466652112937,0.14849566799514552
peak,1,0.05,20000,500000,0.003,100,58,0.58,0.9368676513544935,0.11242659762426889,0.58,8.83,9.41,0,58,883,42,0.9383634431455898,0.11143131604226705,0.9241040392721314,0.9498143481883615,0.09005736496354261,0.13404331717044562
peak,1,0.05,20000,500000,0.004,100,71,0.71,0.9201291179127387,0.14161766827943298,0.71,8.95,9.66,0,71,895,29,0.9265010351966874,0.13320825515947468,0.9075807867085022,0.9321190059485536,0.1212333768355827,0.16304088427911956
peak,1,0.05,20000,500000,0.005,100,86,0.86,0.8893120003061954,0.1849553264932522,0.86,8.88,9.74,0,86,888,14,0.9117043121149897,0.1601489757914339,0.8636900469123671,0.9095333329767927,0.15871971764690415,0.21415860761830185
peak,1,0.05,20000,500000,0.006,100,91,0.91,0.8948845423582266,0.18460793205762244,0.91,8.98,9.89,0,91,898,9,0.9079878665318504,0.16712580348943984,0.8823007644219816,0.906794859909827,0.16628250443227222,0.20344267242045883
peak,1,0.05,20000,500000,0.007,100,92,0.92,0.8928806846748023,0.1883018831014187,0.92,9.14,10.06,0,92,914,8,0.9085487077534792,0.16636528028933092,0.8801502077783327,0.9043099074536575,0.17019638655762884,0.20817417864643092
peak,1,0.05,20000,500000,0.008,100,98,0.98,0.8937238651871005,0.18711017952224712,0.98,9.77,10.75,0,98,977,2,0.9088372093023256,0.16680851063829788,0.8806530190193794,0.904874980595385,0.17112028460819176,0.20529946658182457
peak,1,0.05,20000,500000,0.009,100,98,0.98,0.9024404839656388,0.17579521003592216,0.98,9.97,10.95,0,98,997,2,0.9105022831050228,0.16401673640167364,0.8950335855890327,0.9096114205668775,0.16405095102480938,0.18778609086776654
peak,1,0.05,20000,500000,0.01,100,96,0.96,0.8864269596222417,0.19865747608085071,0.96,9.0,9.96,0,96,900,4,0.9036144578313253,0.17518248175182483,0.8738344660996262,0.8982749713711808,0.1801152473536955,0.21769441868331188
peak,1,0.05,30000,50000,0.001,100,14,0.14,0.9873332223332224,0.0231494338994339,0.14,10.06,10.2,0,14,1006,86,0.9862745098039216,0.025,0.980908565046065,0.9928772338772339,0.013061742424242422,0.03477267732267731
peak,1,0.05,30000,50000,0.002,100,13,0.13,0.9885987027678204,0.020488759748350543,0.13,10.4,10.53,0,13,1040,87,0.9876543209876543,0.022549869904596703,0.9806733166955593,0.99458211420932,0.009962509254740712,0.034018086593358324
peak,1,0.05,30000,50000,0.003,100,31,0.31,0.9708954574836929,0.05240712675697196,0.31,10.86,11.17,0,31,1086,69,0.97224709042077,0.05094494658997535,0.9606853267851431,0.9802554820791954,0.035890350610861446,0.07019416733077723
peak,1,0.05,30000,50000,0.004,100,43,0.43,0.9653497029630157,0.06372974857959378,0.43,11.57,12.0,0,43,1157,57,0.9641666666666666,0.06615384615384616,0.9566042151271932,0.9734251010575683,0.04903964054521331,0.07968565117373166
peak,1,0.05,30000,50000,0.005,100,74,0.74,0.9289143340835291,0.1276241731264951,0.74,10.6,11.34,0,74,1060,26,0.9347442680776014,0.11993517017828201,0.9175865449894532,0.9400416574777991,0.10854375335277036,0.14690882255214685
peak,1,0.05,30000,50000,0.006,100,83,0.83,0.9212704693397419,0.1417860567925516,0.83,10.96,11.79,0,83,1096,17,0.9296013570822731,0.12978889757623144,0.9104138470759118,0.9313625250276469,0.12460431310642811,0.15949706019814375
peak,1,0.05,30000,50000,0.007,100,90,0.9,0.9140697303184148,0.15516511257919924,0.9,11.0,11.9,0,90,1100,10,0.9243697478991597,0.13953488372093023,0.9054436206885221,0.9225012639370864,0.14057392224433635,0.16933754813083376
peak,1,0.05,30000,50000,0.008,100,97,0.97,0.9143101391791829,0.15628116699262207,0.97,11.4,12.37,0,97,1140,3,0.9215844785772029,0.14510097232610322,0.9076759662708891,0.9205726754618587,0.14577719176678153,0.16749954151026133
peak,1,0.05,30000,50000,0.009,100,96,0.96,0.9184892323168674,0.1491892076836282,0.96,11.79,12.75,0,96,1179,4,0.9247058823529412,0.13963636363636364,0.9126886412607,0.924611415938293,0.13873214561171318,0.15903555344981812
peak,1,0.05,30000,50000,0.01,100,97,0.97,0.9019506991695881,0.17374276674926153,0.97,10.66,11.63,0,97,1066,3,0.9165950128976784,0.1536025336500396,0.8887510914766403,0.9130910961791944,0.15741911687878757,0.1919884784084912
peak,1,0.05,30000,100000,0.001,100,16,0.16,0.9855078255078256,0.026482767232767233,0.16,10.04,10.2,0,16,1004,84,0.984313725490196,0.02857142857142857,0.978078169053169,0.9917868867243869,0.014968021561771563,0.03993346028971026
peak,1,0.05,30000,100000,0.002,100,20,0.2,0.9809918096609271,0.03416480592439672,0.2,10.33,10.53,0,20,1033,80,0.9810066476733144,0.03469210754553339,0.971570441017316,0.9891634627627274,0.01972359062506121,0.050580842975935694
peak,1,0.05,30000,100000,0.003,100,38,0.38,0.9649560317133847,0.06325026401187392,0.38,10.79,11.17,0,38,1079,62,0.9659803043867502,0.062448644207066556,0.955029933526441,0.9747607323436367,0.045782473643058,0.0807194948734616
peak,1,0.05,30000,100000,0.004,100,53,0.53,0.9550261792644917,0.08232635458796449,0.53,11.47,12.0,0,53,1147,47,0.9558333333333333,0.08153846153846153,0.9457412846875348,0.9640855437151855,0.06601454567534289,0.09890228681492225
peak,1,0.05,30000,100000,0.005,100,81,0.81,0.9218241654802024,0.14038485688717886,0.81,10.53,11.34,0,81,1053,19,0.9285714285714286,0.1312803889789303,0.910994899933443,0.9325495233617004,0.12214818993785709,0.1581068615380148
peak,1,0.05,30000,100000,0.006,100,86,0.86,0.9191391562084287,0.1457553550381656,0.86,10.93,11.79,0,86,1093,14,0.9270568278201866,0.1344800625488663,0.9087634420479331,0.9289369867544305,0.12950421166782472,0.1625754544205252
peak,1,0.05,30000,100000,0.007,100,90,0.9,0.9140697303184148,0.15516511257919924,0.9,11.0,11.9,0,90,1100,10,0.9243697478991597,0.13953488372093023,0.9052984524551958,0.9227141201756334,0.1403669558962709,0.16970477562298383
peak,1,0.05,30000,100000,0.008,100,99,0.99,0.9059768058458495,0.16794783365928878,0.99,11.38,12.37,0,99,1138,1,0.919967663702506,0.1480927449513837,0.8938656629445397,0.915493090241923,0.1542230924742612,0.1840453937080291
peak,1,0.05,30000,100000,0.009,100,97,0.97,0.9172392323168674,0.1514114299058504,0.97,11.78,12.75,0,97,1178,3,0.923921568627451,0.1410909090909091,0.9112976147600739,0.9228022031818708,0.1419575241448961,0.16149178495921898
peak,1,0.05,30000,100000,0.01,100,97,0.97,0.9019506991695881,0.17374276674926153,0.97,10.66,11.63,0,97,1066,3,0.9165950128976784,0.1536025336500396,0.888369695579721,0.9131071950119919,0.15741750796064216,0.19247794340125404
peak,1,0.05,30000,250000,0.001,100,32,0.32,0.9692660117660118,0.05565200442832022,0.32,9.88,10.2,0,32,988,68,0.9686274509803922,0.05714285714285714,0.9591590132090131,0.9788221715784216,0.03846973720723721,0.07374758428705798
peak,1,0.05,30000,250000,0.002,100,35,0.35,0.9650421908672682,0.062154952602623895,0.35,10.18,10.53,0,35,1018,65,0.9667616334283001,0.060711188204683436,0.9536588504686319,0.9760206927113565,0.04318218349558116,0.08145818504774117
peak,1,0.05,30000,250000,0.003,100,49,0.49,0.9505026060540768,0.08810019186180176,0.49,10.68,11.17,0,49,1068,51,0.9561324977618622,0.08052588331963846,0.936982024491032,0.9624415079201845,0.06777271184697656,0.11067583761053183
peak,1,0.05,30000,250000,0.004,100,65,0.65,0.941402039515352,0.10605188722526183,0.65,11.35,12.0,0,65,1135,35,0.9458333333333333,0.1,0.9303653626791165,0.9518598150757053,0.0880988061259346,0.12493235503101989
peak,1,0.05,30000,250000,0.005,100,86,0.86,0.9163948725509097,0.15011379461611657,0.86,10.48,11.34,0,86,1048,14,0.9241622574955908,0.1393841166936791,0.9057115316191805,0.9265024510154021,0.13326199277159026,0.16750105599809545
peak,1,0.05,30000,250000,0.006,100,90,0.9,0.9146189541882266,0.15386646614927674,0.9,10.89,11.79,0,90,1089,10,0.9236641221374046,0.14073494917904614,0.9049376818958478,0.9237244070020966,0.13861072341009076,0.1695232007829295
peak,1,0.05,30000,250000,0.007,100,93,0.93,0.9117086192073036,0.15951805375566985,0.93,10.97,11.9,0,93,1097,7,0.9218487394957983,0.14418604651162792,0.9028618825983958,0.9198330279807913,0.14593721858851502,0.17419685134911522
peak,1,0.05,30000,250000,0.008,100,99,0.99,0.9059768058458495,0.16794783365928878,0.99,11.38,12.37,0,99,1138,1,0.919967663702506,0.1480927449513837,0.8939023363744396,0.9156037278548317,0.15414660222431506,0.18484156363287554
peak,1,0.05,30000,250000,0.009,100,98,0.98,0.9163301414077765,0.1530780965725171,0.98,11.77,12.75,0,98,1177,2,0.9231372549019607,0.14254545454545456,0.910355052893443,0.9222783477260967,0.14302403466173824,0.16310906132257086
peak,1,0.05,30000,250000,0.01,100,97,0.97,0.9019506991695881,0.17374276674926153,0.97,10.66,11.63,0,97,1066,3,0.9165950128976784,0.1536025336500396,0.889636745091153,0.912899812999029,0.15746666008924895,0.19066323078721284
peak,1,0.05,30000,500000,0.001,100,47,0.47,0.9540272325713502,0.08289677719940876,0.47,9.73,10.2,0,47,973,53,0.953921568627451,0.08392857142857142,0.9438578633376428,0.9648731729463349,0.06390615714694663,0.10064903473719262
peak,1,0.05,30000,500000,0.002,100,57,0.57,0.941334204409282,0.1039949900161907,0.57,9.96,10.53,0,57,996,43,0.9458689458689459,0.09887250650477017,0.9287680169407047,0.9538950858631392,0.08266606462945976,0.12485399639415488
peak,1,0.05,30000,500000,0.003,100,67,0.67,0.9337200275214983,0.1186198184340599,0.67,10.5,11.17,0,67,1050,33,0.9400179051029544,0.11010682004930156,0.9210266696946845,0.9451278040586867,0.09947735318946616,0.13978829763502748
peak,1,0.05,30000,500000,0.004,100,74,0.74,0.932260232792663,0.12241580925094855,0.74,11.26,12.0,0,74,1126,26,0.9383333333333334,0.11384615384615385,0.9218865690381169,0.9420868919315979,0.10534821142909374,0.13982032942547648
peak,1,0.05,30000,500000,0.005,100,88,0.88,0.9136256417816788,0.15487569937802134,0.88,10.46,11.34,0,88,1046,12,0.9223985890652557,0.1426256077795786,0.9033945079481923,0.9233963296949868,0.1386303526066297,0.1715369062052498
