schema	attempt_zero_based	simulation_seed	supervisor_started_unix_ns	supervisor_pid	supervisor_process_identity	timeout_seconds	term_grace_seconds	temp_directory	temp_tree_created	temp_tree_loaded	temp_tree_removed	execution_id	child_pid	child_process_identity	child_identity_observed	child_pgid	child_sid	parent_death_watchdog_armed	engine_wrapper_pid	engine_wrapper_process_identity	sigterm_sent	sigkill_sent	direct_child_reaped	adopted_children_reaped	process_group_gone	supervisor_status	supervisor_elapsed_seconds	lifecycle_phase
gamma-smc.han-direct-production-v3-process-supervisor/v1	0	1109391559	1786658033485180459	429	{'pid': 429, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312733}	300.0	5.0	.han_v3_attempt_000_seed_1109391559_jgld3edb	True	True	True	cf7a8257331bb1e916bc50ebe3cf6c24e26fc69b8a96c1741aa6c6616bccd939	491	{'pid': 491, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313630}	True	491	491	True	494	{'pid': 494, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313638}	False	False	True	0	True	complete	175.46779913800037	engine_returned_pending_base_attempt_commit
gamma-smc.han-direct-production-v3-process-supervisor/v1	1	1501427175	1786658210705305358	429	{'pid': 429, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312733}	300.0	5.0	.han_v3_attempt_001_seed_1501427175_os_ldppl	False	False	True	d620876fddf3bd19b971a042ca6ca51a2e543a9a3e66cb71a251e3275bc45c8c	649	{'pid': 649, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 331353}	True	649	649	True	650	{'pid': 650, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 331364}	True	True	True	2	True	timed_out	305.00546620199975	engine_returned_pending_base_attempt_commit
gamma-smc.han-direct-production-v3-process-supervisor/v1	2	2024494901	1786658516563947112	429	{'pid': 429, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312733}	300.0	5.0	.han_v3_attempt_002_seed_2024494901_nywclr6z	True	True	True	41aa0c1d499239834e47d6770fed0631813446941828c93194e189b713cf6134	872	{'pid': 872, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 361938}	True	872	872	True	873	{'pid': 873, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 361948}	False	False	True	0	True	complete	215.62899808500015	engine_returned_pending_base_attempt_commit
