attempt_zero_based	seed	status	timeout_seconds	candidate_pool_alt_count	candidate_pool_af	candidate_pool_minimum_alt_count	candidate_pool_maximum_alt_count	candidate_pool_frequency_gate_passed	eligible_genotype_count_triples	sample_alt_count	sample_af	n_hom_ref	n_heterozygous	n_hom_alt	elapsed_seconds	accepted	rejection_reason	error	planned_simulation_seed	panel_seed	panel_seed_used	supervisor_schema	supervisor_execution_id	supervisor_status	supervisor_pid	supervisor_process_identity	supervisor_started_unix_ns	child_pid	child_pgid	child_sid	child_process_identity	child_identity_observed	engine_wrapper_pid	engine_wrapper_process_identity	parent_death_watchdog_armed	supervisor_timeout_seconds	supervisor_term_grace_seconds	supervisor_sigterm_sent	supervisor_sigkill_sent	direct_child_reaped	adopted_children_reaped	process_group_gone	attempt_temp_directory	attempt_temp_tree_created	attempt_temp_tree_loaded	attempt_temp_tree_removed	supervisor_elapsed_seconds	attempt_ledger_schema	seed_plan_sha256
0	1109391559	complete	300.0	40.0	0.04	75.0	125.0	False	0.0						176.90632574599977	False	candidate_pool_af_outside_prespecified_band		1109391559	1666447126	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	cf7a8257331bb1e916bc50ebe3cf6c24e26fc69b8a96c1741aa6c6616bccd939	complete	429	{'pid': 429, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312733}	1786658033485180459	491	491	491	{'pid': 491, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313630}	True	494	{'pid': 494, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313638}	True	300.0	5.0	False	False	True	0	True	.han_v3_attempt_000_seed_1109391559_jgld3edb	True	True	True	175.46779913800037	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
1	1501427175	timed_out	300.0												305.31700107100005	False	draw_timeout	SLiM draw exceeded 300.000 wall-clock seconds	1501427175	1316009550	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	d620876fddf3bd19b971a042ca6ca51a2e543a9a3e66cb71a251e3275bc45c8c	timed_out	429	{'pid': 429, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312733}	1786658210705305358	649	649	649	{'pid': 649, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 331353}	True	650	{'pid': 650, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 331364}	True	300.0	5.0	True	True	True	2	True	.han_v3_attempt_001_seed_1501427175_os_ldppl	False	False	True	305.00546620199975	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
2	2024494901	complete	300.0	245.0	0.245	75.0	125.0	False	0.0						217.29910068200024	False	candidate_pool_af_outside_prespecified_band		2024494901	1786067704	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	41aa0c1d499239834e47d6770fed0631813446941828c93194e189b713cf6134	complete	429	{'pid': 429, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312733}	1786658516563947112	872	872	872	{'pid': 872, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 361938}	True	873	{'pid': 873, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 361948}	True	300.0	5.0	False	False	True	0	True	.han_v3_attempt_002_seed_2024494901_nywclr6z	True	True	True	215.62899808500015	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
