attempt_zero_based	seed	status	timeout_seconds	elapsed_seconds	error	accepted	candidate_pool_alt_count	candidate_pool_af	candidate_pool_minimum_alt_count	candidate_pool_maximum_alt_count	candidate_pool_frequency_gate_passed	eligible_genotype_count_triples	sample_alt_count	sample_af	n_hom_ref	n_heterozygous	n_hom_alt	rejection_reason	planned_simulation_seed	panel_seed	panel_seed_used	supervisor_schema	supervisor_execution_id	supervisor_status	supervisor_pid	supervisor_process_identity	supervisor_started_unix_ns	child_pid	child_pgid	child_sid	child_process_identity	child_identity_observed	engine_wrapper_pid	engine_wrapper_process_identity	parent_death_watchdog_armed	supervisor_timeout_seconds	supervisor_term_grace_seconds	supervisor_sigterm_sent	supervisor_sigkill_sent	direct_child_reaped	adopted_children_reaped	process_group_gone	attempt_temp_directory	attempt_temp_tree_created	attempt_temp_tree_loaded	attempt_temp_tree_removed	supervisor_elapsed_seconds	attempt_ledger_schema	seed_plan_sha256
0	1459756392	timed_out	300.0	305.1995229219997	SLiM draw exceeded 300.000 wall-clock seconds	False												draw_timeout	1459756392	866745116	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	dfec1f1312f85f4bdee20a20c823e0f422142c5757ed006818d2569696bd7143	timed_out	438	{'pid': 438, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312738}	1786658033600691040	501	501	501	{'pid': 501, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313641}	True	519	{'pid': 519, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313651}	True	300.0	5.0	True	True	True	2	True	.han_v3_attempt_000_seed_1459756392_1v6hom72	False	False	True	305.0062898299998	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
1	871200088	timed_out	300.0	305.13276200400014	SLiM draw exceeded 300.000 wall-clock seconds	False												draw_timeout	871200088	28893449	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	ffea5ad48ec66644e9e9f294fbfd0ecadf9ae20271d9920c19d1cff1c69fc1e4	timed_out	438	{'pid': 438, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312738}	1786658338910902631	725	725	725	{'pid': 725, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 344171}	True	729	{'pid': 729, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 344179}	True	300.0	5.0	True	True	True	2	True	.han_v3_attempt_001_seed_871200088_yldchlly	False	False	True	305.02136300300026	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
2	1969197675	complete	300.0	190.9001584499997		False	8.0	0.008	175.0	225.0	False	0.0						candidate_pool_af_outside_prespecified_band	1969197675	587823640	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	17c8b8aab0c1ddedb85e7226913bc005481b9430b263d3586334a5de04607448	complete	438	{'pid': 438, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312738}	1786658644191840856	1096	1096	1096	{'pid': 1096, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 374700}	True	1097	{'pid': 1097, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 374707}	True	300.0	5.0	False	False	True	0	True	.han_v3_attempt_002_seed_1969197675_hj4mec5r	True	True	True	188.72251160799988	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
