schema	attempt_zero_based	simulation_seed	supervisor_started_unix_ns	supervisor_pid	supervisor_process_identity	timeout_seconds	term_grace_seconds	temp_directory	temp_tree_created	temp_tree_loaded	temp_tree_removed	execution_id	child_pid	child_process_identity	child_identity_observed	child_pgid	child_sid	parent_death_watchdog_armed	engine_wrapper_pid	engine_wrapper_process_identity	sigterm_sent	sigkill_sent	direct_child_reaped	adopted_children_reaped	process_group_gone	supervisor_status	supervisor_elapsed_seconds	lifecycle_phase
gamma-smc.han-direct-production-v3-process-supervisor/v1	0	1459756392	1786658033600691040	438	{'pid': 438, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312738}	300.0	5.0	.han_v3_attempt_000_seed_1459756392_1v6hom72	False	False	True	dfec1f1312f85f4bdee20a20c823e0f422142c5757ed006818d2569696bd7143	501	{'pid': 501, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313641}	True	501	501	True	519	{'pid': 519, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313651}	True	True	True	2	True	timed_out	305.0062898299998	engine_returned_pending_base_attempt_commit
gamma-smc.han-direct-production-v3-process-supervisor/v1	1	871200088	1786658338910902631	438	{'pid': 438, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312738}	300.0	5.0	.han_v3_attempt_001_seed_871200088_yldchlly	False	False	True	ffea5ad48ec66644e9e9f294fbfd0ecadf9ae20271d9920c19d1cff1c69fc1e4	725	{'pid': 725, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 344171}	True	725	725	True	729	{'pid': 729, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 344179}	True	True	True	2	True	timed_out	305.02136300300026	engine_returned_pending_base_attempt_commit
gamma-smc.han-direct-production-v3-process-supervisor/v1	2	1969197675	1786658644191840856	438	{'pid': 438, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312738}	300.0	5.0	.han_v3_attempt_002_seed_1969197675_hj4mec5r	True	True	True	17c8b8aab0c1ddedb85e7226913bc005481b9430b263d3586334a5de04607448	1096	{'pid': 1096, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 374700}	True	1096	1096	True	1097	{'pid': 1097, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 374707}	False	False	True	0	True	complete	188.72251160799988	engine_returned_pending_base_attempt_commit
