schema	attempt_zero_based	simulation_seed	supervisor_started_unix_ns	supervisor_pid	supervisor_process_identity	timeout_seconds	term_grace_seconds	temp_directory	temp_tree_created	temp_tree_loaded	temp_tree_removed	execution_id	child_pid	child_process_identity	child_identity_observed	child_pgid	child_sid	parent_death_watchdog_armed	engine_wrapper_pid	engine_wrapper_process_identity	sigterm_sent	sigkill_sent	direct_child_reaped	adopted_children_reaped	process_group_gone	supervisor_status	supervisor_elapsed_seconds	lifecycle_phase
gamma-smc.han-direct-production-v3-process-supervisor/v1	0	503068077	1786658033353500356	433	{'pid': 433, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312735}	300.0	5.0	.han_v3_attempt_000_seed_503068077_t5__7e2q	False	False	True	5c6dbe6c2985b1c4aacdbec4f61f17e91b3cea903b7fbf9b8d352c1c171eeb1e	486	{'pid': 486, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313618}	True	486	486	True	488	{'pid': 488, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313628}	True	True	True	2	True	timed_out	305.0104282729999	engine_returned_pending_base_attempt_commit
gamma-smc.han-direct-production-v3-process-supervisor/v1	1	94242100	1786658338567047669	433	{'pid': 433, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312735}	300.0	5.0	.han_v3_attempt_001_seed_94242100_3sjxxkdf	False	False	True	64675e1dbb401db3a70c1c20dccb624a860584ccb1bafb6ace8e9e24a9a2e95f	716	{'pid': 716, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 344135}	True	716	716	True	718	{'pid': 718, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 344139}	True	True	True	2	True	timed_out	305.0084116940002	engine_returned_pending_base_attempt_commit
