# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	30
0	1
6	7
8	9
12	13
16	17
18	19
24	25
28	29
36	37
56	57
58	59
74	75
80	81
86	87
90	91
98	99
104	105
108	109
114	115
124	125
134	135
140	141
142	143
146	147
154	155
174	175
176	177
178	179
182	183
198	199
