attempt_zero_based	seed	status	timeout_seconds	elapsed_seconds	error	accepted	planned_simulation_seed	panel_seed	panel_seed_used	supervisor_schema	supervisor_execution_id	supervisor_status	supervisor_pid	supervisor_process_identity	supervisor_started_unix_ns	child_pid	child_pgid	child_sid	child_process_identity	child_identity_observed	engine_wrapper_pid	engine_wrapper_process_identity	parent_death_watchdog_armed	supervisor_timeout_seconds	supervisor_term_grace_seconds	supervisor_sigterm_sent	supervisor_sigkill_sent	direct_child_reaped	adopted_children_reaped	process_group_gone	attempt_temp_directory	attempt_temp_tree_created	attempt_temp_tree_loaded	attempt_temp_tree_removed	supervisor_elapsed_seconds	rejection_reason	attempt_ledger_schema	seed_plan_sha256
0	1480034687	timed_out	300.0	305.23952304600016	SLiM draw exceeded 300.000 wall-clock seconds	False	1480034687	1011396318	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	89b8aaadd7e3e7619570e873519b54cff7429ec60542f65dd40b8702bd116747	timed_out	446	{'pid': 446, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312744}	1786658033857156293	543	543	543	{'pid': 543, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313666}	True	557	{'pid': 557, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313671}	True	300.0	5.0	True	True	True	2	True	.han_v3_attempt_000_seed_1480034687_s3c1z2wn	False	False	True	305.021329833	draw_timeout	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
1	840444021	timed_out	300.0	305.14334918500026	SLiM draw exceeded 300.000 wall-clock seconds	False	840444021	829144140	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	375680ade69e763f5f0b1b42472ca87efe7ad172b8e18d7edd2b10ddbba42907	timed_out	446	{'pid': 446, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312744}	1786658339233412119	741	741	741	{'pid': 741, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 344203}	True	743	{'pid': 743, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 344208}	True	300.0	5.0	True	True	True	2	True	.han_v3_attempt_001_seed_840444021_5l9izbrf	False	False	True	305.0106889049998	draw_timeout	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
