schema	attempt_zero_based	simulation_seed	supervisor_started_unix_ns	supervisor_pid	supervisor_process_identity	timeout_seconds	term_grace_seconds	temp_directory	temp_tree_created	temp_tree_loaded	temp_tree_removed	execution_id	child_pid	child_process_identity	child_identity_observed	child_pgid	child_sid	parent_death_watchdog_armed	engine_wrapper_pid	engine_wrapper_process_identity	sigterm_sent	sigkill_sent	direct_child_reaped	adopted_children_reaped	process_group_gone	supervisor_status	supervisor_elapsed_seconds	lifecycle_phase
gamma-smc.han-direct-production-v3-process-supervisor/v1	0	1480034687	1786658033857156293	446	{'pid': 446, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312744}	300.0	5.0	.han_v3_attempt_000_seed_1480034687_s3c1z2wn	False	False	True	89b8aaadd7e3e7619570e873519b54cff7429ec60542f65dd40b8702bd116747	543	{'pid': 543, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313666}	True	543	543	True	557	{'pid': 557, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313671}	True	True	True	2	True	timed_out	305.021329833	engine_returned_pending_base_attempt_commit
gamma-smc.han-direct-production-v3-process-supervisor/v1	1	840444021	1786658339233412119	446	{'pid': 446, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312744}	300.0	5.0	.han_v3_attempt_001_seed_840444021_5l9izbrf	False	False	True	375680ade69e763f5f0b1b42472ca87efe7ad172b8e18d7edd2b10ddbba42907	741	{'pid': 741, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 344203}	True	741	741	True	743	{'pid': 743, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 344208}	True	True	True	2	True	timed_out	305.0106889049998	engine_returned_pending_base_attempt_commit
