schema	attempt_zero_based	simulation_seed	supervisor_started_unix_ns	supervisor_pid	supervisor_process_identity	timeout_seconds	term_grace_seconds	temp_directory	temp_tree_created	temp_tree_loaded	temp_tree_removed	execution_id	child_pid	child_process_identity	child_identity_observed	child_pgid	child_sid	parent_death_watchdog_armed	engine_wrapper_pid	engine_wrapper_process_identity	sigterm_sent	sigkill_sent	direct_child_reaped	adopted_children_reaped	process_group_gone	supervisor_status	supervisor_elapsed_seconds	lifecycle_phase
gamma-smc.han-direct-production-v3-process-supervisor/v1	0	1031971588	1786658033610396397	434	{'pid': 434, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312735}	300.0	5.0	.han_v3_attempt_000_seed_1031971588_cre_tncg	True	True	True	a18ed1d919a8736b68150472070588855d45539dc463a0b12d8bad6da06c2a90	506	{'pid': 506, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313643}	True	506	506	True	518	{'pid': 518, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313651}	False	False	True	0	True	complete	281.98051135100013	engine_returned_pending_base_attempt_commit
gamma-smc.han-direct-production-v3-process-supervisor/v1	1	720812882	1786658317677200473	434	{'pid': 434, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312735}	300.0	5.0	.han_v3_attempt_001_seed_720812882_46ulq558	False	False	True	86fae1c0a1e1b1753497a34efaae704ad156d2a632d145f7252413a4f9dd8a62	703	{'pid': 703, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 342049}	True	703	703	True	704	{'pid': 704, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 342056}	True	True	True	2	True	timed_out	305.00619232200006	engine_returned_pending_base_attempt_commit
gamma-smc.han-direct-production-v3-process-supervisor/v1	2	1806574697	1786658623310083725	434	{'pid': 434, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312735}	300.0	5.0	.han_v3_attempt_002_seed_1806574697_oix0ooeu	True	True	True	1966e1a8e0a93db6b15ceca3be734b10a59c75be7633ec08a3ccfa546cdbb989	1075	{'pid': 1075, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 372612}	True	1075	1075	True	1076	{'pid': 1076, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 372620}	False	False	True	0	True	complete	232.01868179599978	engine_returned_pending_base_attempt_commit
