attempt_zero_based	seed	status	timeout_seconds	candidate_pool_alt_count	candidate_pool_af	candidate_pool_minimum_alt_count	candidate_pool_maximum_alt_count	candidate_pool_frequency_gate_passed	eligible_genotype_count_triples	sample_alt_count	sample_af	n_hom_ref	n_heterozygous	n_hom_alt	elapsed_seconds	accepted	rejection_reason	error	planned_simulation_seed	panel_seed	panel_seed_used	supervisor_schema	supervisor_execution_id	supervisor_status	supervisor_pid	supervisor_process_identity	supervisor_started_unix_ns	child_pid	child_pgid	child_sid	child_process_identity	child_identity_observed	engine_wrapper_pid	engine_wrapper_process_identity	parent_death_watchdog_armed	supervisor_timeout_seconds	supervisor_term_grace_seconds	supervisor_sigterm_sent	supervisor_sigkill_sent	direct_child_reaped	adopted_children_reaped	process_group_gone	attempt_temp_directory	attempt_temp_tree_created	attempt_temp_tree_loaded	attempt_temp_tree_removed	supervisor_elapsed_seconds	attempt_ledger_schema	seed_plan_sha256
0	1031971588	complete	300.0	21.0	0.021	175.0	225.0	False	0.0						283.96096188599995	False	candidate_pool_af_outside_prespecified_band		1031971588	1547832667	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	a18ed1d919a8736b68150472070588855d45539dc463a0b12d8bad6da06c2a90	complete	434	{'pid': 434, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312735}	1786658033610396397	506	506	506	{'pid': 506, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313643}	True	518	{'pid': 518, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313651}	True	300.0	5.0	False	False	True	0	True	.han_v3_attempt_000_seed_1031971588_cre_tncg	True	True	True	281.98051135100013	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
1	720812882	timed_out	300.0												305.137484115	False	draw_timeout	SLiM draw exceeded 300.000 wall-clock seconds	720812882	195777990	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	86fae1c0a1e1b1753497a34efaae704ad156d2a632d145f7252413a4f9dd8a62	timed_out	434	{'pid': 434, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312735}	1786658317677200473	703	703	703	{'pid': 703, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 342049}	True	704	{'pid': 704, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 342056}	True	300.0	5.0	True	True	True	2	True	.han_v3_attempt_001_seed_720812882_46ulq558	False	False	True	305.00619232200006	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
2	1806574697	complete	300.0	156.0	0.156	175.0	225.0	False	0.0						233.69121523800004	False	candidate_pool_af_outside_prespecified_band		1806574697	155886516	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	1966e1a8e0a93db6b15ceca3be734b10a59c75be7633ec08a3ccfa546cdbb989	complete	434	{'pid': 434, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312735}	1786658623310083725	1075	1075	1075	{'pid': 1075, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 372612}	True	1076	{'pid': 1076, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 372620}	True	300.0	5.0	False	False	True	0	True	.han_v3_attempt_002_seed_1806574697_oix0ooeu	True	True	True	232.01868179599978	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
