# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	44
16	17
18	19
20	21
22	23
24	25
26	27
34	35
38	39
42	43
50	51
58	59
60	61
62	63
68	69
70	71
78	79
80	81
82	83
84	85
94	95
96	97
98	99
106	107
108	109
116	117
120	121
122	123
128	129
132	133
134	135
140	141
144	145
146	147
148	149
158	159
160	161
162	163
170	171
182	183
184	185
186	187
190	191
192	193
196	197
